type_instance,type,value,host,time
buffered,memory,164438016.0,VM10-1-9-207,03:42:16.463861
cached,memory,3807784960.0,VM10-1-9-207,03:42:16.463861
free,memory,3805429760.0,VM10-1-9-207,03:42:16.463861
slab_recl,memory,332644352.0,VM10-1-9-207,03:42:16.463861
slab_unrecl,memory,41738240.0,VM10-1-9-207,03:42:16.463861
used,memory,223621120.0,VM10-1-9-207,03:42:16.463861
buffered,memory,164601856.0,VM10-1-9-207,03:42:26.452518
cached,memory,3807997952.0,VM10-1-9-207,03:42:26.452518
free,memory,3724820480.0,VM10-1-9-207,03:42:26.452518
slab_recl,memory,333078528.0,VM10-1-9-207,03:42:26.452518
slab_unrecl,memory,41934848.0,VM10-1-9-207,03:42:26.452518
used,memory,303222784.0,VM10-1-9-207,03:42:26.452518
buffered,memory,164638720.0,VM10-1-9-207,03:42:36.452329
cached,memory,3809660928.0,VM10-1-9-207,03:42:36.452329
free,memory,3720175616.0,VM10-1-9-207,03:42:36.452329
slab_recl,memory,333000704.0,VM10-1-9-207,03:42:36.452329
slab_unrecl,memory,41418752.0,VM10-1-9-207,03:42:36.452329
used,memory,306761728.0,VM10-1-9-207,03:42:36.452329
buffered,memory,164642816.0,VM10-1-9-207,03:42:46.452296
cached,memory,3809669120.0,VM10-1-9-207,03:42:46.452296
free,memory,3716591616.0,VM10-1-9-207,03:42:46.452296
slab_recl,memory,332865536.0,VM10-1-9-207,03:42:46.452296
slab_unrecl,memory,40869888.0,VM10-1-9-207,03:42:46.452296
used,memory,311017472.0,VM10-1-9-207,03:42:46.452296
buffered,memory,164646912.0,VM10-1-9-207,03:42:56.452294
cached,memory,3809673216.0,VM10-1-9-207,03:42:56.452294
free,memory,3714592768.0,VM10-1-9-207,03:42:56.452294
slab_recl,memory,332832768.0,VM10-1-9-207,03:42:56.452294
slab_unrecl,memory,40644608.0,VM10-1-9-207,03:42:56.452294
used,memory,313266176.0,VM10-1-9-207,03:42:56.452294
buffered,memory,164646912.0,VM10-1-9-207,03:43:06.452355
cached,memory,3809681408.0,VM10-1-9-207,03:43:06.452355
free,memory,3710394368.0,VM10-1-9-207,03:43:06.452355
slab_recl,memory,332828672.0,VM10-1-9-207,03:43:06.452355
slab_unrecl,memory,40595456.0,VM10-1-9-207,03:43:06.452355
used,memory,317509632.0,VM10-1-9-207,03:43:06.452355
