type_instance,type,value,host,time
buffered,memory,163987456.0,VM10-1-9-207,03:41:36.300237
cached,memory,3806121984.0,VM10-1-9-207,03:41:36.300237
free,memory,3776356352.0,VM10-1-9-207,03:41:36.300237
slab_recl,memory,331771904.0,VM10-1-9-207,03:41:36.300237
slab_unrecl,memory,40030208.0,VM10-1-9-207,03:41:36.300237
used,memory,257388544.0,VM10-1-9-207,03:41:36.300237
buffered,memory,164003840.0,VM10-1-9-207,03:41:46.300091
cached,memory,3806060544.0,VM10-1-9-207,03:41:46.300091
free,memory,3809054720.0,VM10-1-9-207,03:41:46.300091
slab_recl,memory,331644928.0,VM10-1-9-207,03:41:46.300091
slab_unrecl,memory,39874560.0,VM10-1-9-207,03:41:46.300091
used,memory,225017856.0,VM10-1-9-207,03:41:46.300091
buffered,memory,164020224.0,VM10-1-9-207,03:41:46.583579
cached,memory,3805872128.0,VM10-1-9-207,03:41:46.583579
free,memory,3810156544.0,VM10-1-9-207,03:41:46.583579
slab_recl,memory,331669504.0,VM10-1-9-207,03:41:46.583579
slab_unrecl,memory,40202240.0,VM10-1-9-207,03:41:46.583579
used,memory,223735808.0,VM10-1-9-207,03:41:46.583579
