type_instance,type,time,instance,host,value
user,cpu,03:42:26.451278,0,VM10-1-9-207,298798.0
user,cpu,03:42:26.451293,1,VM10-1-9-207,287850.0
user,cpu,03:42:26.451709,2,VM10-1-9-207,290457.0
user,cpu,03:42:26.451727,3,VM10-1-9-207,381445.0
system,cpu,03:42:26.451735,0,VM10-1-9-207,7517.0
system,cpu,03:42:26.451798,1,VM10-1-9-207,9312.0
system,cpu,03:42:26.451849,2,VM10-1-9-207,9456.0
system,cpu,03:42:26.452457,3,VM10-1-9-207,8427.0
wait,cpu,03:42:26.452589,0,VM10-1-9-207,3952.0
wait,cpu,03:42:26.452591,1,VM10-1-9-207,4630.0
wait,cpu,03:42:26.452593,2,VM10-1-9-207,4682.0
wait,cpu,03:42:26.452593,3,VM10-1-9-207,3970.0
nice,cpu,03:42:26.452595,0,VM10-1-9-207,32.0
nice,cpu,03:42:26.452724,1,VM10-1-9-207,0.0
nice,cpu,03:42:26.452727,2,VM10-1-9-207,7516.0
nice,cpu,03:42:26.452728,3,VM10-1-9-207,0.0
interrupt,cpu,03:42:26.452729,0,VM10-1-9-207,0.0
interrupt,cpu,03:42:26.452730,1,VM10-1-9-207,0.0
interrupt,cpu,03:42:26.452731,2,VM10-1-9-207,0.0
interrupt,cpu,03:42:26.454194,3,VM10-1-9-207,0.0
softirq,cpu,03:42:26.454197,0,VM10-1-9-207,317.0
softirq,cpu,03:42:26.454199,1,VM10-1-9-207,175.0
softirq,cpu,03:42:26.454199,2,VM10-1-9-207,277.0
softirq,cpu,03:42:26.454200,3,VM10-1-9-207,306.0
steal,cpu,03:42:26.454807,0,VM10-1-9-207,102.0
steal,cpu,03:42:26.454808,1,VM10-1-9-207,108.0
steal,cpu,03:42:26.454809,2,VM10-1-9-207,286.0
steal,cpu,03:42:26.454810,3,VM10-1-9-207,254.0
idle,cpu,03:42:26.454810,0,VM10-1-9-207,6588872.0
idle,cpu,03:42:26.455152,1,VM10-1-9-207,6597003.0
idle,cpu,03:42:26.455154,2,VM10-1-9-207,6581786.0
idle,cpu,03:42:26.455155,3,VM10-1-9-207,6503330.0
user,cpu,03:42:36.451216,0,VM10-1-9-207,298798.0
user,cpu,03:42:36.451224,1,VM10-1-9-207,287850.0
user,cpu,03:42:36.451238,2,VM10-1-9-207,291456.0
user,cpu,03:42:36.451242,3,VM10-1-9-207,381446.0
system,cpu,03:42:36.451255,0,VM10-1-9-207,7518.0
system,cpu,03:42:36.451259,1,VM10-1-9-207,9313.0
system,cpu,03:42:36.451260,2,VM10-1-9-207,9457.0
system,cpu,03:42:36.451260,3,VM10-1-9-207,8428.0
wait,cpu,03:42:36.451261,0,VM10-1-9-207,3952.0
wait,cpu,03:42:36.451262,1,VM10-1-9-207,4630.0
wait,cpu,03:42:36.451262,2,VM10-1-9-207,4682.0
wait,cpu,03:42:36.451263,3,VM10-1-9-207,3974.0
nice,cpu,03:42:36.451263,0,VM10-1-9-207,32.0
nice,cpu,03:42:36.451264,1,VM10-1-9-207,0.0
nice,cpu,03:42:36.451265,2,VM10-1-9-207,7516.0
nice,cpu,03:42:36.451266,3,VM10-1-9-207,0.0
interrupt,cpu,03:42:36.451267,0,VM10-1-9-207,0.0
interrupt,cpu,03:42:36.451267,1,VM10-1-9-207,0.0
interrupt,cpu,03:42:36.451268,2,VM10-1-9-207,0.0
interrupt,cpu,03:42:36.451269,3,VM10-1-9-207,0.0
softirq,cpu,03:42:36.451270,0,VM10-1-9-207,317.0
softirq,cpu,03:42:36.451270,1,VM10-1-9-207,175.0
softirq,cpu,03:42:36.451271,2,VM10-1-9-207,277.0
softirq,cpu,03:42:36.451272,3,VM10-1-9-207,306.0
steal,cpu,03:42:36.451272,0,VM10-1-9-207,102.0
steal,cpu,03:42:36.451273,1,VM10-1-9-207,108.0
steal,cpu,03:42:36.451274,2,VM10-1-9-207,286.0
steal,cpu,03:42:36.451274,3,VM10-1-9-207,254.0
