type_instance,value,type,host,instance,time
softirq,223.0,cpu,VM10-1-9-207,2,00:50:49.579299
user,90902.0,cpu,VM10-1-9-207,0,00:51:05.125204
user,81894.0,cpu,VM10-1-9-207,1,00:51:05.126092
user,97408.0,cpu,VM10-1-9-207,2,00:51:05.126536
user,57854.0,cpu,VM10-1-9-207,3,00:51:05.126610
system,5956.0,cpu,VM10-1-9-207,0,00:51:05.126813
system,7586.0,cpu,VM10-1-9-207,1,00:51:05.127299
system,7457.0,cpu,VM10-1-9-207,2,00:51:05.127347
system,6985.0,cpu,VM10-1-9-207,3,00:51:05.127399
wait,3380.0,cpu,VM10-1-9-207,0,00:51:05.127419
wait,4391.0,cpu,VM10-1-9-207,1,00:51:05.127463
wait,4074.0,cpu,VM10-1-9-207,2,00:51:05.127540
wait,3687.0,cpu,VM10-1-9-207,3,00:51:05.127715
nice,32.0,cpu,VM10-1-9-207,0,00:51:05.127937
nice,0.0,cpu,VM10-1-9-207,1,00:51:05.128003
nice,7516.0,cpu,VM10-1-9-207,2,00:51:05.128124
nice,0.0,cpu,VM10-1-9-207,3,00:51:05.130792
interrupt,0.0,cpu,VM10-1-9-207,0,00:51:05.130885
interrupt,0.0,cpu,VM10-1-9-207,1,00:51:05.130931
interrupt,0.0,cpu,VM10-1-9-207,2,00:51:05.131042
interrupt,0.0,cpu,VM10-1-9-207,3,00:51:05.131128
softirq,219.0,cpu,VM10-1-9-207,0,00:51:05.131373
softirq,117.0,cpu,VM10-1-9-207,1,00:51:05.131747
softirq,223.0,cpu,VM10-1-9-207,2,00:51:05.131885
softirq,207.0,cpu,VM10-1-9-207,3,00:51:05.131988
steal,58.0,cpu,VM10-1-9-207,0,00:51:05.131997
steal,64.0,cpu,VM10-1-9-207,1,00:51:05.132088
steal,230.0,cpu,VM10-1-9-207,2,00:51:05.137290
steal,152.0,cpu,VM10-1-9-207,3,00:51:05.137314
idle,5771591.0,cpu,VM10-1-9-207,0,00:51:05.137326
idle,5777465.0,cpu,VM10-1-9-207,1,00:51:05.137419
idle,5750594.0,cpu,VM10-1-9-207,2,00:51:05.137420
idle,5801489.0,cpu,VM10-1-9-207,3,00:51:05.137420
user,90902.0,cpu,VM10-1-9-207,0,00:51:15.125292
user,82406.0,cpu,VM10-1-9-207,1,00:51:15.125303
user,97408.0,cpu,VM10-1-9-207,2,00:51:15.125309
user,58341.0,cpu,VM10-1-9-207,3,00:51:15.125316
system,5958.0,cpu,VM10-1-9-207,0,00:51:15.125428
system,7586.0,cpu,VM10-1-9-207,1,00:51:15.125436
system,7458.0,cpu,VM10-1-9-207,2,00:51:15.125449
system,6985.0,cpu,VM10-1-9-207,3,00:51:15.125450
wait,3380.0,cpu,VM10-1-9-207,0,00:51:15.125451
wait,4391.0,cpu,VM10-1-9-207,1,00:51:15.125452
wait,4076.0,cpu,VM10-1-9-207,2,00:51:15.125452
wait,3687.0,cpu,VM10-1-9-207,3,00:51:15.125453
nice,32.0,cpu,VM10-1-9-207,0,00:51:15.125453
nice,0.0,cpu,VM10-1-9-207,1,00:51:15.125454
nice,7516.0,cpu,VM10-1-9-207,2,00:51:15.125498
nice,0.0,cpu,VM10-1-9-207,3,00:51:15.125499
interrupt,0.0,cpu,VM10-1-9-207,0,00:51:15.125500
interrupt,0.0,cpu,VM10-1-9-207,1,00:51:15.125629
interrupt,0.0,cpu,VM10-1-9-207,2,00:51:15.125637
interrupt,0.0,cpu,VM10-1-9-207,3,00:51:15.125684
softirq,219.0,cpu,VM10-1-9-207,0,00:51:15.125706
softirq,117.0,cpu,VM10-1-9-207,1,00:51:15.125750
softirq,223.0,cpu,VM10-1-9-207,2,00:51:15.125786
softirq,207.0,cpu,VM10-1-9-207,3,00:51:15.125809
steal,58.0,cpu,VM10-1-9-207,0,00:51:15.125842
steal,64.0,cpu,VM10-1-9-207,1,00:51:15.125867
steal,230.0,cpu,VM10-1-9-207,2,00:51:15.125888
steal,153.0,cpu,VM10-1-9-207,3,00:51:15.125926
idle,5772588.0,cpu,VM10-1-9-207,0,00:51:15.125930
idle,5777952.0,cpu,VM10-1-9-207,1,00:51:15.125931
idle,5751589.0,cpu,VM10-1-9-207,2,00:51:15.125931
idle,5802001.0,cpu,VM10-1-9-207,3,00:51:15.125932
user,91112.0,cpu,VM10-1-9-207,0,00:51:25.128261
user,83198.0,cpu,VM10-1-9-207,1,00:51:25.128274
user,97410.0,cpu,VM10-1-9-207,2,00:51:25.128318
user,58342.0,cpu,VM10-1-9-207,3,00:51:25.128399
system,5959.0,cpu,VM10-1-9-207,0,00:51:25.128438
system,7586.0,cpu,VM10-1-9-207,1,00:51:25.128479
system,7460.0,cpu,VM10-1-9-207,2,00:51:25.128490
system,6986.0,cpu,VM10-1-9-207,3,00:51:25.128537
wait,3380.0,cpu,VM10-1-9-207,0,00:51:25.128590
wait,4391.0,cpu,VM10-1-9-207,1,00:51:25.128629
wait,4076.0,cpu,VM10-1-9-207,2,00:51:25.128668
wait,3687.0,cpu,VM10-1-9-207,3,00:51:25.128707
nice,32.0,cpu,VM10-1-9-207,0,00:51:25.128719
nice,0.0,cpu,VM10-1-9-207,1,00:51:25.128740
nice,7516.0,cpu,VM10-1-9-207,2,00:51:25.128828
nice,0.0,cpu,VM10-1-9-207,3,00:51:25.128866
interrupt,0.0,cpu,VM10-1-9-207,0,00:51:25.128901
interrupt,0.0,cpu,VM10-1-9-207,1,00:51:25.128972
interrupt,0.0,cpu,VM10-1-9-207,2,00:51:25.129059
interrupt,0.0,cpu,VM10-1-9-207,3,00:51:25.129085
softirq,219.0,cpu,VM10-1-9-207,0,00:51:25.129136
softirq,117.0,cpu,VM10-1-9-207,1,00:51:25.129160
softirq,223.0,cpu,VM10-1-9-207,2,00:51:25.129181
softirq,208.0,cpu,VM10-1-9-207,3,00:51:25.129260
steal,58.0,cpu,VM10-1-9-207,0,00:51:25.129303
steal,64.0,cpu,VM10-1-9-207,1,00:51:25.129343
steal,230.0,cpu,VM10-1-9-207,2,00:51:25.129382
steal,153.0,cpu,VM10-1-9-207,3,00:51:25.129420
idle,5773376.0,cpu,VM10-1-9-207,0,00:51:25.129446
idle,5778159.0,cpu,VM10-1-9-207,1,00:51:25.129459
idle,5752576.0,cpu,VM10-1-9-207,2,00:51:25.129496
idle,5802998.0,cpu,VM10-1-9-207,3,00:51:25.129586
user,91112.0,cpu,VM10-1-9-207,0,00:51:35.141370
user,84196.0,cpu,VM10-1-9-207,1,00:51:35.141384
user,97411.0,cpu,VM10-1-9-207,2,00:51:35.141406
user,58343.0,cpu,VM10-1-9-207,3,00:51:35.141472
system,5960.0,cpu,VM10-1-9-207,0,00:51:35.141506
system,7587.0,cpu,VM10-1-9-207,1,00:51:35.141549
system,7462.0,cpu,VM10-1-9-207,2,00:51:35.141559
system,6986.0,cpu,VM10-1-9-207,3,00:51:35.141577
wait,3380.0,cpu,VM10-1-9-207,0,00:51:35.141637
wait,4391.0,cpu,VM10-1-9-207,1,00:51:35.141680
wait,4076.0,cpu,VM10-1-9-207,2,00:51:35.141712
wait,3687.0,cpu,VM10-1-9-207,3,00:51:35.141754
nice,32.0,cpu,VM10-1-9-207,0,00:51:35.141764
nice,0.0,cpu,VM10-1-9-207,1,00:51:35.141780
nice,7516.0,cpu,VM10-1-9-207,2,00:51:35.141838
nice,0.0,cpu,VM10-1-9-207,3,00:51:35.141869
interrupt,0.0,cpu,VM10-1-9-207,0,00:51:35.141918
interrupt,0.0,cpu,VM10-1-9-207,1,00:51:35.141927
interrupt,0.0,cpu,VM10-1-9-207,2,00:51:35.141952
interrupt,0.0,cpu,VM10-1-9-207,3,00:51:35.142084
softirq,219.0,cpu,VM10-1-9-207,0,00:51:35.142117
softirq,117.0,cpu,VM10-1-9-207,1,00:51:35.142149
softirq,223.0,cpu,VM10-1-9-207,2,00:51:35.142191
softirq,209.0,cpu,VM10-1-9-207,3,00:51:35.142221
steal,58.0,cpu,VM10-1-9-207,0,00:51:35.142251
steal,64.0,cpu,VM10-1-9-207,1,00:51:35.142281
steal,230.0,cpu,VM10-1-9-207,2,00:51:35.142311
steal,153.0,cpu,VM10-1-9-207,3,00:51:35.142341
idle,5774375.0,cpu,VM10-1-9-207,0,00:51:35.142380
idle,5778159.0,cpu,VM10-1-9-207,1,00:51:35.142410
idle,5753570.0,cpu,VM10-1-9-207,2,00:51:35.142419
idle,5803997.0,cpu,VM10-1-9-207,3,00:51:35.142447
user,91112.0,cpu,VM10-1-9-207,0,00:51:45.125215
user,85196.0,cpu,VM10-1-9-207,1,00:51:45.125221
user,97412.0,cpu,VM10-1-9-207,2,00:51:45.125226
user,58343.0,cpu,VM10-1-9-207,3,00:51:45.125237
system,5962.0,cpu,VM10-1-9-207,0,00:51:45.125241
system,7587.0,cpu,VM10-1-9-207,1,00:51:45.125245
system,7463.0,cpu,VM10-1-9-207,2,00:51:45.125246
system,6986.0,cpu,VM10-1-9-207,3,00:51:45.125247
wait,3380.0,cpu,VM10-1-9-207,0,00:51:45.125247
wait,4391.0,cpu,VM10-1-9-207,1,00:51:45.125279
wait,4076.0,cpu,VM10-1-9-207,2,00:51:45.125280
wait,3687.0,cpu,VM10-1-9-207,3,00:51:45.125281
nice,32.0,cpu,VM10-1-9-207,0,00:51:45.125282
nice,0.0,cpu,VM10-1-9-207,1,00:51:45.125282
nice,7516.0,cpu,VM10-1-9-207,2,00:51:45.125283
nice,0.0,cpu,VM10-1-9-207,3,00:51:45.125284
interrupt,0.0,cpu,VM10-1-9-207,0,00:51:45.125285
interrupt,0.0,cpu,VM10-1-9-207,1,00:51:45.125298
interrupt,0.0,cpu,VM10-1-9-207,2,00:51:45.125299
interrupt,0.0,cpu,VM10-1-9-207,3,00:51:45.125300
softirq,219.0,cpu,VM10-1-9-207,0,00:51:45.125300
softirq,117.0,cpu,VM10-1-9-207,1,00:51:45.125300
