type,host,value,type_instance,time
memory,VM10-1-9-207,145141760.0,buffered,00:48:35.207301
memory,VM10-1-9-207,3734462464.0,cached,00:48:35.207301
memory,VM10-1-9-207,3915800576.0,free,00:48:35.207301
memory,VM10-1-9-207,320847872.0,slab_recl,00:48:35.207301
memory,VM10-1-9-207,34328576.0,slab_unrecl,00:48:35.207301
memory,VM10-1-9-207,225075200.0,used,00:48:35.207301
memory,VM10-1-9-207,145178624.0,buffered,00:48:45.195371
memory,VM10-1-9-207,3734507520.0,cached,00:48:45.195371
memory,VM10-1-9-207,3911090176.0,free,00:48:45.195371
memory,VM10-1-9-207,320819200.0,slab_recl,00:48:45.195371
memory,VM10-1-9-207,34209792.0,slab_unrecl,00:48:45.195371
memory,VM10-1-9-207,229851136.0,used,00:48:45.195371
memory,VM10-1-9-207,145211392.0,buffered,00:48:55.195378
memory,VM10-1-9-207,3734515712.0,cached,00:48:55.195378
memory,VM10-1-9-207,3910836224.0,free,00:48:55.195378
memory,VM10-1-9-207,320770048.0,slab_recl,00:48:55.195378
memory,VM10-1-9-207,34095104.0,slab_unrecl,00:48:55.195378
memory,VM10-1-9-207,230227968.0,used,00:48:55.195378
memory,VM10-1-9-207,145211392.0,buffered,00:49:05.195135
memory,VM10-1-9-207,3734519808.0,cached,00:49:05.195135
memory,VM10-1-9-207,3911348224.0,free,00:49:05.195135
memory,VM10-1-9-207,320765952.0,slab_recl,00:49:05.195135
memory,VM10-1-9-207,33804288.0,slab_unrecl,00:49:05.195135
memory,VM10-1-9-207,230006784.0,used,00:49:05.195135
memory,VM10-1-9-207,145223680.0,buffered,00:49:15.195641
memory,VM10-1-9-207,3734532096.0,cached,00:49:15.195641
memory,VM10-1-9-207,3915751424.0,free,00:49:15.195641
memory,VM10-1-9-207,320753664.0,slab_recl,00:49:15.195641
memory,VM10-1-9-207,33574912.0,slab_unrecl,00:49:15.195641
memory,VM10-1-9-207,225820672.0,used,00:49:15.195641
