type_instance,value,type,host,instance,time
user,90894.0,cpu,VM10-1-9-207,0,00:49:29.578624
user,77944.0,cpu,VM10-1-9-207,1,00:49:29.578640
user,93821.0,cpu,VM10-1-9-207,2,00:49:29.578684
user,57039.0,cpu,VM10-1-9-207,3,00:49:29.578695
system,5940.0,cpu,VM10-1-9-207,0,00:49:29.578704
system,7576.0,cpu,VM10-1-9-207,1,00:49:29.578718
system,7449.0,cpu,VM10-1-9-207,2,00:49:29.578719
system,6978.0,cpu,VM10-1-9-207,3,00:49:29.578726
wait,3374.0,cpu,VM10-1-9-207,0,00:49:29.578728
wait,4391.0,cpu,VM10-1-9-207,1,00:49:29.578729
wait,4068.0,cpu,VM10-1-9-207,2,00:49:29.578730
wait,3686.0,cpu,VM10-1-9-207,3,00:49:29.578731
nice,32.0,cpu,VM10-1-9-207,0,00:49:29.578732
nice,0.0,cpu,VM10-1-9-207,1,00:49:29.578732
nice,7516.0,cpu,VM10-1-9-207,2,00:49:29.578752
nice,0.0,cpu,VM10-1-9-207,3,00:49:29.578753
interrupt,0.0,cpu,VM10-1-9-207,0,00:49:29.578755
interrupt,0.0,cpu,VM10-1-9-207,1,00:49:29.578756
interrupt,0.0,cpu,VM10-1-9-207,2,00:49:29.578756
interrupt,0.0,cpu,VM10-1-9-207,3,00:49:29.578763
softirq,218.0,cpu,VM10-1-9-207,0,00:49:29.578764
softirq,117.0,cpu,VM10-1-9-207,1,00:49:29.578765
softirq,223.0,cpu,VM10-1-9-207,2,00:49:29.578766
softirq,205.0,cpu,VM10-1-9-207,3,00:49:29.578771
steal,57.0,cpu,VM10-1-9-207,0,00:49:29.578773
steal,63.0,cpu,VM10-1-9-207,1,00:49:29.578803
steal,228.0,cpu,VM10-1-9-207,2,00:49:29.578823
steal,152.0,cpu,VM10-1-9-207,3,00:49:29.578825
idle,5762072.0,cpu,VM10-1-9-207,0,00:49:29.578826
idle,5771872.0,cpu,VM10-1-9-207,1,00:49:29.578827
idle,5744651.0,cpu,VM10-1-9-207,2,00:49:29.578828
idle,5792765.0,cpu,VM10-1-9-207,3,00:49:29.578828
user,90894.0,cpu,VM10-1-9-207,0,00:49:39.578610
user,77945.0,cpu,VM10-1-9-207,1,00:49:39.578629
user,94820.0,cpu,VM10-1-9-207,2,00:49:39.578641
user,57039.0,cpu,VM10-1-9-207,3,00:49:39.578656
system,5941.0,cpu,VM10-1-9-207,0,00:49:39.578689
system,7578.0,cpu,VM10-1-9-207,1,00:49:39.578698
system,7450.0,cpu,VM10-1-9-207,2,00:49:39.578700
system,6978.0,cpu,VM10-1-9-207,3,00:49:39.578701
wait,3374.0,cpu,VM10-1-9-207,0,00:49:39.578702
wait,4391.0,cpu,VM10-1-9-207,1,00:49:39.578703
wait,4068.0,cpu,VM10-1-9-207,2,00:49:39.578704
wait,3686.0,cpu,VM10-1-9-207,3,00:49:39.578705
nice,32.0,cpu,VM10-1-9-207,0,00:49:39.578706
nice,0.0,cpu,VM10-1-9-207,1,00:49:39.578707
nice,7516.0,cpu,VM10-1-9-207,2,00:49:39.578708
nice,0.0,cpu,VM10-1-9-207,3,00:49:39.578709
interrupt,0.0,cpu,VM10-1-9-207,0,00:49:39.578710
interrupt,0.0,cpu,VM10-1-9-207,1,00:49:39.578711
interrupt,0.0,cpu,VM10-1-9-207,2,00:49:39.578712
interrupt,0.0,cpu,VM10-1-9-207,3,00:49:39.578713
softirq,219.0,cpu,VM10-1-9-207,0,00:49:39.578714
softirq,117.0,cpu,VM10-1-9-207,1,00:49:39.578715
softirq,223.0,cpu,VM10-1-9-207,2,00:49:39.578716
softirq,206.0,cpu,VM10-1-9-207,3,00:49:39.578717
steal,57.0,cpu,VM10-1-9-207,0,00:49:39.578719
steal,63.0,cpu,VM10-1-9-207,1,00:49:39.578719
steal,228.0,cpu,VM10-1-9-207,2,00:49:39.578720
steal,152.0,cpu,VM10-1-9-207,3,00:49:39.578721
idle,5763069.0,cpu,VM10-1-9-207,0,00:49:39.578722
idle,5772869.0,cpu,VM10-1-9-207,1,00:49:39.578737
idle,5744651.0,cpu,VM10-1-9-207,2,00:49:39.578739
idle,5793763.0,cpu,VM10-1-9-207,3,00:49:39.578740
user,90894.0,cpu,VM10-1-9-207,0,00:49:49.578461
user,77946.0,cpu,VM10-1-9-207,1,00:49:49.578474
user,95819.0,cpu,VM10-1-9-207,2,00:49:49.578489
user,57040.0,cpu,VM10-1-9-207,3,00:49:49.578503
system,5943.0,cpu,VM10-1-9-207,0,00:49:49.578518
system,7579.0,cpu,VM10-1-9-207,1,00:49:49.578626
system,7450.0,cpu,VM10-1-9-207,2,00:49:49.578642
system,6979.0,cpu,VM10-1-9-207,3,00:49:49.578658
wait,3374.0,cpu,VM10-1-9-207,0,00:49:49.578669
wait,4391.0,cpu,VM10-1-9-207,1,00:49:49.578670
wait,4068.0,cpu,VM10-1-9-207,2,00:49:49.578671
wait,3686.0,cpu,VM10-1-9-207,3,00:49:49.578672
nice,32.0,cpu,VM10-1-9-207,0,00:49:49.578672
nice,0.0,cpu,VM10-1-9-207,1,00:49:49.578748
nice,7516.0,cpu,VM10-1-9-207,2,00:49:49.578754
nice,0.0,cpu,VM10-1-9-207,3,00:49:49.578765
interrupt,0.0,cpu,VM10-1-9-207,0,00:49:49.578790
interrupt,0.0,cpu,VM10-1-9-207,1,00:49:49.578835
interrupt,0.0,cpu,VM10-1-9-207,2,00:49:49.578840
interrupt,0.0,cpu,VM10-1-9-207,3,00:49:49.578846
softirq,219.0,cpu,VM10-1-9-207,0,00:49:49.578858
softirq,117.0,cpu,VM10-1-9-207,1,00:49:49.578903
softirq,223.0,cpu,VM10-1-9-207,2,00:49:49.578909
softirq,206.0,cpu,VM10-1-9-207,3,00:49:49.578939
steal,57.0,cpu,VM10-1-9-207,0,00:49:49.578945
steal,63.0,cpu,VM10-1-9-207,1,00:49:49.578957
steal,229.0,cpu,VM10-1-9-207,2,00:49:49.579072
steal,152.0,cpu,VM10-1-9-207,3,00:49:49.579678
idle,5764067.0,cpu,VM10-1-9-207,0,00:49:49.579679
idle,5773867.0,cpu,VM10-1-9-207,1,00:49:49.579679
idle,5744651.0,cpu,VM10-1-9-207,2,00:49:49.579680
idle,5794762.0,cpu,VM10-1-9-207,3,00:49:49.579680
user,90895.0,cpu,VM10-1-9-207,0,00:49:59.578545
user,77946.0,cpu,VM10-1-9-207,1,00:49:59.578556
user,96819.0,cpu,VM10-1-9-207,2,00:49:59.578562
user,57041.0,cpu,VM10-1-9-207,3,00:49:59.578568
system,5944.0,cpu,VM10-1-9-207,0,00:49:59.578573
system,7581.0,cpu,VM10-1-9-207,1,00:49:59.578579
system,7450.0,cpu,VM10-1-9-207,2,00:49:59.578580
system,6979.0,cpu,VM10-1-9-207,3,00:49:59.578581
wait,3375.0,cpu,VM10-1-9-207,0,00:49:59.578582
wait,4391.0,cpu,VM10-1-9-207,1,00:49:59.578582
wait,4068.0,cpu,VM10-1-9-207,2,00:49:59.578583
wait,3686.0,cpu,VM10-1-9-207,3,00:49:59.578583
nice,32.0,cpu,VM10-1-9-207,0,00:49:59.578584
nice,0.0,cpu,VM10-1-9-207,1,00:49:59.578585
nice,7516.0,cpu,VM10-1-9-207,2,00:49:59.578586
nice,0.0,cpu,VM10-1-9-207,3,00:49:59.578586
interrupt,0.0,cpu,VM10-1-9-207,0,00:49:59.578590
interrupt,0.0,cpu,VM10-1-9-207,1,00:49:59.578591
interrupt,0.0,cpu,VM10-1-9-207,2,00:49:59.578592
interrupt,0.0,cpu,VM10-1-9-207,3,00:49:59.578593
softirq,219.0,cpu,VM10-1-9-207,0,00:49:59.578593
softirq,117.0,cpu,VM10-1-9-207,1,00:49:59.578594
softirq,223.0,cpu,VM10-1-9-207,2,00:49:59.578595
softirq,206.0,cpu,VM10-1-9-207,3,00:49:59.578596
steal,57.0,cpu,VM10-1-9-207,0,00:49:59.578597
steal,63.0,cpu,VM10-1-9-207,1,00:49:59.578598
steal,229.0,cpu,VM10-1-9-207,2,00:49:59.578598
steal,152.0,cpu,VM10-1-9-207,3,00:49:59.578599
idle,5765064.0,cpu,VM10-1-9-207,0,00:49:59.578599
idle,5774865.0,cpu,VM10-1-9-207,1,00:49:59.578600
idle,5744651.0,cpu,VM10-1-9-207,2,00:49:59.578601
idle,5795760.0,cpu,VM10-1-9-207,3,00:49:59.578602
