type_instance,value,type,host,instance,time
user,90370.0,cpu,VM10-1-9-207,0,00:48:45.194117
user,77940.0,cpu,VM10-1-9-207,1,00:48:45.194133
user,91595.0,cpu,VM10-1-9-207,2,00:48:45.194142
user,56554.0,cpu,VM10-1-9-207,3,00:48:45.194145
system,5934.0,cpu,VM10-1-9-207,0,00:48:45.194148
system,7572.0,cpu,VM10-1-9-207,1,00:48:45.194159
system,7443.0,cpu,VM10-1-9-207,2,00:48:45.194160
system,6972.0,cpu,VM10-1-9-207,3,00:48:45.194160
wait,3370.0,cpu,VM10-1-9-207,0,00:48:45.194161
wait,4390.0,cpu,VM10-1-9-207,1,00:48:45.194161
wait,4064.0,cpu,VM10-1-9-207,2,00:48:45.194161
wait,3686.0,cpu,VM10-1-9-207,3,00:48:45.194162
nice,32.0,cpu,VM10-1-9-207,0,00:48:45.194162
nice,0.0,cpu,VM10-1-9-207,1,00:48:45.194163
nice,7516.0,cpu,VM10-1-9-207,2,00:48:45.194164
nice,0.0,cpu,VM10-1-9-207,3,00:48:45.194165
interrupt,0.0,cpu,VM10-1-9-207,0,00:48:45.194165
interrupt,0.0,cpu,VM10-1-9-207,1,00:48:45.194166
interrupt,0.0,cpu,VM10-1-9-207,2,00:48:45.194166
interrupt,0.0,cpu,VM10-1-9-207,3,00:48:45.194167
softirq,218.0,cpu,VM10-1-9-207,0,00:48:45.194168
softirq,117.0,cpu,VM10-1-9-207,1,00:48:45.194169
softirq,223.0,cpu,VM10-1-9-207,2,00:48:45.194169
softirq,205.0,cpu,VM10-1-9-207,3,00:48:45.194170
steal,57.0,cpu,VM10-1-9-207,0,00:48:45.194171
steal,63.0,cpu,VM10-1-9-207,1,00:48:45.194172
steal,228.0,cpu,VM10-1-9-207,2,00:48:45.194172
steal,151.0,cpu,VM10-1-9-207,3,00:48:45.194173
idle,5758171.0,cpu,VM10-1-9-207,0,00:48:45.194188
idle,5767447.0,cpu,VM10-1-9-207,1,00:48:45.194189
idle,5742455.0,cpu,VM10-1-9-207,2,00:48:45.194190
idle,5788823.0,cpu,VM10-1-9-207,3,00:48:45.194190
user,90371.0,cpu,VM10-1-9-207,0,00:48:55.194126
user,77940.0,cpu,VM10-1-9-207,1,00:48:55.194139
user,92594.0,cpu,VM10-1-9-207,2,00:48:55.194144
user,56554.0,cpu,VM10-1-9-207,3,00:48:55.194147
system,5936.0,cpu,VM10-1-9-207,0,00:48:55.194243
system,7572.0,cpu,VM10-1-9-207,1,00:48:55.195370
system,7444.0,cpu,VM10-1-9-207,2,00:48:55.195388
system,6973.0,cpu,VM10-1-9-207,3,00:48:55.195417
wait,3371.0,cpu,VM10-1-9-207,0,00:48:55.195422
wait,4390.0,cpu,VM10-1-9-207,1,00:48:55.195428
wait,4064.0,cpu,VM10-1-9-207,2,00:48:55.195512
wait,3686.0,cpu,VM10-1-9-207,3,00:48:55.195518
nice,32.0,cpu,VM10-1-9-207,0,00:48:55.195589
nice,0.0,cpu,VM10-1-9-207,1,00:48:55.195595
nice,7516.0,cpu,VM10-1-9-207,2,00:48:55.195600
nice,0.0,cpu,VM10-1-9-207,3,00:48:55.195607
interrupt,0.0,cpu,VM10-1-9-207,0,00:48:55.195647
interrupt,0.0,cpu,VM10-1-9-207,1,00:48:55.195667
interrupt,0.0,cpu,VM10-1-9-207,2,00:48:55.195679
interrupt,0.0,cpu,VM10-1-9-207,3,00:48:55.195698
softirq,218.0,cpu,VM10-1-9-207,0,00:48:55.195710
softirq,117.0,cpu,VM10-1-9-207,1,00:48:55.195730
softirq,223.0,cpu,VM10-1-9-207,2,00:48:55.195742
softirq,205.0,cpu,VM10-1-9-207,3,00:48:55.195755
steal,57.0,cpu,VM10-1-9-207,0,00:48:55.195777
steal,63.0,cpu,VM10-1-9-207,1,00:48:55.195814
steal,228.0,cpu,VM10-1-9-207,2,00:48:55.195820
steal,151.0,cpu,VM10-1-9-207,3,00:48:55.195823
idle,5759167.0,cpu,VM10-1-9-207,0,00:48:55.195887
idle,5768445.0,cpu,VM10-1-9-207,1,00:48:55.195903
idle,5742455.0,cpu,VM10-1-9-207,2,00:48:55.195921
idle,5789820.0,cpu,VM10-1-9-207,3,00:48:55.195951
user,90890.0,cpu,VM10-1-9-207,0,00:49:05.194138
user,77940.0,cpu,VM10-1-9-207,1,00:49:05.194154
user,92594.0,cpu,VM10-1-9-207,2,00:49:05.195517
user,57034.0,cpu,VM10-1-9-207,3,00:49:05.195518
system,5937.0,cpu,VM10-1-9-207,0,00:49:05.195518
system,7572.0,cpu,VM10-1-9-207,1,00:49:05.195519
system,7445.0,cpu,VM10-1-9-207,2,00:49:05.195519
system,6974.0,cpu,VM10-1-9-207,3,00:49:05.195520
wait,3372.0,cpu,VM10-1-9-207,0,00:49:05.195521
wait,4390.0,cpu,VM10-1-9-207,1,00:49:05.195522
wait,4065.0,cpu,VM10-1-9-207,2,00:49:05.195522
wait,3686.0,cpu,VM10-1-9-207,3,00:49:05.195523
nice,32.0,cpu,VM10-1-9-207,0,00:49:05.195523
