type,host,value,type_instance,time
memory,VM10-1-9-207,145231872.0,buffered,00:49:19.600512
memory,VM10-1-9-207,3734482944.0,cached,00:49:19.600512
memory,VM10-1-9-207,3915431936.0,free,00:49:19.600512
memory,VM10-1-9-207,320782336.0,slab_recl,00:49:19.600512
memory,VM10-1-9-207,33751040.0,slab_unrecl,00:49:19.600512
memory,VM10-1-9-207,225976320.0,used,00:49:19.600512
memory,VM10-1-9-207,145276928.0,buffered,00:49:29.582566
memory,VM10-1-9-207,3734536192.0,cached,00:49:29.582566
memory,VM10-1-9-207,3909857280.0,free,00:49:29.582566
memory,VM10-1-9-207,320806912.0,slab_recl,00:49:29.582566
memory,VM10-1-9-207,34213888.0,slab_unrecl,00:49:29.582566
memory,VM10-1-9-207,230965248.0,used,00:49:29.582566
memory,VM10-1-9-207,145301504.0,buffered,00:49:39.579646
memory,VM10-1-9-207,3734544384.0,cached,00:49:39.579646
memory,VM10-1-9-207,3909861376.0,free,00:49:39.579646
memory,VM10-1-9-207,320778240.0,slab_recl,00:49:39.579646
memory,VM10-1-9-207,33939456.0,slab_unrecl,00:49:39.579646
memory,VM10-1-9-207,231231488.0,used,00:49:39.579646
memory,VM10-1-9-207,145309696.0,buffered,00:49:49.579526
memory,VM10-1-9-207,3734548480.0,cached,00:49:49.579526
memory,VM10-1-9-207,3909922816.0,free,00:49:49.579526
memory,VM10-1-9-207,320737280.0,slab_recl,00:49:49.579526
memory,VM10-1-9-207,33640448.0,slab_unrecl,00:49:49.579526
memory,VM10-1-9-207,231497728.0,used,00:49:49.579526
memory,VM10-1-9-207,145313792.0,buffered,00:49:59.579610
memory,VM10-1-9-207,3734556672.0,cached,00:49:59.579610
memory,VM10-1-9-207,3909984256.0,free,00:49:59.579610
memory,VM10-1-9-207,320737280.0,slab_recl,00:49:59.579610
memory,VM10-1-9-207,33562624.0,slab_unrecl,00:49:59.579610
memory,VM10-1-9-207,231501824.0,used,00:49:59.579610
memory,VM10-1-9-207,145317888.0,buffered,00:50:09.580148
memory,VM10-1-9-207,3734560768.0,cached,00:50:09.580148
memory,VM10-1-9-207,3909574656.0,free,00:50:09.580148
memory,VM10-1-9-207,320729088.0,slab_recl,00:50:09.580148
memory,VM10-1-9-207,33923072.0,slab_unrecl,00:50:09.580148
memory,VM10-1-9-207,231550976.0,used,00:50:09.580148
memory,VM10-1-9-207,145326080.0,buffered,00:50:19.579588
memory,VM10-1-9-207,3734564864.0,cached,00:50:19.579588
memory,VM10-1-9-207,3909476352.0,free,00:50:19.579588
memory,VM10-1-9-207,320737280.0,slab_recl,00:50:19.579588
memory,VM10-1-9-207,33787904.0,slab_unrecl,00:50:19.579588
memory,VM10-1-9-207,231763968.0,used,00:50:19.579588
memory,VM10-1-9-207,145334272.0,buffered,00:50:29.579508
memory,VM10-1-9-207,3734573056.0,cached,00:50:29.579508
memory,VM10-1-9-207,3909607424.0,free,00:50:29.579508
memory,VM10-1-9-207,320733184.0,slab_recl,00:50:29.579508
memory,VM10-1-9-207,33583104.0,slab_unrecl,00:50:29.579508
memory,VM10-1-9-207,231825408.0,used,00:50:29.579508
memory,VM10-1-9-207,145346560.0,buffered,00:50:39.579626
memory,VM10-1-9-207,3734581248.0,cached,00:50:39.579626
memory,VM10-1-9-207,3909382144.0,free,00:50:39.579626
memory,VM10-1-9-207,320737280.0,slab_recl,00:50:39.579626
memory,VM10-1-9-207,33550336.0,slab_unrecl,00:50:39.579626
memory,VM10-1-9-207,232058880.0,used,00:50:39.579626
memory,VM10-1-9-207,145358848.0,buffered,00:50:49.579582
memory,VM10-1-9-207,3734589440.0,cached,00:50:49.579582
memory,VM10-1-9-207,3913568256.0,free,00:50:49.579582
memory,VM10-1-9-207,320737280.0,slab_recl,00:50:49.579582
memory,VM10-1-9-207,33923072.0,slab_unrecl,00:50:49.579582
memory,VM10-1-9-207,227479552.0,used,00:50:49.579582
