type,host,value,type_instance,time
memory,VM10-1-9-207,145371136.0,buffered,00:50:55.137613
memory,VM10-1-9-207,3734536192.0,cached,00:50:55.137613
memory,VM10-1-9-207,3912986624.0,free,00:50:55.137613
memory,VM10-1-9-207,320806912.0,slab_recl,00:50:55.137613
memory,VM10-1-9-207,34177024.0,slab_unrecl,00:50:55.137613
memory,VM10-1-9-207,227778560.0,used,00:50:55.137613
memory,VM10-1-9-207,145428480.0,buffered,00:51:05.127150
memory,VM10-1-9-207,3734585344.0,cached,00:51:05.127150
memory,VM10-1-9-207,3908915200.0,free,00:51:05.127150
memory,VM10-1-9-207,320811008.0,slab_recl,00:51:05.127150
memory,VM10-1-9-207,34004992.0,slab_unrecl,00:51:05.127150
memory,VM10-1-9-207,231911424.0,used,00:51:05.127150
memory,VM10-1-9-207,145448960.0,buffered,00:51:15.126232
memory,VM10-1-9-207,3734593536.0,cached,00:51:15.126232
memory,VM10-1-9-207,3908968448.0,free,00:51:15.126232
memory,VM10-1-9-207,320782336.0,slab_recl,00:51:15.126232
memory,VM10-1-9-207,33660928.0,slab_unrecl,00:51:15.126232
memory,VM10-1-9-207,232202240.0,used,00:51:15.126232
memory,VM10-1-9-207,145465344.0,buffered,00:51:25.126217
memory,VM10-1-9-207,3734597632.0,cached,00:51:25.126217
memory,VM10-1-9-207,3908685824.0,free,00:51:25.126217
memory,VM10-1-9-207,320778240.0,slab_recl,00:51:25.126217
memory,VM10-1-9-207,33996800.0,slab_unrecl,00:51:25.126217
memory,VM10-1-9-207,232132608.0,used,00:51:25.126217
memory,VM10-1-9-207,145477632.0,buffered,00:51:35.127406
memory,VM10-1-9-207,3734605824.0,cached,00:51:35.127406
memory,VM10-1-9-207,3908587520.0,free,00:51:35.127406
memory,VM10-1-9-207,320778240.0,slab_recl,00:51:35.127406
memory,VM10-1-9-207,33853440.0,slab_unrecl,00:51:35.127406
memory,VM10-1-9-207,232353792.0,used,00:51:35.127406
memory,VM10-1-9-207,145485824.0,buffered,00:51:45.126500
memory,VM10-1-9-207,3734614016.0,cached,00:51:45.126500
memory,VM10-1-9-207,3908939776.0,free,00:51:45.126500
memory,VM10-1-9-207,320774144.0,slab_recl,00:51:45.126500
memory,VM10-1-9-207,33669120.0,slab_unrecl,00:51:45.126500
memory,VM10-1-9-207,232173568.0,used,00:51:45.126500
memory,VM10-1-9-207,145489920.0,buffered,00:51:55.126690
memory,VM10-1-9-207,3734618112.0,cached,00:51:55.126690
memory,VM10-1-9-207,3909066752.0,free,00:51:55.126690
memory,VM10-1-9-207,320778240.0,slab_recl,00:51:55.126690
memory,VM10-1-9-207,33533952.0,slab_unrecl,00:51:55.126690
memory,VM10-1-9-207,232169472.0,used,00:51:55.126690
memory,VM10-1-9-207,145502208.0,buffered,00:52:05.126444
memory,VM10-1-9-207,3734626304.0,cached,00:52:05.126444
memory,VM10-1-9-207,3908206592.0,free,00:52:05.126444
memory,VM10-1-9-207,320778240.0,slab_recl,00:52:05.126444
memory,VM10-1-9-207,33935360.0,slab_unrecl,00:52:05.126444
memory,VM10-1-9-207,232607744.0,used,00:52:05.126444
memory,VM10-1-9-207,145514496.0,buffered,00:52:15.126261
memory,VM10-1-9-207,3734634496.0,cached,00:52:15.126261
memory,VM10-1-9-207,3908558848.0,free,00:52:15.126261
memory,VM10-1-9-207,320778240.0,slab_recl,00:52:15.126261
memory,VM10-1-9-207,33796096.0,slab_unrecl,00:52:15.126261
memory,VM10-1-9-207,232374272.0,used,00:52:15.126261
memory,VM10-1-9-207,145522688.0,buffered,00:52:25.126223
memory,VM10-1-9-207,3734642688.0,cached,00:52:25.126223
memory,VM10-1-9-207,3908620288.0,free,00:52:25.126223
memory,VM10-1-9-207,320761856.0,slab_recl,00:52:25.126223
memory,VM10-1-9-207,33665024.0,slab_unrecl,00:52:25.126223
memory,VM10-1-9-207,232443904.0,used,00:52:25.126223
memory,VM10-1-9-207,145526784.0,buffered,00:52:35.127114
memory,VM10-1-9-207,3734642688.0,cached,00:52:35.127114
memory,VM10-1-9-207,3908812800.0,free,00:52:35.127114
