type_instance,type,time,instance,host,value
steal,cpu,03:34:17.902966,1,VM10-1-9-207,108.0
user,cpu,03:34:36.298841,0,VM10-1-9-207,256450.0
user,cpu,03:34:36.298857,1,VM10-1-9-207,287430.0
user,cpu,03:34:36.298869,2,VM10-1-9-207,289981.0
user,cpu,03:34:36.298872,3,VM10-1-9-207,381334.0
system,cpu,03:34:36.298881,0,VM10-1-9-207,7410.0
system,cpu,03:34:36.298885,1,VM10-1-9-207,9231.0
system,cpu,03:34:36.298886,2,VM10-1-9-207,9323.0
system,cpu,03:34:36.298887,3,VM10-1-9-207,8360.0
wait,cpu,03:34:36.298887,0,VM10-1-9-207,3948.0
wait,cpu,03:34:36.298888,1,VM10-1-9-207,4628.0
wait,cpu,03:34:36.298912,2,VM10-1-9-207,4638.0
wait,cpu,03:34:36.298913,3,VM10-1-9-207,3921.0
nice,cpu,03:34:36.298914,0,VM10-1-9-207,32.0
nice,cpu,03:34:36.298914,1,VM10-1-9-207,0.0
nice,cpu,03:34:36.298915,2,VM10-1-9-207,7516.0
nice,cpu,03:34:36.298924,3,VM10-1-9-207,0.0
interrupt,cpu,03:34:36.298926,0,VM10-1-9-207,0.0
interrupt,cpu,03:34:36.298926,1,VM10-1-9-207,0.0
interrupt,cpu,03:34:36.298927,2,VM10-1-9-207,0.0
interrupt,cpu,03:34:36.298927,3,VM10-1-9-207,0.0
softirq,cpu,03:34:36.298932,0,VM10-1-9-207,316.0
softirq,cpu,03:34:36.298934,1,VM10-1-9-207,174.0
softirq,cpu,03:34:36.298934,2,VM10-1-9-207,274.0
softirq,cpu,03:34:36.298934,3,VM10-1-9-207,301.0
steal,cpu,03:34:36.298935,0,VM10-1-9-207,96.0
steal,cpu,03:34:36.298936,1,VM10-1-9-207,108.0
steal,cpu,03:34:36.298944,2,VM10-1-9-207,285.0
steal,cpu,03:34:36.298944,3,VM10-1-9-207,250.0
idle,cpu,03:34:36.298945,0,VM10-1-9-207,6584333.0
idle,cpu,03:34:36.298945,1,VM10-1-9-207,6550503.0
idle,cpu,03:34:36.298946,2,VM10-1-9-207,6535405.0
idle,cpu,03:34:36.298951,3,VM10-1-9-207,6456604.0
user,cpu,03:34:46.298921,0,VM10-1-9-207,257450.0
user,cpu,03:34:46.298932,1,VM10-1-9-207,287430.0
user,cpu,03:34:46.298960,2,VM10-1-9-207,289982.0
user,cpu,03:34:46.298967,3,VM10-1-9-207,381335.0
system,cpu,03:34:46.298980,0,VM10-1-9-207,7410.0
system,cpu,03:34:46.298990,1,VM10-1-9-207,9233.0
system,cpu,03:34:46.298991,2,VM10-1-9-207,9325.0
system,cpu,03:34:46.298992,3,VM10-1-9-207,8361.0
wait,cpu,03:34:46.298999,0,VM10-1-9-207,3948.0
wait,cpu,03:34:46.299000,1,VM10-1-9-207,4628.0
wait,cpu,03:34:46.299001,2,VM10-1-9-207,4641.0
wait,cpu,03:34:46.299002,3,VM10-1-9-207,3921.0
nice,cpu,03:34:46.299003,0,VM10-1-9-207,32.0
nice,cpu,03:34:46.299004,1,VM10-1-9-207,0.0
nice,cpu,03:34:46.299011,2,VM10-1-9-207,7516.0
nice,cpu,03:34:46.299011,3,VM10-1-9-207,0.0
interrupt,cpu,03:34:46.299013,0,VM10-1-9-207,0.0
interrupt,cpu,03:34:46.299014,1,VM10-1-9-207,0.0
interrupt,cpu,03:34:46.299026,2,VM10-1-9-207,0.0
interrupt,cpu,03:34:46.299027,3,VM10-1-9-207,0.0
softirq,cpu,03:34:46.299028,0,VM10-1-9-207,316.0
softirq,cpu,03:34:46.299029,1,VM10-1-9-207,174.0
softirq,cpu,03:34:46.299030,2,VM10-1-9-207,274.0
softirq,cpu,03:34:46.299037,3,VM10-1-9-207,301.0
steal,cpu,03:34:46.299039,0,VM10-1-9-207,96.0
steal,cpu,03:34:46.299039,1,VM10-1-9-207,108.0
steal,cpu,03:34:46.299040,2,VM10-1-9-207,285.0
steal,cpu,03:34:46.299041,3,VM10-1-9-207,250.0
idle,cpu,03:34:46.299041,0,VM10-1-9-207,6584333.0
idle,cpu,03:34:46.299048,1,VM10-1-9-207,6551501.0
idle,cpu,03:34:46.299055,2,VM10-1-9-207,6536399.0
idle,cpu,03:34:46.299056,3,VM10-1-9-207,6457601.0
user,cpu,03:34:56.298856,0,VM10-1-9-207,258450.0
user,cpu,03:34:56.298954,1,VM10-1-9-207,287432.0
user,cpu,03:34:56.298958,2,VM10-1-9-207,289984.0
user,cpu,03:34:56.298962,3,VM10-1-9-207,381338.0
system,cpu,03:34:56.298965,0,VM10-1-9-207,7410.0
system,cpu,03:34:56.298969,1,VM10-1-9-207,9234.0
system,cpu,03:34:56.299024,2,VM10-1-9-207,9327.0
system,cpu,03:34:56.299048,3,VM10-1-9-207,8361.0
wait,cpu,03:34:56.299063,0,VM10-1-9-207,3948.0
wait,cpu,03:34:56.299099,1,VM10-1-9-207,4628.0
wait,cpu,03:34:56.300863,2,VM10-1-9-207,4641.0
wait,cpu,03:34:56.300914,3,VM10-1-9-207,3921.0
nice,cpu,03:34:56.300923,0,VM10-1-9-207,32.0
nice,cpu,03:34:56.300937,1,VM10-1-9-207,0.0
nice,cpu,03:34:56.300944,2,VM10-1-9-207,7516.0
nice,cpu,03:34:56.300951,3,VM10-1-9-207,0.0
interrupt,cpu,03:34:56.300967,0,VM10-1-9-207,0.0
interrupt,cpu,03:34:56.300969,1,VM10-1-9-207,0.0
interrupt,cpu,03:34:56.300970,2,VM10-1-9-207,0.0
interrupt,cpu,03:34:56.300971,3,VM10-1-9-207,0.0
softirq,cpu,03:34:56.300972,0,VM10-1-9-207,316.0
softirq,cpu,03:34:56.300973,1,VM10-1-9-207,174.0
softirq,cpu,03:34:56.300974,2,VM10-1-9-207,275.0
softirq,cpu,03:34:56.300975,3,VM10-1-9-207,301.0
steal,cpu,03:34:56.300977,0,VM10-1-9-207,96.0
steal,cpu,03:34:56.300978,1,VM10-1-9-207,108.0
steal,cpu,03:34:56.300979,2,VM10-1-9-207,285.0
steal,cpu,03:34:56.300981,3,VM10-1-9-207,250.0
idle,cpu,03:34:56.300982,0,VM10-1-9-207,6584333.0
idle,cpu,03:34:56.300983,1,VM10-1-9-207,6552498.0
idle,cpu,03:34:56.300984,2,VM10-1-9-207,6537396.0
idle,cpu,03:34:56.300985,3,VM10-1-9-207,6458598.0
user,cpu,03:35:06.298912,0,VM10-1-9-207,259450.0
user,cpu,03:35:06.298940,1,VM10-1-9-207,287432.0
user,cpu,03:35:06.298947,2,VM10-1-9-207,289986.0
user,cpu,03:35:06.298952,3,VM10-1-9-207,381339.0
system,cpu,03:35:06.298959,0,VM10-1-9-207,7410.0
system,cpu,03:35:06.299435,1,VM10-1-9-207,9235.0
system,cpu,03:35:06.299483,2,VM10-1-9-207,9329.0
system,cpu,03:35:06.299495,3,VM10-1-9-207,8361.0
wait,cpu,03:35:06.299515,0,VM10-1-9-207,3948.0
wait,cpu,03:35:06.299573,1,VM10-1-9-207,4628.0
wait,cpu,03:35:06.301208,2,VM10-1-9-207,4642.0
wait,cpu,03:35:06.301210,3,VM10-1-9-207,3921.0
nice,cpu,03:35:06.301211,0,VM10-1-9-207,32.0
nice,cpu,03:35:06.301212,1,VM10-1-9-207,0.0
nice,cpu,03:35:06.301213,2,VM10-1-9-207,7516.0
nice,cpu,03:35:06.301214,3,VM10-1-9-207,0.0
interrupt,cpu,03:35:06.301215,0,VM10-1-9-207,0.0
interrupt,cpu,03:35:06.301217,1,VM10-1-9-207,0.0
interrupt,cpu,03:35:06.301218,2,VM10-1-9-207,0.0
interrupt,cpu,03:35:06.301219,3,VM10-1-9-207,0.0
softirq,cpu,03:35:06.301220,0,VM10-1-9-207,316.0
softirq,cpu,03:35:06.301221,1,VM10-1-9-207,174.0
softirq,cpu,03:35:06.301222,2,VM10-1-9-207,275.0
softirq,cpu,03:35:06.301223,3,VM10-1-9-207,302.0
steal,cpu,03:35:06.301224,0,VM10-1-9-207,96.0
steal,cpu,03:35:06.301225,1,VM10-1-9-207,108.0
steal,cpu,03:35:06.301226,2,VM10-1-9-207,285.0
steal,cpu,03:35:06.301227,3,VM10-1-9-207,250.0
