type_instance,type,value,host,time
cached,memory,3799445504.0,VM10-1-9-207,03:27:13.632551
slab_recl,memory,330874880.0,VM10-1-9-207,03:27:13.632551
slab_unrecl,memory,39903232.0,VM10-1-9-207,03:27:13.632551
buffered,memory,162795520.0,VM10-1-9-207,03:27:23.063294
cached,memory,3799334912.0,VM10-1-9-207,03:27:23.063294
free,memory,3819700224.0,VM10-1-9-207,03:27:23.063294
slab_recl,memory,330805248.0,VM10-1-9-207,03:27:23.063294
slab_unrecl,memory,40169472.0,VM10-1-9-207,03:27:23.063294
used,memory,222851072.0,VM10-1-9-207,03:27:23.063294
buffered,memory,162975744.0,VM10-1-9-207,03:27:33.048084
cached,memory,3799838720.0,VM10-1-9-207,03:27:33.048084
free,memory,3785129984.0,VM10-1-9-207,03:27:33.048084
slab_recl,memory,331235328.0,VM10-1-9-207,03:27:33.048084
slab_unrecl,memory,41144320.0,VM10-1-9-207,03:27:33.048084
used,memory,255332352.0,VM10-1-9-207,03:27:33.048084
buffered,memory,163004416.0,VM10-1-9-207,03:27:43.048033
cached,memory,3801497600.0,VM10-1-9-207,03:27:43.048033
free,memory,3782955008.0,VM10-1-9-207,03:27:43.048033
slab_recl,memory,331194368.0,VM10-1-9-207,03:27:43.048033
slab_unrecl,memory,40374272.0,VM10-1-9-207,03:27:43.048033
used,memory,256630784.0,VM10-1-9-207,03:27:43.048033
buffered,memory,163008512.0,VM10-1-9-207,03:27:53.048531
cached,memory,3801501696.0,VM10-1-9-207,03:27:53.048531
free,memory,3783151616.0,VM10-1-9-207,03:27:53.048531
slab_recl,memory,331169792.0,VM10-1-9-207,03:27:53.048531
slab_unrecl,memory,39981056.0,VM10-1-9-207,03:27:53.048531
used,memory,256843776.0,VM10-1-9-207,03:27:53.048531
buffered,memory,163016704.0,VM10-1-9-207,03:28:03.048059
cached,memory,3801509888.0,VM10-1-9-207,03:28:03.048059
free,memory,3782709248.0,VM10-1-9-207,03:28:03.048059
slab_recl,memory,331169792.0,VM10-1-9-207,03:28:03.048059
slab_unrecl,memory,40235008.0,VM10-1-9-207,03:28:03.048059
used,memory,257015808.0,VM10-1-9-207,03:28:03.048059
buffered,memory,163016704.0,VM10-1-9-207,03:28:13.048059
cached,memory,3801518080.0,VM10-1-9-207,03:28:13.048059
free,memory,3782643712.0,VM10-1-9-207,03:28:13.048059
slab_recl,memory,331165696.0,VM10-1-9-207,03:28:13.048059
slab_unrecl,memory,40226816.0,VM10-1-9-207,03:28:13.048059
used,memory,257085440.0,VM10-1-9-207,03:28:13.048059
buffered,memory,163020800.0,VM10-1-9-207,03:28:23.048118
cached,memory,3801530368.0,VM10-1-9-207,03:28:23.048118
