type_instance,type,time,instance,host,value
user,cpu,03:26:33.630952,0,VM10-1-9-207,254822.0
user,cpu,03:26:33.630959,1,VM10-1-9-207,285640.0
user,cpu,03:26:33.630967,2,VM10-1-9-207,283558.0
user,cpu,03:26:33.630971,3,VM10-1-9-207,346624.0
system,cpu,03:26:33.631026,0,VM10-1-9-207,7322.0
system,cpu,03:26:33.631043,1,VM10-1-9-207,9151.0
system,cpu,03:26:33.631044,2,VM10-1-9-207,9239.0
system,cpu,03:26:33.631044,3,VM10-1-9-207,8296.0
wait,cpu,03:26:33.631045,0,VM10-1-9-207,3908.0
wait,cpu,03:26:33.631045,1,VM10-1-9-207,4620.0
wait,cpu,03:26:33.631049,2,VM10-1-9-207,4612.0
wait,cpu,03:26:33.631050,3,VM10-1-9-207,3918.0
nice,cpu,03:26:33.631051,0,VM10-1-9-207,32.0
nice,cpu,03:26:33.631051,1,VM10-1-9-207,0.0
nice,cpu,03:26:33.631051,2,VM10-1-9-207,7516.0
nice,cpu,03:26:33.631061,3,VM10-1-9-207,0.0
interrupt,cpu,03:26:33.631062,0,VM10-1-9-207,0.0
interrupt,cpu,03:26:33.631062,1,VM10-1-9-207,0.0
interrupt,cpu,03:26:33.631063,2,VM10-1-9-207,0.0
interrupt,cpu,03:26:33.631063,3,VM10-1-9-207,0.0
softirq,cpu,03:26:33.631063,0,VM10-1-9-207,314.0
softirq,cpu,03:26:33.631068,1,VM10-1-9-207,161.0
softirq,cpu,03:26:33.631068,2,VM10-1-9-207,268.0
softirq,cpu,03:26:33.631069,3,VM10-1-9-207,297.0
steal,cpu,03:26:33.631069,0,VM10-1-9-207,95.0
steal,cpu,03:26:33.631070,1,VM10-1-9-207,107.0
steal,cpu,03:26:33.631073,2,VM10-1-9-207,283.0
steal,cpu,03:26:33.631074,3,VM10-1-9-207,242.0
idle,cpu,03:26:33.631075,0,VM10-1-9-207,6537888.0
idle,cpu,03:26:33.631075,1,VM10-1-9-207,6504155.0
idle,cpu,03:26:33.631075,2,VM10-1-9-207,6493740.0
idle,cpu,03:26:33.631079,3,VM10-1-9-207,6443146.0
user,cpu,03:26:43.631081,0,VM10-1-9-207,254824.0
user,cpu,03:26:43.631092,1,VM10-1-9-207,285640.0
user,cpu,03:26:43.631101,2,VM10-1-9-207,284029.0
user,cpu,03:26:43.631124,3,VM10-1-9-207,347152.0
system,cpu,03:26:43.631141,0,VM10-1-9-207,7324.0
system,cpu,03:26:43.631150,1,VM10-1-9-207,9152.0
system,cpu,03:26:43.631151,2,VM10-1-9-207,9240.0
system,cpu,03:26:43.631152,3,VM10-1-9-207,8297.0
wait,cpu,03:26:43.631153,0,VM10-1-9-207,3910.0
wait,cpu,03:26:43.631154,1,VM10-1-9-207,4622.0
wait,cpu,03:26:43.631166,2,VM10-1-9-207,4612.0
wait,cpu,03:26:43.631166,3,VM10-1-9-207,3918.0
nice,cpu,03:26:43.631167,0,VM10-1-9-207,32.0
nice,cpu,03:26:43.631168,1,VM10-1-9-207,0.0
nice,cpu,03:26:43.631169,2,VM10-1-9-207,7516.0
nice,cpu,03:26:43.631170,3,VM10-1-9-207,0.0
interrupt,cpu,03:26:43.631174,0,VM10-1-9-207,0.0
interrupt,cpu,03:26:43.631175,1,VM10-1-9-207,0.0
interrupt,cpu,03:26:43.631176,2,VM10-1-9-207,0.0
interrupt,cpu,03:26:43.631177,3,VM10-1-9-207,0.0
softirq,cpu,03:26:43.631178,0,VM10-1-9-207,314.0
softirq,cpu,03:26:43.631179,1,VM10-1-9-207,161.0
softirq,cpu,03:26:43.631180,2,VM10-1-9-207,268.0
softirq,cpu,03:26:43.631180,3,VM10-1-9-207,298.0
steal,cpu,03:26:43.631181,0,VM10-1-9-207,95.0
steal,cpu,03:26:43.631182,1,VM10-1-9-207,107.0
steal,cpu,03:26:43.631183,2,VM10-1-9-207,283.0
steal,cpu,03:26:43.631183,3,VM10-1-9-207,242.0
idle,cpu,03:26:43.631184,0,VM10-1-9-207,6538882.0
idle,cpu,03:26:43.631185,1,VM10-1-9-207,6505151.0
idle,cpu,03:26:43.631185,2,VM10-1-9-207,6494267.0
idle,cpu,03:26:43.631186,3,VM10-1-9-207,6443616.0
user,cpu,03:26:53.630954,0,VM10-1-9-207,254826.0
user,cpu,03:26:53.630961,1,VM10-1-9-207,285640.0
user,cpu,03:26:53.630985,2,VM10-1-9-207,285028.0
user,cpu,03:26:53.630991,3,VM10-1-9-207,347153.0
system,cpu,03:26:53.631006,0,VM10-1-9-207,7326.0
system,cpu,03:26:53.631012,1,VM10-1-9-207,9153.0
system,cpu,03:26:53.631013,2,VM10-1-9-207,9241.0
