type_instance,type,value,host,time
buffered,memory,163520512.0,VM10-1-9-207,03:34:17.903886
cached,memory,3803811840.0,VM10-1-9-207,03:34:17.903886
free,memory,3779600384.0,VM10-1-9-207,03:34:17.903886
slab_recl,memory,331436032.0,VM10-1-9-207,03:34:17.903886
slab_unrecl,memory,39960576.0,VM10-1-9-207,03:34:17.903886
used,memory,257327104.0,VM10-1-9-207,03:34:17.903886
buffered,memory,163540992.0,VM10-1-9-207,03:34:26.312614
cached,memory,3803635712.0,VM10-1-9-207,03:34:26.312614
free,memory,3813126144.0,VM10-1-9-207,03:34:26.312614
slab_recl,memory,331436032.0,VM10-1-9-207,03:34:26.312614
slab_unrecl,memory,40431616.0,VM10-1-9-207,03:34:26.312614
used,memory,223485952.0,VM10-1-9-207,03:34:26.312614
buffered,memory,163700736.0,VM10-1-9-207,03:34:36.300117
cached,memory,3804127232.0,VM10-1-9-207,03:34:36.300117
free,memory,3778760704.0,VM10-1-9-207,03:34:36.300117
slab_recl,memory,331829248.0,VM10-1-9-207,03:34:36.300117
slab_unrecl,memory,41549824.0,VM10-1-9-207,03:34:36.300117
used,memory,255688704.0,VM10-1-9-207,03:34:36.300117
buffered,memory,163725312.0,VM10-1-9-207,03:34:46.300016
cached,memory,3805786112.0,VM10-1-9-207,03:34:46.300016
free,memory,3777118208.0,VM10-1-9-207,03:34:46.300016
slab_recl,memory,331849728.0,VM10-1-9-207,03:34:46.300016
slab_unrecl,memory,40718336.0,VM10-1-9-207,03:34:46.300016
used,memory,256458752.0,VM10-1-9-207,03:34:46.300016
buffered,memory,163729408.0,VM10-1-9-207,03:34:56.300167
cached,memory,3805794304.0,VM10-1-9-207,03:34:56.300167
free,memory,3777490944.0,VM10-1-9-207,03:34:56.300167
slab_recl,memory,331792384.0,VM10-1-9-207,03:34:56.300167
slab_unrecl,memory,40271872.0,VM10-1-9-207,03:34:56.300167
used,memory,256577536.0,VM10-1-9-207,03:34:56.300167
buffered,memory,163729408.0,VM10-1-9-207,03:35:06.300503
cached,memory,3805798400.0,VM10-1-9-207,03:35:06.300503
free,memory,3777597440.0,VM10-1-9-207,03:35:06.300503
slab_recl,memory,331784192.0,VM10-1-9-207,03:35:06.300503
slab_unrecl,memory,40042496.0,VM10-1-9-207,03:35:06.300503
used,memory,256704512.0,VM10-1-9-207,03:35:06.300503
buffered,memory,163741696.0,VM10-1-9-207,03:35:16.300272
cached,memory,3805806592.0,VM10-1-9-207,03:35:16.300272
free,memory,3777245184.0,VM10-1-9-207,03:35:16.300272
slab_recl,memory,331784192.0,VM10-1-9-207,03:35:16.300272
slab_unrecl,memory,40382464.0,VM10-1-9-207,03:35:16.300272
used,memory,256696320.0,VM10-1-9-207,03:35:16.300272
buffered,memory,163745792.0,VM10-1-9-207,03:35:26.300222
cached,memory,3805822976.0,VM10-1-9-207,03:35:26.300222
free,memory,3777249280.0,VM10-1-9-207,03:35:26.300222
