type_instance,type,time,instance,host,value
user,cpu,03:27:33.047139,0,VM10-1-9-207,254844.0
user,cpu,03:27:33.047158,1,VM10-1-9-207,285992.0
user,cpu,03:27:33.047177,2,VM10-1-9-207,287340.0
user,cpu,03:27:33.047183,3,VM10-1-9-207,347162.0
system,cpu,03:27:33.047188,0,VM10-1-9-207,7346.0
system,cpu,03:27:33.047192,1,VM10-1-9-207,9170.0
system,cpu,03:27:33.047193,2,VM10-1-9-207,9256.0
system,cpu,03:27:33.047198,3,VM10-1-9-207,8311.0
wait,cpu,03:27:33.047199,0,VM10-1-9-207,3918.0
wait,cpu,03:27:33.047200,1,VM10-1-9-207,4624.0
wait,cpu,03:27:33.047201,2,VM10-1-9-207,4612.0
wait,cpu,03:27:33.047202,3,VM10-1-9-207,3919.0
nice,cpu,03:27:33.047202,0,VM10-1-9-207,32.0
nice,cpu,03:27:33.047208,1,VM10-1-9-207,0.0
nice,cpu,03:27:33.047210,2,VM10-1-9-207,7516.0
nice,cpu,03:27:33.047210,3,VM10-1-9-207,0.0
interrupt,cpu,03:27:33.047227,0,VM10-1-9-207,0.0
interrupt,cpu,03:27:33.047228,1,VM10-1-9-207,0.0
interrupt,cpu,03:27:33.047234,2,VM10-1-9-207,0.0
interrupt,cpu,03:27:33.047235,3,VM10-1-9-207,0.0
softirq,cpu,03:27:33.047236,0,VM10-1-9-207,316.0
softirq,cpu,03:27:33.047237,1,VM10-1-9-207,164.0
softirq,cpu,03:27:33.047238,2,VM10-1-9-207,268.0
softirq,cpu,03:27:33.047244,3,VM10-1-9-207,298.0
steal,cpu,03:27:33.047246,0,VM10-1-9-207,95.0
steal,cpu,03:27:33.047246,1,VM10-1-9-207,107.0
steal,cpu,03:27:33.047247,2,VM10-1-9-207,283.0
steal,cpu,03:27:33.047248,3,VM10-1-9-207,243.0
idle,cpu,03:27:33.047249,0,VM10-1-9-207,6543777.0
idle,cpu,03:27:33.047255,1,VM10-1-9-207,6509714.0
idle,cpu,03:27:33.047256,2,VM10-1-9-207,6495878.0
idle,cpu,03:27:33.047257,3,VM10-1-9-207,6448527.0
user,cpu,03:27:43.047012,0,VM10-1-9-207,254846.0
user,cpu,03:27:43.049254,1,VM10-1-9-207,286598.0
user,cpu,03:27:43.049349,2,VM10-1-9-207,287344.0
user,cpu,03:27:43.049414,3,VM10-1-9-207,347553.0
system,cpu,03:27:43.049453,0,VM10-1-9-207,7346.0
system,cpu,03:27:43.049508,1,VM10-1-9-207,9172.0
system,cpu,03:27:43.049544,2,VM10-1-9-207,9257.0
system,cpu,03:27:43.049592,3,VM10-1-9-207,8312.0
wait,cpu,03:27:43.049628,0,VM10-1-9-207,3921.0
wait,cpu,03:27:43.049679,1,VM10-1-9-207,4624.0
wait,cpu,03:27:43.049714,2,VM10-1-9-207,4612.0
wait,cpu,03:27:43.049750,3,VM10-1-9-207,3919.0
nice,cpu,03:27:43.049782,0,VM10-1-9-207,32.0
nice,cpu,03:27:43.049833,1,VM10-1-9-207,0.0
nice,cpu,03:27:43.049867,2,VM10-1-9-207,7516.0
nice,cpu,03:27:43.049933,3,VM10-1-9-207,0.0
interrupt,cpu,03:27:43.049993,0,VM10-1-9-207,0.0
interrupt,cpu,03:27:43.050098,1,VM10-1-9-207,0.0
interrupt,cpu,03:27:43.050274,2,VM10-1-9-207,0.0
interrupt,cpu,03:27:43.050307,3,VM10-1-9-207,0.0
softirq,cpu,03:27:43.050448,0,VM10-1-9-207,316.0
softirq,cpu,03:27:43.050538,1,VM10-1-9-207,164.0
softirq,cpu,03:27:43.050598,2,VM10-1-9-207,268.0
softirq,cpu,03:27:43.050657,3,VM10-1-9-207,298.0
steal,cpu,03:27:43.050837,0,VM10-1-9-207,95.0
steal,cpu,03:27:43.050912,1,VM10-1-9-207,107.0
steal,cpu,03:27:43.050977,2,VM10-1-9-207,283.0
steal,cpu,03:27:43.051039,3,VM10-1-9-207,243.0
idle,cpu,03:27:43.051192,0,VM10-1-9-207,6544770.0
idle,cpu,03:27:43.051263,1,VM10-1-9-207,6510106.0
idle,cpu,03:27:43.051403,2,VM10-1-9-207,6496872.0
idle,cpu,03:27:43.051505,3,VM10-1-9-207,6449133.0
user,cpu,03:27:53.047127,0,VM10-1-9-207,254847.0
user,cpu,03:27:53.047234,1,VM10-1-9-207,286599.0
user,cpu,03:27:53.047297,2,VM10-1-9-207,287344.0
user,cpu,03:27:53.047341,3,VM10-1-9-207,348551.0
system,cpu,03:27:53.047387,0,VM10-1-9-207,7346.0
system,cpu,03:27:53.047433,1,VM10-1-9-207,9173.0
system,cpu,03:27:53.049889,2,VM10-1-9-207,9258.0
system,cpu,03:27:53.049949,3,VM10-1-9-207,8314.0
wait,cpu,03:27:53.049990,0,VM10-1-9-207,3922.0
wait,cpu,03:27:53.050044,1,VM10-1-9-207,4624.0
wait,cpu,03:27:53.050084,2,VM10-1-9-207,4612.0
wait,cpu,03:27:53.050124,3,VM10-1-9-207,3919.0
nice,cpu,03:27:53.050163,0,VM10-1-9-207,32.0
nice,cpu,03:27:53.050220,1,VM10-1-9-207,0.0
nice,cpu,03:27:53.050258,2,VM10-1-9-207,7516.0
nice,cpu,03:27:53.050297,3,VM10-1-9-207,0.0
interrupt,cpu,03:27:53.050352,0,VM10-1-9-207,0.0
interrupt,cpu,03:27:53.050393,1,VM10-1-9-207,0.0
interrupt,cpu,03:27:53.050460,2,VM10-1-9-207,0.0
interrupt,cpu,03:27:53.050514,3,VM10-1-9-207,0.0
softirq,cpu,03:27:53.050554,0,VM10-1-9-207,316.0
softirq,cpu,03:27:53.050594,1,VM10-1-9-207,164.0
softirq,cpu,03:27:53.050634,2,VM10-1-9-207,268.0
softirq,cpu,03:27:53.050686,3,VM10-1-9-207,298.0
steal,cpu,03:27:53.050725,0,VM10-1-9-207,95.0
steal,cpu,03:27:53.050765,1,VM10-1-9-207,107.0
steal,cpu,03:27:53.050817,2,VM10-1-9-207,283.0
steal,cpu,03:27:53.050857,3,VM10-1-9-207,243.0
idle,cpu,03:27:53.050897,0,VM10-1-9-207,6545768.0
idle,cpu,03:27:53.050950,1,VM10-1-9-207,6511104.0
idle,cpu,03:27:53.051002,2,VM10-1-9-207,6497869.0
idle,cpu,03:27:53.051043,3,VM10-1-9-207,6449134.0
user,cpu,03:28:03.047192,0,VM10-1-9-207,254848.0
user,cpu,03:28:03.051054,1,VM10-1-9-207,286600.0
user,cpu,03:28:03.051107,2,VM10-1-9-207,287344.0
user,cpu,03:28:03.051137,3,VM10-1-9-207,349550.0
system,cpu,03:28:03.051181,0,VM10-1-9-207,7347.0
system,cpu,03:28:03.051212,1,VM10-1-9-207,9175.0
system,cpu,03:28:03.051256,2,VM10-1-9-207,9260.0
system,cpu,03:28:03.051317,3,VM10-1-9-207,8314.0
wait,cpu,03:28:03.051361,0,VM10-1-9-207,3922.0
wait,cpu,03:28:03.051391,1,VM10-1-9-207,4624.0
wait,cpu,03:28:03.051430,2,VM10-1-9-207,4612.0
wait,cpu,03:28:03.051459,3,VM10-1-9-207,3919.0
nice,cpu,03:28:03.051488,0,VM10-1-9-207,32.0
nice,cpu,03:28:03.051527,1,VM10-1-9-207,0.0
nice,cpu,03:28:03.051555,2,VM10-1-9-207,7516.0
nice,cpu,03:28:03.051583,3,VM10-1-9-207,0.0
interrupt,cpu,03:28:03.051621,0,VM10-1-9-207,0.0
interrupt,cpu,03:28:03.051657,1,VM10-1-9-207,0.0
interrupt,cpu,03:28:03.051696,2,VM10-1-9-207,0.0
interrupt,cpu,03:28:03.051725,3,VM10-1-9-207,0.0
softirq,cpu,03:28:03.051753,0,VM10-1-9-207,316.0
softirq,cpu,03:28:03.051791,1,VM10-1-9-207,164.0
softirq,cpu,03:28:03.051821,2,VM10-1-9-207,268.0
softirq,cpu,03:28:03.051859,3,VM10-1-9-207,298.0
steal,cpu,03:28:03.051889,0,VM10-1-9-207,95.0
steal,cpu,03:28:03.051928,1,VM10-1-9-207,107.0
steal,cpu,03:28:03.051968,2,VM10-1-9-207,283.0
steal,cpu,03:28:03.052001,3,VM10-1-9-207,243.0
idle,cpu,03:28:03.052039,0,VM10-1-9-207,6546764.0
idle,cpu,03:28:03.052068,1,VM10-1-9-207,6512100.0
idle,cpu,03:28:03.052097,2,VM10-1-9-207,6498864.0
idle,cpu,03:28:03.052135,3,VM10-1-9-207,6449134.0
user,cpu,03:28:13.047077,0,VM10-1-9-207,254849.0
user,cpu,03:28:13.047199,1,VM10-1-9-207,286602.0
user,cpu,03:28:13.047262,2,VM10-1-9-207,287346.0
user,cpu,03:28:13.052912,3,VM10-1-9-207,350549.0
system,cpu,03:28:13.053014,0,VM10-1-9-207,7347.0
system,cpu,03:28:13.053080,1,VM10-1-9-207,9176.0
system,cpu,03:28:13.053157,2,VM10-1-9-207,9261.0
system,cpu,03:28:13.053234,3,VM10-1-9-207,8315.0
wait,cpu,03:28:13.053334,0,VM10-1-9-207,3923.0
wait,cpu,03:28:13.053421,1,VM10-1-9-207,4624.0
wait,cpu,03:28:13.053486,2,VM10-1-9-207,4612.0
wait,cpu,03:28:13.053567,3,VM10-1-9-207,3919.0
nice,cpu,03:28:13.053633,0,VM10-1-9-207,32.0
nice,cpu,03:28:13.053715,1,VM10-1-9-207,0.0
nice,cpu,03:28:13.053784,2,VM10-1-9-207,7516.0
nice,cpu,03:28:13.053880,3,VM10-1-9-207,0.0
interrupt,cpu,03:28:13.053972,0,VM10-1-9-207,0.0
interrupt,cpu,03:28:13.054037,1,VM10-1-9-207,0.0
interrupt,cpu,03:28:13.054113,2,VM10-1-9-207,0.0
interrupt,cpu,03:28:13.054185,3,VM10-1-9-207,0.0
softirq,cpu,03:28:13.054274,0,VM10-1-9-207,316.0
softirq,cpu,03:28:13.054348,1,VM10-1-9-207,164.0
softirq,cpu,03:28:13.054431,2,VM10-1-9-207,268.0
softirq,cpu,03:28:13.054497,3,VM10-1-9-207,298.0
steal,cpu,03:28:13.054572,0,VM10-1-9-207,95.0
steal,cpu,03:28:13.054642,1,VM10-1-9-207,107.0
steal,cpu,03:28:13.054703,2,VM10-1-9-207,283.0
steal,cpu,03:28:13.054784,3,VM10-1-9-207,244.0
idle,cpu,03:28:13.054847,0,VM10-1-9-207,6547762.0
idle,cpu,03:28:13.054990,1,VM10-1-9-207,6513098.0
idle,cpu,03:28:13.055065,2,VM10-1-9-207,6499860.0
idle,cpu,03:28:13.055127,3,VM10-1-9-207,6449134.0
user,cpu,03:28:23.046939,0,VM10-1-9-207,254851.0
user,cpu,03:28:23.047003,1,VM10-1-9-207,286603.0
user,cpu,03:28:23.047032,2,VM10-1-9-207,287347.0
user,cpu,03:28:23.047056,3,VM10-1-9-207,351548.0
system,cpu,03:28:23.047081,0,VM10-1-9-207,7348.0
system,cpu,03:28:23.047106,1,VM10-1-9-207,9176.0
system,cpu,03:28:23.047126,2,VM10-1-9-207,9262.0
system,cpu,03:28:23.047149,3,VM10-1-9-207,8315.0
wait,cpu,03:28:23.047168,0,VM10-1-9-207,3923.0
wait,cpu,03:28:23.047196,1,VM10-1-9-207,4624.0
wait,cpu,03:28:23.047216,2,VM10-1-9-207,4612.0
wait,cpu,03:28:23.047235,3,VM10-1-9-207,3919.0
nice,cpu,03:28:23.047256,0,VM10-1-9-207,32.0
nice,cpu,03:28:23.047276,1,VM10-1-9-207,0.0
nice,cpu,03:28:23.047301,2,VM10-1-9-207,7516.0
nice,cpu,03:28:23.047320,3,VM10-1-9-207,0.0
interrupt,cpu,03:28:23.047344,0,VM10-1-9-207,0.0
interrupt,cpu,03:28:23.047415,1,VM10-1-9-207,0.0
interrupt,cpu,03:28:23.047437,2,VM10-1-9-207,0.0
interrupt,cpu,03:28:23.047464,3,VM10-1-9-207,0.0
softirq,cpu,03:28:23.047484,0,VM10-1-9-207,316.0
softirq,cpu,03:28:23.047495,1,VM10-1-9-207,164.0
softirq,cpu,03:28:23.049053,2,VM10-1-9-207,268.0
softirq,cpu,03:28:23.049074,3,VM10-1-9-207,298.0
steal,cpu,03:28:23.049095,0,VM10-1-9-207,95.0
steal,cpu,03:28:23.049129,1,VM10-1-9-207,107.0
steal,cpu,03:28:23.049151,2,VM10-1-9-207,284.0
steal,cpu,03:28:23.049171,3,VM10-1-9-207,244.0
idle,cpu,03:28:23.049192,0,VM10-1-9-207,6548758.0
