host,time,type_instance,value,type
VM10-1-9-207,01:34:55.740171,buffered,150429696.0,memory
VM10-1-9-207,01:34:55.740171,cached,3755569152.0,memory
VM10-1-9-207,01:34:55.740171,free,3912396800.0,memory
VM10-1-9-207,01:34:55.740171,slab_recl,323686400.0,memory
VM10-1-9-207,01:34:55.740171,slab_unrecl,35586048.0,memory
VM10-1-9-207,01:34:55.740171,used,197988352.0,memory
VM10-1-9-207,01:35:05.728480,buffered,150499328.0,memory
VM10-1-9-207,01:35:05.728480,cached,3755569152.0,memory
VM10-1-9-207,01:35:05.728480,free,3907526656.0,memory
VM10-1-9-207,01:35:05.728480,slab_recl,323719168.0,memory
VM10-1-9-207,01:35:05.728480,slab_unrecl,35500032.0,memory
VM10-1-9-207,01:35:05.728480,used,202842112.0,memory
VM10-1-9-207,01:35:15.728485,buffered,150519808.0,memory
VM10-1-9-207,01:35:15.728485,cached,3755577344.0,memory
VM10-1-9-207,01:35:15.728485,free,3907256320.0,memory
VM10-1-9-207,01:35:15.728485,slab_recl,323686400.0,memory
VM10-1-9-207,01:35:15.728485,slab_unrecl,35221504.0,memory
VM10-1-9-207,01:35:15.728485,used,203395072.0,memory
VM10-1-9-207,01:35:25.728418,buffered,150532096.0,memory
VM10-1-9-207,01:35:25.728418,cached,3755581440.0,memory
VM10-1-9-207,01:35:25.728418,free,3906650112.0,memory
VM10-1-9-207,01:35:25.728418,slab_recl,323694592.0,memory
VM10-1-9-207,01:35:25.728418,slab_unrecl,35635200.0,memory
VM10-1-9-207,01:35:25.728418,used,203563008.0,memory
VM10-1-9-207,01:35:35.728520,buffered,150540288.0,memory
VM10-1-9-207,01:35:35.728520,cached,3755593728.0,memory
VM10-1-9-207,01:35:35.728520,free,3906621440.0,memory
VM10-1-9-207,01:35:35.728520,slab_recl,323682304.0,memory
VM10-1-9-207,01:35:35.728520,slab_unrecl,35446784.0,memory
VM10-1-9-207,01:35:35.728520,used,203771904.0,memory
VM10-1-9-207,01:35:45.728483,buffered,150564864.0,memory
VM10-1-9-207,01:35:45.728483,cached,3755601920.0,memory
VM10-1-9-207,01:35:45.728483,free,3906428928.0,memory
VM10-1-9-207,01:35:45.728483,slab_recl,323682304.0,memory
VM10-1-9-207,01:35:45.728483,slab_unrecl,35323904.0,memory
VM10-1-9-207,01:35:45.728483,used,204054528.0,memory
VM10-1-9-207,01:35:55.728471,buffered,150568960.0,memory
VM10-1-9-207,01:35:55.728471,cached,3755606016.0,memory
VM10-1-9-207,01:35:55.728471,free,3906146304.0,memory
VM10-1-9-207,01:35:55.728471,slab_recl,323678208.0,memory
VM10-1-9-207,01:35:55.728471,slab_unrecl,35192832.0,memory
VM10-1-9-207,01:35:55.728471,used,204464128.0,memory
VM10-1-9-207,01:36:05.728478,buffered,150573056.0,memory
VM10-1-9-207,01:36:05.728478,cached,3755614208.0,memory
VM10-1-9-207,01:36:05.728478,free,3905921024.0,memory
VM10-1-9-207,01:36:05.728478,slab_recl,323682304.0,memory
VM10-1-9-207,01:36:05.728478,slab_unrecl,35651584.0,memory
VM10-1-9-207,01:36:05.728478,used,204214272.0,memory
VM10-1-9-207,01:36:15.728521,buffered,150577152.0,memory
VM10-1-9-207,01:36:15.728521,cached,3755622400.0,memory
VM10-1-9-207,01:36:15.728521,free,3905703936.0,memory
VM10-1-9-207,01:36:15.728521,slab_recl,323674112.0,memory
VM10-1-9-207,01:36:15.728521,slab_unrecl,35336192.0,memory
VM10-1-9-207,01:36:15.728521,used,204742656.0,memory
VM10-1-9-207,01:36:25.729147,buffered,150581248.0,memory
VM10-1-9-207,01:36:25.729147,cached,3755634688.0,memory
VM10-1-9-207,01:36:25.729147,free,3910361088.0,memory
VM10-1-9-207,01:36:25.729147,slab_recl,323678208.0,memory
VM10-1-9-207,01:36:25.729147,slab_unrecl,35246080.0,memory
VM10-1-9-207,01:36:25.729147,used,200155136.0,memory
