instance,time,value,host,type_instance,type
0,01:34:06.474560,143782.0,VM10-1-9-207,user,cpu
1,01:34:06.474639,141772.0,VM10-1-9-207,user,cpu
2,01:34:06.474667,127369.0,VM10-1-9-207,user,cpu
3,01:34:06.474690,148931.0,VM10-1-9-207,user,cpu
0,01:34:06.474735,6269.0,VM10-1-9-207,system,cpu
1,01:34:06.474750,8114.0,VM10-1-9-207,system,cpu
2,01:34:06.474765,7926.0,VM10-1-9-207,system,cpu
3,01:34:06.474796,7326.0,VM10-1-9-207,system,cpu
0,01:34:06.474902,3490.0,VM10-1-9-207,wait,cpu
1,01:34:06.474914,4455.0,VM10-1-9-207,wait,cpu
2,01:34:06.474974,4282.0,VM10-1-9-207,wait,cpu
3,01:34:06.475022,3709.0,VM10-1-9-207,wait,cpu
0,01:34:06.475263,32.0,VM10-1-9-207,nice,cpu
1,01:34:06.475457,0.0,VM10-1-9-207,nice,cpu
2,01:34:06.475457,7516.0,VM10-1-9-207,nice,cpu
3,01:34:06.475458,0.0,VM10-1-9-207,nice,cpu
0,01:34:06.475459,0.0,VM10-1-9-207,interrupt,cpu
1,01:34:06.475459,0.0,VM10-1-9-207,interrupt,cpu
2,01:34:06.475460,0.0,VM10-1-9-207,interrupt,cpu
3,01:34:06.475460,0.0,VM10-1-9-207,interrupt,cpu
0,01:34:06.475612,245.0,VM10-1-9-207,softirq,cpu
1,01:34:06.475613,126.0,VM10-1-9-207,softirq,cpu
2,01:34:06.475614,239.0,VM10-1-9-207,softirq,cpu
3,01:34:06.475615,236.0,VM10-1-9-207,softirq,cpu
0,01:34:06.475615,72.0,VM10-1-9-207,steal,cpu
1,01:34:06.475616,74.0,VM10-1-9-207,steal,cpu
2,01:34:06.475820,242.0,VM10-1-9-207,steal,cpu
3,01:34:06.475822,179.0,VM10-1-9-207,steal,cpu
0,01:34:06.475822,5976168.0,VM10-1-9-207,idle,cpu
1,01:34:06.475823,5975000.0,VM10-1-9-207,idle,cpu
2,01:34:06.475823,5977676.0,VM10-1-9-207,idle,cpu
3,01:34:06.475824,5967935.0,VM10-1-9-207,idle,cpu
