host,time,type_instance,value,type
VM10-1-9-207,01:34:06.479576,buffered,150286336.0,memory
VM10-1-9-207,01:34:06.479576,cached,3755503616.0,memory
VM10-1-9-207,01:34:06.479576,free,3910496256.0,memory
VM10-1-9-207,01:34:06.479576,slab_recl,323649536.0,memory
VM10-1-9-207,01:34:06.479576,slab_unrecl,35811328.0,memory
VM10-1-9-207,01:34:06.479576,used,199909376.0,memory
VM10-1-9-207,01:34:12.779226,buffered,150323200.0,memory
VM10-1-9-207,01:34:12.779226,cached,3755487232.0,memory
VM10-1-9-207,01:34:12.779226,free,3914129408.0,memory
VM10-1-9-207,01:34:12.779226,slab_recl,323739648.0,memory
VM10-1-9-207,01:34:12.779226,slab_unrecl,35872768.0,memory
VM10-1-9-207,01:34:12.779226,used,196104192.0,memory
VM10-1-9-207,01:34:22.767602,buffered,150380544.0,memory
VM10-1-9-207,01:34:22.767602,cached,3755532288.0,memory
VM10-1-9-207,01:34:22.767602,free,3909373952.0,memory
VM10-1-9-207,01:34:22.767602,slab_recl,323698688.0,memory
VM10-1-9-207,01:34:22.767602,slab_unrecl,35573760.0,memory
VM10-1-9-207,01:34:22.767602,used,201097216.0,memory
VM10-1-9-207,01:34:32.768067,buffered,150405120.0,memory
VM10-1-9-207,01:34:32.768067,cached,3755540480.0,memory
VM10-1-9-207,01:34:32.768067,free,3909386240.0,memory
VM10-1-9-207,01:34:32.768067,slab_recl,323670016.0,memory
VM10-1-9-207,01:34:32.768067,slab_unrecl,35205120.0,memory
VM10-1-9-207,01:34:32.768067,used,201449472.0,memory
VM10-1-9-207,01:34:42.767733,buffered,150413312.0,memory
VM10-1-9-207,01:34:42.767733,cached,3755548672.0,memory
VM10-1-9-207,01:34:42.767733,free,3908939776.0,memory
VM10-1-9-207,01:34:42.767733,slab_recl,323653632.0,memory
VM10-1-9-207,01:34:42.767733,slab_unrecl,35594240.0,memory
VM10-1-9-207,01:34:42.767733,used,201506816.0,memory
VM10-1-9-207,01:34:52.767708,buffered,150417408.0,memory
VM10-1-9-207,01:34:52.767708,cached,3755560960.0,memory
VM10-1-9-207,01:34:52.767708,free,3913183232.0,memory
VM10-1-9-207,01:34:52.767708,slab_recl,323645440.0,memory
VM10-1-9-207,01:34:52.767708,slab_unrecl,35446784.0,memory
VM10-1-9-207,01:34:52.767708,used,197402624.0,memory
