host,time,type_instance,value,type
VM10-1-9-207,01:39:48.609188,buffered,150822912.0,memory
VM10-1-9-207,01:39:48.609188,cached,3755761664.0,memory
VM10-1-9-207,01:39:48.609188,free,3906043904.0,memory
VM10-1-9-207,01:39:48.609188,slab_recl,323674112.0,memory
VM10-1-9-207,01:39:48.609188,slab_unrecl,35864576.0,memory
VM10-1-9-207,01:39:48.609188,used,203489280.0,memory
VM10-1-9-207,01:39:58.597014,buffered,150888448.0,memory
VM10-1-9-207,01:39:58.597014,cached,3755737088.0,memory
VM10-1-9-207,01:39:58.597014,free,3901878272.0,memory
VM10-1-9-207,01:39:58.597014,slab_recl,323702784.0,memory
VM10-1-9-207,01:39:58.597014,slab_unrecl,35786752.0,memory
VM10-1-9-207,01:39:58.597014,used,207663104.0,memory
VM10-1-9-207,01:40:08.596925,buffered,150929408.0,memory
VM10-1-9-207,01:40:08.596925,cached,3755745280.0,memory
VM10-1-9-207,01:40:08.596925,free,3902025728.0,memory
VM10-1-9-207,01:40:08.596925,slab_recl,323657728.0,memory
VM10-1-9-207,01:40:08.596925,slab_unrecl,35385344.0,memory
VM10-1-9-207,01:40:08.596925,used,207912960.0,memory
VM10-1-9-207,01:40:18.596927,buffered,150941696.0,memory
VM10-1-9-207,01:40:18.596927,cached,3755749376.0,memory
VM10-1-9-207,01:40:18.596927,free,3901206528.0,memory
VM10-1-9-207,01:40:18.596927,slab_recl,323665920.0,memory
VM10-1-9-207,01:40:18.596927,slab_unrecl,35704832.0,memory
VM10-1-9-207,01:40:18.596927,used,208388096.0,memory
VM10-1-9-207,01:40:28.597225,buffered,150953984.0,memory
VM10-1-9-207,01:40:28.597225,cached,3755757568.0,memory
VM10-1-9-207,01:40:28.597225,free,3901140992.0,memory
VM10-1-9-207,01:40:28.597225,slab_recl,323665920.0,memory
VM10-1-9-207,01:40:28.597225,slab_unrecl,35573760.0,memory
VM10-1-9-207,01:40:28.597225,used,208564224.0,memory
VM10-1-9-207,01:40:38.596970,buffered,150958080.0,memory
VM10-1-9-207,01:40:38.596970,cached,3755769856.0,memory
VM10-1-9-207,01:40:38.596970,free,3901112320.0,memory
VM10-1-9-207,01:40:38.596970,slab_recl,323661824.0,memory
VM10-1-9-207,01:40:38.596970,slab_unrecl,35663872.0,memory
VM10-1-9-207,01:40:38.596970,used,208490496.0,memory
VM10-1-9-207,01:40:48.596913,buffered,150970368.0,memory
VM10-1-9-207,01:40:48.596913,cached,3755773952.0,memory
VM10-1-9-207,01:40:48.596913,free,3901140992.0,memory
VM10-1-9-207,01:40:48.596913,slab_recl,323665920.0,memory
VM10-1-9-207,01:40:48.596913,slab_unrecl,35524608.0,memory
VM10-1-9-207,01:40:48.596913,used,208580608.0,memory
VM10-1-9-207,01:40:58.597332,buffered,150974464.0,memory
VM10-1-9-207,01:40:58.597332,cached,3755782144.0,memory
VM10-1-9-207,01:40:58.597332,free,3901526016.0,memory
VM10-1-9-207,01:40:58.597332,slab_recl,323670016.0,memory
VM10-1-9-207,01:40:58.597332,slab_unrecl,35348480.0,memory
VM10-1-9-207,01:40:58.597332,used,208355328.0,memory
VM10-1-9-207,01:41:08.596861,buffered,150982656.0,memory
VM10-1-9-207,01:41:08.596861,cached,3755790336.0,memory
VM10-1-9-207,01:41:08.596861,free,3901554688.0,memory
VM10-1-9-207,01:41:08.596861,slab_recl,323670016.0,memory
VM10-1-9-207,01:41:08.596861,slab_unrecl,35221504.0,memory
VM10-1-9-207,01:41:08.596861,used,208437248.0,memory
VM10-1-9-207,01:41:18.597134,buffered,150994944.0,memory
VM10-1-9-207,01:41:18.597134,cached,3755802624.0,memory
VM10-1-9-207,01:41:18.597134,free,3901431808.0,memory
VM10-1-9-207,01:41:18.597134,slab_recl,323661824.0,memory
VM10-1-9-207,01:41:18.597134,slab_unrecl,35635200.0,memory
VM10-1-9-207,01:41:18.597134,used,208130048.0,memory
VM10-1-9-207,01:41:28.597023,buffered,151007232.0,memory
VM10-1-9-207,01:41:28.597023,cached,3755806720.0,memory
VM10-1-9-207,01:41:28.597023,free,3901714432.0,memory
VM10-1-9-207,01:41:28.597023,slab_recl,323665920.0,memory
VM10-1-9-207,01:41:28.597023,slab_unrecl,35373056.0,memory
