instance,time,value,host,type_instance,type
0,01:36:41.001192,155021.0,VM10-1-9-207,user,cpu
1,01:36:41.001212,142360.0,VM10-1-9-207,user,cpu
2,01:36:41.001228,127396.0,VM10-1-9-207,user,cpu
3,01:36:41.001273,148949.0,VM10-1-9-207,user,cpu
0,01:36:41.001293,6284.0,VM10-1-9-207,system,cpu
1,01:36:41.001307,8129.0,VM10-1-9-207,system,cpu
2,01:36:41.001307,7953.0,VM10-1-9-207,system,cpu
3,01:36:41.001333,7343.0,VM10-1-9-207,system,cpu
0,01:36:41.001336,3492.0,VM10-1-9-207,wait,cpu
1,01:36:41.001336,4459.0,VM10-1-9-207,wait,cpu
2,01:36:41.001337,4300.0,VM10-1-9-207,wait,cpu
3,01:36:41.001338,3712.0,VM10-1-9-207,wait,cpu
0,01:36:41.001338,32.0,VM10-1-9-207,nice,cpu
1,01:36:41.001347,0.0,VM10-1-9-207,nice,cpu
2,01:36:41.001348,7516.0,VM10-1-9-207,nice,cpu
3,01:36:41.001349,0.0,VM10-1-9-207,nice,cpu
0,01:36:41.001350,0.0,VM10-1-9-207,interrupt,cpu
1,01:36:41.001350,0.0,VM10-1-9-207,interrupt,cpu
2,01:36:41.001357,0.0,VM10-1-9-207,interrupt,cpu
3,01:36:41.001358,0.0,VM10-1-9-207,interrupt,cpu
0,01:36:41.001359,246.0,VM10-1-9-207,softirq,cpu
1,01:36:41.001360,128.0,VM10-1-9-207,softirq,cpu
2,01:36:41.001361,241.0,VM10-1-9-207,softirq,cpu
3,01:36:41.001361,237.0,VM10-1-9-207,softirq,cpu
0,01:36:41.001366,73.0,VM10-1-9-207,steal,cpu
1,01:36:41.001367,74.0,VM10-1-9-207,steal,cpu
2,01:36:41.001368,242.0,VM10-1-9-207,steal,cpu
3,01:36:41.001368,180.0,VM10-1-9-207,steal,cpu
0,01:36:41.001368,5980358.0,VM10-1-9-207,idle,cpu
1,01:36:41.001369,5989840.0,VM10-1-9-207,idle,cpu
2,01:36:41.001373,5993039.0,VM10-1-9-207,idle,cpu
3,01:36:41.001382,5983331.0,VM10-1-9-207,idle,cpu
0,01:36:51.001162,156020.0,VM10-1-9-207,user,cpu
1,01:36:51.001175,142360.0,VM10-1-9-207,user,cpu
2,01:36:51.001195,127396.0,VM10-1-9-207,user,cpu
3,01:36:51.001198,148950.0,VM10-1-9-207,user,cpu
0,01:36:51.001292,6285.0,VM10-1-9-207,system,cpu
1,01:36:51.001319,8130.0,VM10-1-9-207,system,cpu
2,01:36:51.001357,7954.0,VM10-1-9-207,system,cpu
3,01:36:51.001358,7344.0,VM10-1-9-207,system,cpu
0,01:36:51.001358,3492.0,VM10-1-9-207,wait,cpu
1,01:36:51.001359,4460.0,VM10-1-9-207,wait,cpu
2,01:36:51.001360,4300.0,VM10-1-9-207,wait,cpu
3,01:36:51.001361,3712.0,VM10-1-9-207,wait,cpu
0,01:36:51.001362,32.0,VM10-1-9-207,nice,cpu
1,01:36:51.001362,0.0,VM10-1-9-207,nice,cpu
2,01:36:51.001363,7516.0,VM10-1-9-207,nice,cpu
3,01:36:51.001364,0.0,VM10-1-9-207,nice,cpu
0,01:36:51.001364,0.0,VM10-1-9-207,interrupt,cpu
1,01:36:51.001365,0.0,VM10-1-9-207,interrupt,cpu
2,01:36:51.001789,0.0,VM10-1-9-207,interrupt,cpu
3,01:36:51.001792,0.0,VM10-1-9-207,interrupt,cpu
0,01:36:51.001793,246.0,VM10-1-9-207,softirq,cpu
1,01:36:51.001794,128.0,VM10-1-9-207,softirq,cpu
2,01:36:51.001806,241.0,VM10-1-9-207,softirq,cpu
3,01:36:51.002000,237.0,VM10-1-9-207,softirq,cpu
0,01:36:51.002002,73.0,VM10-1-9-207,steal,cpu
1,01:36:51.002003,74.0,VM10-1-9-207,steal,cpu
2,01:36:51.002003,242.0,VM10-1-9-207,steal,cpu
3,01:36:51.002004,180.0,VM10-1-9-207,steal,cpu
0,01:36:51.002004,5980358.0,VM10-1-9-207,idle,cpu
1,01:36:51.002005,5990837.0,VM10-1-9-207,idle,cpu
2,01:36:51.002006,5994037.0,VM10-1-9-207,idle,cpu
3,01:36:51.002006,5984328.0,VM10-1-9-207,idle,cpu
0,01:37:01.001280,156812.0,VM10-1-9-207,user,cpu
1,01:37:01.001297,142460.0,VM10-1-9-207,user,cpu
2,01:37:01.001332,127398.0,VM10-1-9-207,user,cpu
3,01:37:01.001398,149059.0,VM10-1-9-207,user,cpu
0,01:37:01.001411,6286.0,VM10-1-9-207,system,cpu
1,01:37:01.001533,8131.0,VM10-1-9-207,system,cpu
2,01:37:01.001545,7954.0,VM10-1-9-207,system,cpu
3,01:37:01.001561,7344.0,VM10-1-9-207,system,cpu
0,01:37:01.001580,3492.0,VM10-1-9-207,wait,cpu
1,01:37:01.001810,4460.0,VM10-1-9-207,wait,cpu
2,01:37:01.001832,4300.0,VM10-1-9-207,wait,cpu
3,01:37:01.002485,3712.0,VM10-1-9-207,wait,cpu
0,01:37:01.002497,32.0,VM10-1-9-207,nice,cpu
1,01:37:01.002513,0.0,VM10-1-9-207,nice,cpu
2,01:37:01.002537,7516.0,VM10-1-9-207,nice,cpu
3,01:37:01.002543,0.0,VM10-1-9-207,nice,cpu
0,01:37:01.002569,0.0,VM10-1-9-207,interrupt,cpu
1,01:37:01.002676,0.0,VM10-1-9-207,interrupt,cpu
2,01:37:01.002687,0.0,VM10-1-9-207,interrupt,cpu
3,01:37:01.002722,0.0,VM10-1-9-207,interrupt,cpu
0,01:37:01.002779,246.0,VM10-1-9-207,softirq,cpu
1,01:37:01.002791,128.0,VM10-1-9-207,softirq,cpu
2,01:37:01.002822,241.0,VM10-1-9-207,softirq,cpu
3,01:37:01.002841,237.0,VM10-1-9-207,softirq,cpu
0,01:37:01.002866,73.0,VM10-1-9-207,steal,cpu
1,01:37:01.002908,74.0,VM10-1-9-207,steal,cpu
2,01:37:01.002919,243.0,VM10-1-9-207,steal,cpu
3,01:37:01.002980,180.0,VM10-1-9-207,steal,cpu
0,01:37:01.003015,5980565.0,VM10-1-9-207,idle,cpu
1,01:37:01.003038,5991736.0,VM10-1-9-207,idle,cpu
2,01:37:01.003050,5995034.0,VM10-1-9-207,idle,cpu
3,01:37:01.003109,5985218.0,VM10-1-9-207,idle,cpu
0,01:37:11.001358,156813.0,VM10-1-9-207,user,cpu
1,01:37:11.001604,143459.0,VM10-1-9-207,user,cpu
2,01:37:11.001614,127398.0,VM10-1-9-207,user,cpu
3,01:37:11.001615,149060.0,VM10-1-9-207,user,cpu
0,01:37:11.001616,6287.0,VM10-1-9-207,system,cpu
1,01:37:11.001617,8132.0,VM10-1-9-207,system,cpu
2,01:37:11.001618,7955.0,VM10-1-9-207,system,cpu
3,01:37:11.001620,7344.0,VM10-1-9-207,system,cpu
0,01:37:11.001621,3492.0,VM10-1-9-207,wait,cpu
1,01:37:11.001622,4460.0,VM10-1-9-207,wait,cpu
2,01:37:11.001623,4300.0,VM10-1-9-207,wait,cpu
3,01:37:11.001624,3712.0,VM10-1-9-207,wait,cpu
0,01:37:11.001625,32.0,VM10-1-9-207,nice,cpu
1,01:37:11.001626,0.0,VM10-1-9-207,nice,cpu
2,01:37:11.001627,7516.0,VM10-1-9-207,nice,cpu
3,01:37:11.001628,0.0,VM10-1-9-207,nice,cpu
0,01:37:11.001641,0.0,VM10-1-9-207,interrupt,cpu
1,01:37:11.001642,0.0,VM10-1-9-207,interrupt,cpu
2,01:37:11.001643,0.0,VM10-1-9-207,interrupt,cpu
3,01:37:11.001645,0.0,VM10-1-9-207,interrupt,cpu
0,01:37:11.001652,246.0,VM10-1-9-207,softirq,cpu
1,01:37:11.001653,128.0,VM10-1-9-207,softirq,cpu
2,01:37:11.001654,241.0,VM10-1-9-207,softirq,cpu
3,01:37:11.001858,237.0,VM10-1-9-207,softirq,cpu
0,01:37:11.003112,73.0,VM10-1-9-207,steal,cpu
1,01:37:11.003127,74.0,VM10-1-9-207,steal,cpu
2,01:37:11.003177,243.0,VM10-1-9-207,steal,cpu
3,01:37:11.003190,180.0,VM10-1-9-207,steal,cpu
0,01:37:11.003244,5981562.0,VM10-1-9-207,idle,cpu
1,01:37:11.003256,5991736.0,VM10-1-9-207,idle,cpu
2,01:37:11.003361,5996028.0,VM10-1-9-207,idle,cpu
3,01:37:11.003362,5986216.0,VM10-1-9-207,idle,cpu
0,01:37:21.001294,156813.0,VM10-1-9-207,user,cpu
1,01:37:21.001305,144459.0,VM10-1-9-207,user,cpu
2,01:37:21.001384,127400.0,VM10-1-9-207,user,cpu
3,01:37:21.001412,149060.0,VM10-1-9-207,user,cpu
0,01:37:21.001450,6287.0,VM10-1-9-207,system,cpu
1,01:37:21.001459,8132.0,VM10-1-9-207,system,cpu
2,01:37:21.001490,7957.0,VM10-1-9-207,system,cpu
3,01:37:21.001792,7345.0,VM10-1-9-207,system,cpu
0,01:37:21.001803,3492.0,VM10-1-9-207,wait,cpu
1,01:37:21.001856,4460.0,VM10-1-9-207,wait,cpu
2,01:37:21.001873,4300.0,VM10-1-9-207,wait,cpu
3,01:37:21.001923,3714.0,VM10-1-9-207,wait,cpu
0,01:37:21.001924,32.0,VM10-1-9-207,nice,cpu
1,01:37:21.001925,0.0,VM10-1-9-207,nice,cpu
2,01:37:21.001926,7516.0,VM10-1-9-207,nice,cpu
3,01:37:21.001927,0.0,VM10-1-9-207,nice,cpu
0,01:37:21.001928,0.0,VM10-1-9-207,interrupt,cpu
1,01:37:21.001929,0.0,VM10-1-9-207,interrupt,cpu
2,01:37:21.001930,0.0,VM10-1-9-207,interrupt,cpu
3,01:37:21.001931,0.0,VM10-1-9-207,interrupt,cpu
0,01:37:21.001932,246.0,VM10-1-9-207,softirq,cpu
1,01:37:21.001933,128.0,VM10-1-9-207,softirq,cpu
2,01:37:21.001934,241.0,VM10-1-9-207,softirq,cpu
3,01:37:21.001935,237.0,VM10-1-9-207,softirq,cpu
0,01:37:21.001936,73.0,VM10-1-9-207,steal,cpu
1,01:37:21.001937,74.0,VM10-1-9-207,steal,cpu
2,01:37:21.001941,243.0,VM10-1-9-207,steal,cpu
3,01:37:21.002550,180.0,VM10-1-9-207,steal,cpu
0,01:37:21.002569,5982560.0,VM10-1-9-207,idle,cpu
1,01:37:21.002595,5991736.0,VM10-1-9-207,idle,cpu
2,01:37:21.002621,5997024.0,VM10-1-9-207,idle,cpu
3,01:37:21.002656,5987212.0,VM10-1-9-207,idle,cpu
0,01:37:31.001286,156815.0,VM10-1-9-207,user,cpu
1,01:37:31.001295,145459.0,VM10-1-9-207,user,cpu
2,01:37:31.001305,127400.0,VM10-1-9-207,user,cpu
3,01:37:31.001369,149061.0,VM10-1-9-207,user,cpu
0,01:37:31.001397,6287.0,VM10-1-9-207,system,cpu
1,01:37:31.001405,8132.0,VM10-1-9-207,system,cpu
2,01:37:31.001430,7960.0,VM10-1-9-207,system,cpu
3,01:37:31.001469,7346.0,VM10-1-9-207,system,cpu
0,01:37:31.001481,3492.0,VM10-1-9-207,wait,cpu
1,01:37:31.001706,4460.0,VM10-1-9-207,wait,cpu
2,01:37:31.001730,4300.0,VM10-1-9-207,wait,cpu
3,01:37:31.001730,3714.0,VM10-1-9-207,wait,cpu
0,01:37:31.001740,32.0,VM10-1-9-207,nice,cpu
1,01:37:31.001740,0.0,VM10-1-9-207,nice,cpu
2,01:37:31.001741,7516.0,VM10-1-9-207,nice,cpu
3,01:37:31.001742,0.0,VM10-1-9-207,nice,cpu
0,01:37:31.001742,0.0,VM10-1-9-207,interrupt,cpu
1,01:37:31.001743,0.0,VM10-1-9-207,interrupt,cpu
2,01:37:31.001743,0.0,VM10-1-9-207,interrupt,cpu
3,01:37:31.001744,0.0,VM10-1-9-207,interrupt,cpu
0,01:37:31.001744,246.0,VM10-1-9-207,softirq,cpu
1,01:37:31.001745,128.0,VM10-1-9-207,softirq,cpu
2,01:37:31.001746,241.0,VM10-1-9-207,softirq,cpu
