instance,time,value,host,type_instance,type
0,01:35:05.727176,147285.0,VM10-1-9-207,user,cpu
1,01:35:05.727186,141776.0,VM10-1-9-207,user,cpu
2,01:35:05.727191,127378.0,VM10-1-9-207,user,cpu
3,01:35:05.727196,148939.0,VM10-1-9-207,user,cpu
0,01:35:05.727200,6278.0,VM10-1-9-207,system,cpu
1,01:35:05.727204,8119.0,VM10-1-9-207,system,cpu
2,01:35:05.727205,7939.0,VM10-1-9-207,system,cpu
3,01:35:05.727206,7338.0,VM10-1-9-207,system,cpu
0,01:35:05.727206,3491.0,VM10-1-9-207,wait,cpu
1,01:35:05.727214,4455.0,VM10-1-9-207,wait,cpu
2,01:35:05.727215,4295.0,VM10-1-9-207,wait,cpu
3,01:35:05.727216,3710.0,VM10-1-9-207,wait,cpu
0,01:35:05.727216,32.0,VM10-1-9-207,nice,cpu
1,01:35:05.727217,0.0,VM10-1-9-207,nice,cpu
2,01:35:05.727217,7516.0,VM10-1-9-207,nice,cpu
3,01:35:05.727218,0.0,VM10-1-9-207,nice,cpu
0,01:35:05.727219,0.0,VM10-1-9-207,interrupt,cpu
1,01:35:05.727220,0.0,VM10-1-9-207,interrupt,cpu
2,01:35:05.727221,0.0,VM10-1-9-207,interrupt,cpu
3,01:35:05.727221,0.0,VM10-1-9-207,interrupt,cpu
0,01:35:05.727222,245.0,VM10-1-9-207,softirq,cpu
1,01:35:05.727222,128.0,VM10-1-9-207,softirq,cpu
2,01:35:05.727223,239.0,VM10-1-9-207,softirq,cpu
3,01:35:05.727224,236.0,VM10-1-9-207,softirq,cpu
0,01:35:05.727224,72.0,VM10-1-9-207,steal,cpu
1,01:35:05.727225,74.0,VM10-1-9-207,steal,cpu
2,01:35:05.727226,242.0,VM10-1-9-207,steal,cpu
3,01:35:05.727227,179.0,VM10-1-9-207,steal,cpu
0,01:35:05.727228,5978576.0,VM10-1-9-207,idle,cpu
1,01:35:05.727228,5980915.0,VM10-1-9-207,idle,cpu
2,01:35:05.727229,5983559.0,VM10-1-9-207,idle,cpu
3,01:35:05.727229,5973832.0,VM10-1-9-207,idle,cpu
0,01:35:15.727098,148285.0,VM10-1-9-207,user,cpu
1,01:35:15.727111,141776.0,VM10-1-9-207,user,cpu
2,01:35:15.727115,127378.0,VM10-1-9-207,user,cpu
3,01:35:15.727118,148941.0,VM10-1-9-207,user,cpu
0,01:35:15.727121,6278.0,VM10-1-9-207,system,cpu
1,01:35:15.727124,8120.0,VM10-1-9-207,system,cpu
2,01:35:15.727124,7940.0,VM10-1-9-207,system,cpu
3,01:35:15.727125,7338.0,VM10-1-9-207,system,cpu
0,01:35:15.727127,3491.0,VM10-1-9-207,wait,cpu
1,01:35:15.727127,4455.0,VM10-1-9-207,wait,cpu
2,01:35:15.727128,4296.0,VM10-1-9-207,wait,cpu
3,01:35:15.727129,3711.0,VM10-1-9-207,wait,cpu
0,01:35:15.727129,32.0,VM10-1-9-207,nice,cpu
1,01:35:15.727130,0.0,VM10-1-9-207,nice,cpu
2,01:35:15.727131,7516.0,VM10-1-9-207,nice,cpu
