type_instance,type,value,host,time
buffered,memory,162021376.0,VM10-1-9-207,03:20:41.986928
cached,memory,3795124224.0,VM10-1-9-207,03:20:41.986928
free,memory,3828637696.0,VM10-1-9-207,03:20:41.986928
slab_recl,memory,329953280.0,VM10-1-9-207,03:20:41.986928
slab_unrecl,memory,38674432.0,VM10-1-9-207,03:20:41.986928
buffered,memory,162029568.0,VM10-1-9-207,03:20:47.683448
cached,memory,3795046400.0,VM10-1-9-207,03:20:47.683448
free,memory,3828154368.0,VM10-1-9-207,03:20:47.683448
slab_recl,memory,329986048.0,VM10-1-9-207,03:20:47.683448
slab_unrecl,memory,39362560.0,VM10-1-9-207,03:20:47.683448
used,memory,221077504.0,VM10-1-9-207,03:20:47.683448
buffered,memory,162095104.0,VM10-1-9-207,03:20:57.659529
cached,memory,3795095552.0,VM10-1-9-207,03:20:57.659529
free,memory,3710287872.0,VM10-1-9-207,03:20:57.659529
slab_recl,memory,330018816.0,VM10-1-9-207,03:20:57.659529
slab_unrecl,memory,39325696.0,VM10-1-9-207,03:20:57.659529
used,memory,338833408.0,VM10-1-9-207,03:20:57.659529
buffered,memory,162123776.0,VM10-1-9-207,03:21:07.659551
cached,memory,3795103744.0,VM10-1-9-207,03:21:07.659551
free,memory,3707895808.0,VM10-1-9-207,03:21:07.659551
slab_recl,memory,329981952.0,VM10-1-9-207,03:21:07.659551
slab_unrecl,memory,39292928.0,VM10-1-9-207,03:21:07.659551
used,memory,341258240.0,VM10-1-9-207,03:21:07.659551
buffered,memory,162131968.0,VM10-1-9-207,03:21:17.659554
cached,memory,3795111936.0,VM10-1-9-207,03:21:17.659554
free,memory,3705802752.0,VM10-1-9-207,03:21:17.659554
slab_recl,memory,329986048.0,VM10-1-9-207,03:21:17.659554
slab_unrecl,memory,39018496.0,VM10-1-9-207,03:21:17.659554
used,memory,343605248.0,VM10-1-9-207,03:21:17.659554
buffered,memory,162131968.0,VM10-1-9-207,03:21:27.660389
cached,memory,3795120128.0,VM10-1-9-207,03:21:27.660389
free,memory,3703607296.0,VM10-1-9-207,03:21:27.660389
slab_recl,memory,329969664.0,VM10-1-9-207,03:21:27.660389
slab_unrecl,memory,38825984.0,VM10-1-9-207,03:21:27.660389
used,memory,346001408.0,VM10-1-9-207,03:21:27.660389
buffered,memory,162131968.0,VM10-1-9-207,03:21:37.659513
cached,memory,3795128320.0,VM10-1-9-207,03:21:37.659513
free,memory,3703357440.0,VM10-1-9-207,03:21:37.659513
slab_recl,memory,329969664.0,VM10-1-9-207,03:21:37.659513
slab_unrecl,memory,39198720.0,VM10-1-9-207,03:21:37.659513
used,memory,345870336.0,VM10-1-9-207,03:21:37.659513
buffered,memory,162136064.0,VM10-1-9-207,03:21:47.659529
cached,memory,3795136512.0,VM10-1-9-207,03:21:47.659529
free,memory,3701432320.0,VM10-1-9-207,03:21:47.659529
slab_recl,memory,329965568.0,VM10-1-9-207,03:21:47.659529
slab_unrecl,memory,39010304.0,VM10-1-9-207,03:21:47.659529
used,memory,347975680.0,VM10-1-9-207,03:21:47.659529
buffered,memory,162140160.0,VM10-1-9-207,03:21:57.660299
cached,memory,3795140608.0,VM10-1-9-207,03:21:57.660299
free,memory,3699019776.0,VM10-1-9-207,03:21:57.660299
slab_recl,memory,329953280.0,VM10-1-9-207,03:21:57.660299
slab_unrecl,memory,39198720.0,VM10-1-9-207,03:21:57.660299
used,memory,350203904.0,VM10-1-9-207,03:21:57.660299
buffered,memory,162144256.0,VM10-1-9-207,03:22:07.666693
cached,memory,3795152896.0,VM10-1-9-207,03:22:07.666693
free,memory,3696984064.0,VM10-1-9-207,03:22:07.666693
slab_recl,memory,329961472.0,VM10-1-9-207,03:22:07.666693
slab_unrecl,memory,39022592.0,VM10-1-9-207,03:22:07.666693
used,memory,352391168.0,VM10-1-9-207,03:22:07.666693
buffered,memory,162156544.0,VM10-1-9-207,03:22:17.659973
cached,memory,3795161088.0,VM10-1-9-207,03:22:17.659973
free,memory,3696955392.0,VM10-1-9-207,03:22:17.659973
slab_recl,memory,329949184.0,VM10-1-9-207,03:22:17.659973
slab_unrecl,memory,38789120.0,VM10-1-9-207,03:22:17.659973
used,memory,352645120.0,VM10-1-9-207,03:22:17.659973
buffered,memory,162160640.0,VM10-1-9-207,03:22:27.659474
cached,memory,3795165184.0,VM10-1-9-207,03:22:27.659474
free,memory,3694792704.0,VM10-1-9-207,03:22:27.659474
slab_recl,memory,329957376.0,VM10-1-9-207,03:22:27.659474
slab_unrecl,memory,38707200.0,VM10-1-9-207,03:22:27.659474
used,memory,354873344.0,VM10-1-9-207,03:22:27.659474
buffered,memory,162168832.0,VM10-1-9-207,03:22:37.659585
cached,memory,3795173376.0,VM10-1-9-207,03:22:37.659585
free,memory,3692470272.0,VM10-1-9-207,03:22:37.659585
slab_recl,memory,329949184.0,VM10-1-9-207,03:22:37.659585
slab_unrecl,memory,38998016.0,VM10-1-9-207,03:22:37.659585
used,memory,356896768.0,VM10-1-9-207,03:22:37.659585
buffered,memory,162172928.0,VM10-1-9-207,03:22:47.659765
cached,memory,3795181568.0,VM10-1-9-207,03:22:47.659765
free,memory,3690598400.0,VM10-1-9-207,03:22:47.659765
slab_recl,memory,329953280.0,VM10-1-9-207,03:22:47.659765
slab_unrecl,memory,38912000.0,VM10-1-9-207,03:22:47.659765
used,memory,358838272.0,VM10-1-9-207,03:22:47.659765
buffered,memory,162172928.0,VM10-1-9-207,03:22:57.659686
cached,memory,3795189760.0,VM10-1-9-207,03:22:57.659686
free,memory,3688022016.0,VM10-1-9-207,03:22:57.659686
slab_recl,memory,329953280.0,VM10-1-9-207,03:22:57.659686
slab_unrecl,memory,39108608.0,VM10-1-9-207,03:22:57.659686
used,memory,361209856.0,VM10-1-9-207,03:22:57.659686
buffered,memory,162177024.0,VM10-1-9-207,03:23:07.659620
cached,memory,3795197952.0,VM10-1-9-207,03:23:07.659620
free,memory,3688120320.0,VM10-1-9-207,03:23:07.659620
slab_recl,memory,329953280.0,VM10-1-9-207,03:23:07.659620
slab_unrecl,memory,39165952.0,VM10-1-9-207,03:23:07.659620
used,memory,361041920.0,VM10-1-9-207,03:23:07.659620
buffered,memory,162193408.0,VM10-1-9-207,03:23:17.659702
cached,memory,3795206144.0,VM10-1-9-207,03:23:17.659702
free,memory,3686211584.0,VM10-1-9-207,03:23:17.659702
slab_recl,memory,329953280.0,VM10-1-9-207,03:23:17.659702
slab_unrecl,memory,38903808.0,VM10-1-9-207,03:23:17.659702
used,memory,363188224.0,VM10-1-9-207,03:23:17.659702
buffered,memory,162197504.0,VM10-1-9-207,03:23:27.659554
cached,memory,3795210240.0,VM10-1-9-207,03:23:27.659554
free,memory,3684372480.0,VM10-1-9-207,03:23:27.659554
slab_recl,memory,329953280.0,VM10-1-9-207,03:23:27.659554
slab_unrecl,memory,38817792.0,VM10-1-9-207,03:23:27.659554
used,memory,365105152.0,VM10-1-9-207,03:23:27.659554
buffered,memory,162197504.0,VM10-1-9-207,03:23:37.659588
cached,memory,3795222528.0,VM10-1-9-207,03:23:37.659588
free,memory,3682177024.0,VM10-1-9-207,03:23:37.659588
slab_recl,memory,329940992.0,VM10-1-9-207,03:23:37.659588
slab_unrecl,memory,38739968.0,VM10-1-9-207,03:23:37.659588
used,memory,367378432.0,VM10-1-9-207,03:23:37.659588
buffered,memory,162205696.0,VM10-1-9-207,03:23:47.659520
cached,memory,3795230720.0,VM10-1-9-207,03:23:47.659520
free,memory,3679924224.0,VM10-1-9-207,03:23:47.659520
slab_recl,memory,329945088.0,VM10-1-9-207,03:23:47.659520
slab_unrecl,memory,39100416.0,VM10-1-9-207,03:23:47.659520
used,memory,369250304.0,VM10-1-9-207,03:23:47.659520
buffered,memory,162226176.0,VM10-1-9-207,03:23:57.659477
cached,memory,3795234816.0,VM10-1-9-207,03:23:57.659477
free,memory,3680079872.0,VM10-1-9-207,03:23:57.659477
slab_recl,memory,329949184.0,VM10-1-9-207,03:23:57.659477
slab_unrecl,memory,38830080.0,VM10-1-9-207,03:23:57.659477
used,memory,369336320.0,VM10-1-9-207,03:23:57.659477
buffered,memory,162238464.0,VM10-1-9-207,03:24:07.659786
