type_instance,type,value,host,time
buffered,memory,161644544.0,VM10-1-9-207,03:16:36.157000
cached,memory,3794894848.0,VM10-1-9-207,03:16:36.157000
free,memory,3831271424.0,VM10-1-9-207,03:16:36.157000
slab_recl,memory,329990144.0,VM10-1-9-207,03:16:36.157000
slab_unrecl,memory,39075840.0,VM10-1-9-207,03:16:36.157000
used,memory,218779648.0,VM10-1-9-207,03:16:36.157000
buffered,memory,161710080.0,VM10-1-9-207,03:16:46.144914
cached,memory,3794939904.0,VM10-1-9-207,03:16:46.144914
free,memory,3830566912.0,VM10-1-9-207,03:16:46.144914
slab_recl,memory,330010624.0,VM10-1-9-207,03:16:46.144914
slab_unrecl,memory,38936576.0,VM10-1-9-207,03:16:46.144914
used,memory,219492352.0,VM10-1-9-207,03:16:46.144914
