type_instance,type,time,instance,host,value
user,cpu,03:16:22.712970,0,VM10-1-9-207,238283.0
user,cpu,03:16:22.713068,1,VM10-1-9-207,283856.0
user,cpu,03:16:22.713076,2,VM10-1-9-207,280480.0
user,cpu,03:16:22.713122,3,VM10-1-9-207,314860.0
system,cpu,03:16:22.713154,0,VM10-1-9-207,7263.0
system,cpu,03:16:22.713167,1,VM10-1-9-207,9063.0
system,cpu,03:16:22.713324,2,VM10-1-9-207,9162.0
system,cpu,03:16:22.713352,3,VM10-1-9-207,8204.0
wait,cpu,03:16:22.713363,0,VM10-1-9-207,3887.0
wait,cpu,03:16:22.713393,1,VM10-1-9-207,4598.0
wait,cpu,03:16:22.713425,2,VM10-1-9-207,4568.0
wait,cpu,03:16:22.713457,3,VM10-1-9-207,3902.0
nice,cpu,03:16:22.713485,0,VM10-1-9-207,32.0
nice,cpu,03:16:22.713495,1,VM10-1-9-207,0.0
nice,cpu,03:16:22.713523,2,VM10-1-9-207,7516.0
nice,cpu,03:16:22.713558,3,VM10-1-9-207,0.0
interrupt,cpu,03:16:22.713585,0,VM10-1-9-207,0.0
interrupt,cpu,03:16:22.713644,1,VM10-1-9-207,0.0
interrupt,cpu,03:16:22.713662,2,VM10-1-9-207,0.0
interrupt,cpu,03:16:22.713767,3,VM10-1-9-207,0.0
softirq,cpu,03:16:22.713797,0,VM10-1-9-207,303.0
softirq,cpu,03:16:22.713825,1,VM10-1-9-207,153.0
softirq,cpu,03:16:22.713853,2,VM10-1-9-207,267.0
softirq,cpu,03:16:22.713884,3,VM10-1-9-207,293.0
steal,cpu,03:16:22.713911,0,VM10-1-9-207,92.0
steal,cpu,03:16:22.713938,1,VM10-1-9-207,106.0
steal,cpu,03:16:22.713966,2,VM10-1-9-207,281.0
steal,cpu,03:16:22.714016,3,VM10-1-9-207,237.0
idle,cpu,03:16:22.714044,0,VM10-1-9-207,6493452.0
idle,cpu,03:16:22.716021,1,VM10-1-9-207,6445016.0
idle,cpu,03:16:22.716034,2,VM10-1-9-207,6435966.0
idle,cpu,03:16:22.716065,3,VM10-1-9-207,6413980.0
user,cpu,03:16:33.620014,0,VM10-1-9-207,238285.0
user,cpu,03:16:33.620216,1,VM10-1-9-207,283859.0
user,cpu,03:16:33.620295,2,VM10-1-9-207,280482.0
user,cpu,03:16:33.620313,3,VM10-1-9-207,314902.0
system,cpu,03:16:33.621053,0,VM10-1-9-207,7266.0
system,cpu,03:16:33.621054,1,VM10-1-9-207,9066.0
system,cpu,03:16:33.621055,2,VM10-1-9-207,9165.0
system,cpu,03:16:33.621056,3,VM10-1-9-207,8213.0
wait,cpu,03:16:33.621057,0,VM10-1-9-207,3891.0
wait,cpu,03:16:33.621060,1,VM10-1-9-207,4598.0
wait,cpu,03:16:33.621062,2,VM10-1-9-207,4568.0
wait,cpu,03:16:33.621063,3,VM10-1-9-207,3902.0
nice,cpu,03:16:33.621063,0,VM10-1-9-207,32.0
nice,cpu,03:16:33.621064,1,VM10-1-9-207,0.0
nice,cpu,03:16:33.621065,2,VM10-1-9-207,7516.0
nice,cpu,03:16:33.621065,3,VM10-1-9-207,0.0
interrupt,cpu,03:16:33.621066,0,VM10-1-9-207,0.0
interrupt,cpu,03:16:33.621067,1,VM10-1-9-207,0.0
interrupt,cpu,03:16:33.621068,2,VM10-1-9-207,0.0
interrupt,cpu,03:16:33.621068,3,VM10-1-9-207,0.0
softirq,cpu,03:16:33.621070,0,VM10-1-9-207,304.0
softirq,cpu,03:16:33.621071,1,VM10-1-9-207,153.0
softirq,cpu,03:16:33.621071,2,VM10-1-9-207,267.0
softirq,cpu,03:16:33.621075,3,VM10-1-9-207,293.0
steal,cpu,03:16:33.621076,0,VM10-1-9-207,92.0
steal,cpu,03:16:33.621077,1,VM10-1-9-207,106.0
idle,cpu,03:16:33.621085,0,VM10-1-9-207,6494531.0
idle,cpu,03:16:33.621085,1,VM10-1-9-207,6446098.0
idle,cpu,03:16:33.621085,2,VM10-1-9-207,6437050.0
idle,cpu,03:16:33.621086,3,VM10-1-9-207,6415019.0
