type_instance,type,value,host,time
buffered,memory,161841152.0,VM10-1-9-207,03:18:02.002278
cached,memory,3794964480.0,VM10-1-9-207,03:18:02.002278
free,memory,3830730752.0,VM10-1-9-207,03:18:02.002278
slab_recl,memory,329981952.0,VM10-1-9-207,03:18:02.002278
slab_unrecl,memory,39264256.0,VM10-1-9-207,03:18:02.002278
used,memory,218873856.0,VM10-1-9-207,03:18:02.002278
buffered,memory,161906688.0,VM10-1-9-207,03:18:11.986961
cached,memory,3795005440.0,VM10-1-9-207,03:18:11.986961
free,memory,3749179392.0,VM10-1-9-207,03:18:11.986961
slab_recl,memory,329973760.0,VM10-1-9-207,03:18:11.986961
slab_unrecl,memory,39030784.0,VM10-1-9-207,03:18:11.986961
used,memory,300560384.0,VM10-1-9-207,03:18:11.986961
buffered,memory,161918976.0,VM10-1-9-207,03:18:21.986945
cached,memory,3795013632.0,VM10-1-9-207,03:18:21.986945
free,memory,3745816576.0,VM10-1-9-207,03:18:21.986945
slab_recl,memory,329965568.0,VM10-1-9-207,03:18:21.986945
slab_unrecl,memory,39084032.0,VM10-1-9-207,03:18:21.986945
used,memory,303857664.0,VM10-1-9-207,03:18:21.986945
buffered,memory,161927168.0,VM10-1-9-207,03:18:31.986951
cached,memory,3795017728.0,VM10-1-9-207,03:18:31.986951
free,memory,3743080448.0,VM10-1-9-207,03:18:31.986951
slab_recl,memory,329953280.0,VM10-1-9-207,03:18:31.986951
slab_unrecl,memory,39174144.0,VM10-1-9-207,03:18:31.986951
used,memory,306503680.0,VM10-1-9-207,03:18:31.986951
buffered,memory,161931264.0,VM10-1-9-207,03:18:41.987066
cached,memory,3795025920.0,VM10-1-9-207,03:18:41.987066
free,memory,3740573696.0,VM10-1-9-207,03:18:41.987066
slab_recl,memory,329949184.0,VM10-1-9-207,03:18:41.987066
slab_unrecl,memory,39043072.0,VM10-1-9-207,03:18:41.987066
used,memory,309133312.0,VM10-1-9-207,03:18:41.987066
buffered,memory,161939456.0,VM10-1-9-207,03:18:51.987080
cached,memory,3795038208.0,VM10-1-9-207,03:18:51.987080
free,memory,3737870336.0,VM10-1-9-207,03:18:51.987080
slab_recl,memory,329953280.0,VM10-1-9-207,03:18:51.987080
slab_unrecl,memory,39079936.0,VM10-1-9-207,03:18:51.987080
used,memory,311775232.0,VM10-1-9-207,03:18:51.987080
buffered,memory,161951744.0,VM10-1-9-207,03:19:01.986999
cached,memory,3795042304.0,VM10-1-9-207,03:19:01.986999
free,memory,3735580672.0,VM10-1-9-207,03:19:01.986999
slab_recl,memory,329949184.0,VM10-1-9-207,03:19:01.986999
slab_unrecl,memory,39030784.0,VM10-1-9-207,03:19:01.986999
used,memory,314101760.0,VM10-1-9-207,03:19:01.986999
buffered,memory,161955840.0,VM10-1-9-207,03:19:11.987183
cached,memory,3795050496.0,VM10-1-9-207,03:19:11.987183
free,memory,3733708800.0,VM10-1-9-207,03:19:11.987183
slab_recl,memory,329945088.0,VM10-1-9-207,03:19:11.987183
slab_unrecl,memory,38842368.0,VM10-1-9-207,03:19:11.987183
used,memory,316153856.0,VM10-1-9-207,03:19:11.987183
buffered,memory,161968128.0,VM10-1-9-207,03:19:21.986957
cached,memory,3795058688.0,VM10-1-9-207,03:19:21.986957
free,memory,3731546112.0,VM10-1-9-207,03:19:21.986957
slab_recl,memory,329940992.0,VM10-1-9-207,03:19:21.986957
slab_unrecl,memory,38744064.0,VM10-1-9-207,03:19:21.986957
used,memory,318398464.0,VM10-1-9-207,03:19:21.986957
buffered,memory,161972224.0,VM10-1-9-207,03:19:31.986987
cached,memory,3795066880.0,VM10-1-9-207,03:19:31.986987
free,memory,3729166336.0,VM10-1-9-207,03:19:31.986987
slab_recl,memory,329945088.0,VM10-1-9-207,03:19:31.986987
slab_unrecl,memory,39100416.0,VM10-1-9-207,03:19:31.986987
used,memory,320405504.0,VM10-1-9-207,03:19:31.986987
buffered,memory,161976320.0,VM10-1-9-207,03:19:41.986983
cached,memory,3795075072.0,VM10-1-9-207,03:19:41.986983
free,memory,3727097856.0,VM10-1-9-207,03:19:41.986983
slab_recl,memory,329945088.0,VM10-1-9-207,03:19:41.986983
slab_unrecl,memory,38940672.0,VM10-1-9-207,03:19:41.986983
used,memory,322621440.0,VM10-1-9-207,03:19:41.986983
buffered,memory,161976320.0,VM10-1-9-207,03:19:51.986884
cached,memory,3795083264.0,VM10-1-9-207,03:19:51.986884
free,memory,3725385728.0,VM10-1-9-207,03:19:51.986884
slab_recl,memory,329945088.0,VM10-1-9-207,03:19:51.986884
slab_unrecl,memory,38772736.0,VM10-1-9-207,03:19:51.986884
used,memory,324493312.0,VM10-1-9-207,03:19:51.986884
buffered,memory,161980416.0,VM10-1-9-207,03:20:01.987124
cached,memory,3795091456.0,VM10-1-9-207,03:20:01.987124
free,memory,3723190272.0,VM10-1-9-207,03:20:01.987124
slab_recl,memory,329953280.0,VM10-1-9-207,03:20:01.987124
slab_unrecl,memory,38703104.0,VM10-1-9-207,03:20:01.987124
used,memory,326737920.0,VM10-1-9-207,03:20:01.987124
buffered,memory,161996800.0,VM10-1-9-207,03:20:11.987079
cached,memory,3795095552.0,VM10-1-9-207,03:20:11.987079
free,memory,3720519680.0,VM10-1-9-207,03:20:11.987079
slab_recl,memory,329949184.0,VM10-1-9-207,03:20:11.987079
slab_unrecl,memory,39055360.0,VM10-1-9-207,03:20:11.987079
used,memory,329039872.0,VM10-1-9-207,03:20:11.987079
buffered,memory,162009088.0,VM10-1-9-207,03:20:21.987328
cached,memory,3795103744.0,VM10-1-9-207,03:20:21.987328
free,memory,3718672384.0,VM10-1-9-207,03:20:21.987328
slab_recl,memory,329957376.0,VM10-1-9-207,03:20:21.987328
slab_unrecl,memory,38957056.0,VM10-1-9-207,03:20:21.987328
used,memory,330956800.0,VM10-1-9-207,03:20:21.987328
