type_instance,type,value,host,time
buffered,memory,161714176.0,VM10-1-9-207,03:16:52.215724
cached,memory,3794948096.0,VM10-1-9-207,03:16:52.215724
free,memory,3831271424.0,VM10-1-9-207,03:16:52.215724
slab_recl,memory,330084352.0,VM10-1-9-207,03:16:52.215724
slab_unrecl,memory,38944768.0,VM10-1-9-207,03:16:52.215724
used,memory,218693632.0,VM10-1-9-207,03:16:52.215724
buffered,memory,161767424.0,VM10-1-9-207,03:17:02.203053
cached,memory,3794956288.0,VM10-1-9-207,03:17:02.203053
free,memory,3776176128.0,VM10-1-9-207,03:17:02.203053
slab_recl,memory,330018816.0,VM10-1-9-207,03:17:02.203053
slab_unrecl,memory,39555072.0,VM10-1-9-207,03:17:02.203053
used,memory,273182720.0,VM10-1-9-207,03:17:02.203053
buffered,memory,161779712.0,VM10-1-9-207,03:17:12.203097
cached,memory,3794964480.0,VM10-1-9-207,03:17:12.203097
free,memory,3771297792.0,VM10-1-9-207,03:17:12.203097
slab_recl,memory,330006528.0,VM10-1-9-207,03:17:12.203097
slab_unrecl,memory,39108608.0,VM10-1-9-207,03:17:12.203097
used,memory,278499328.0,VM10-1-9-207,03:17:12.203097
buffered,memory,161787904.0,VM10-1-9-207,03:17:22.203129
cached,memory,3794972672.0,VM10-1-9-207,03:17:22.203129
free,memory,3769118720.0,VM10-1-9-207,03:17:22.203129
slab_recl,memory,330002432.0,VM10-1-9-207,03:17:22.203129
slab_unrecl,memory,39096320.0,VM10-1-9-207,03:17:22.203129
used,memory,280678400.0,VM10-1-9-207,03:17:22.203129
buffered,memory,161804288.0,VM10-1-9-207,03:17:32.203095
cached,memory,3794980864.0,VM10-1-9-207,03:17:32.203095
free,memory,3764858880.0,VM10-1-9-207,03:17:32.203095
slab_recl,memory,329994240.0,VM10-1-9-207,03:17:32.203095
slab_unrecl,memory,38830080.0,VM10-1-9-207,03:17:32.203095
used,memory,285188096.0,VM10-1-9-207,03:17:32.203095
buffered,memory,161812480.0,VM10-1-9-207,03:17:42.203042
cached,memory,3794989056.0,VM10-1-9-207,03:17:42.203042
free,memory,3762511872.0,VM10-1-9-207,03:17:42.203042
slab_recl,memory,329994240.0,VM10-1-9-207,03:17:42.203042
slab_unrecl,memory,39174144.0,VM10-1-9-207,03:17:42.203042
used,memory,287174656.0,VM10-1-9-207,03:17:42.203042
buffered,memory,161820672.0,VM10-1-9-207,03:17:52.203060
cached,memory,3794993152.0,VM10-1-9-207,03:17:52.203060
free,memory,3760095232.0,VM10-1-9-207,03:17:52.203060
slab_recl,memory,329994240.0,VM10-1-9-207,03:17:52.203060
slab_unrecl,memory,39133184.0,VM10-1-9-207,03:17:52.203060
used,memory,289619968.0,VM10-1-9-207,03:17:52.203060
