instance,value,host,time,type,type_instance
0,196252.0,VM10-1-9-207,02:22:47.946929,cpu,user
1,234066.0,VM10-1-9-207,02:22:47.946950,cpu,user
2,186847.0,VM10-1-9-207,02:22:47.946965,cpu,user
3,205286.0,VM10-1-9-207,02:22:47.946975,cpu,user
0,6688.0,VM10-1-9-207,02:22:47.946981,cpu,system
1,8567.0,VM10-1-9-207,02:22:47.946989,cpu,system
2,8440.0,VM10-1-9-207,02:22:47.946990,cpu,system
3,7748.0,VM10-1-9-207,02:22:47.947009,cpu,system
0,3610.0,VM10-1-9-207,02:22:47.947011,cpu,wait
1,4495.0,VM10-1-9-207,02:22:47.947012,cpu,wait
2,4450.0,VM10-1-9-207,02:22:47.947013,cpu,wait
3,3854.0,VM10-1-9-207,02:22:47.947014,cpu,wait
0,32.0,VM10-1-9-207,02:22:47.947015,cpu,nice
1,0.0,VM10-1-9-207,02:22:47.947023,cpu,nice
2,7516.0,VM10-1-9-207,02:22:47.947025,cpu,nice
3,0.0,VM10-1-9-207,02:22:47.947026,cpu,nice
0,0.0,VM10-1-9-207,02:22:47.947027,cpu,interrupt
1,0.0,VM10-1-9-207,02:22:47.947028,cpu,interrupt
2,0.0,VM10-1-9-207,02:22:47.947041,cpu,interrupt
3,0.0,VM10-1-9-207,02:22:47.947043,cpu,interrupt
0,274.0,VM10-1-9-207,02:22:47.947044,cpu,softirq
1,140.0,VM10-1-9-207,02:22:47.947045,cpu,softirq
2,252.0,VM10-1-9-207,02:22:47.947046,cpu,softirq
3,259.0,VM10-1-9-207,02:22:47.947054,cpu,softirq
0,81.0,VM10-1-9-207,02:22:47.947056,cpu,steal
1,92.0,VM10-1-9-207,02:22:47.947056,cpu,steal
2,258.0,VM10-1-9-207,02:22:47.947057,cpu,steal
3,204.0,VM10-1-9-207,02:22:47.947062,cpu,steal
0,6215079.0,VM10-1-9-207,02:22:47.947063,cpu,idle
1,6174167.0,VM10-1-9-207,02:22:47.947070,cpu,idle
2,6209303.0,VM10-1-9-207,02:22:47.947072,cpu,idle
3,6202852.0,VM10-1-9-207,02:22:47.947073,cpu,idle
0,196252.0,VM10-1-9-207,02:22:57.946787,cpu,user
1,234271.0,VM10-1-9-207,02:22:57.946816,cpu,user
2,187641.0,VM10-1-9-207,02:22:57.946836,cpu,user
3,205287.0,VM10-1-9-207,02:22:57.946848,cpu,user
0,6688.0,VM10-1-9-207,02:22:57.946853,cpu,system
1,8568.0,VM10-1-9-207,02:22:57.946861,cpu,system
2,8441.0,VM10-1-9-207,02:22:57.946862,cpu,system
3,7750.0,VM10-1-9-207,02:22:57.946868,cpu,system
0,3612.0,VM10-1-9-207,02:22:57.946869,cpu,wait
1,4495.0,VM10-1-9-207,02:22:57.946870,cpu,wait
2,4450.0,VM10-1-9-207,02:22:57.946871,cpu,wait
3,3854.0,VM10-1-9-207,02:22:57.946872,cpu,wait
0,32.0,VM10-1-9-207,02:22:57.946873,cpu,nice
1,0.0,VM10-1-9-207,02:22:57.946874,cpu,nice
2,7516.0,VM10-1-9-207,02:22:57.946875,cpu,nice
3,0.0,VM10-1-9-207,02:22:57.946876,cpu,nice
0,0.0,VM10-1-9-207,02:22:57.946877,cpu,interrupt
1,0.0,VM10-1-9-207,02:22:57.946878,cpu,interrupt
2,0.0,VM10-1-9-207,02:22:57.946879,cpu,interrupt
3,0.0,VM10-1-9-207,02:22:57.946880,cpu,interrupt
0,275.0,VM10-1-9-207,02:22:57.946881,cpu,softirq
1,140.0,VM10-1-9-207,02:22:57.946881,cpu,softirq
2,252.0,VM10-1-9-207,02:22:57.946882,cpu,softirq
3,259.0,VM10-1-9-207,02:22:57.946883,cpu,softirq
0,81.0,VM10-1-9-207,02:22:57.946884,cpu,steal
1,92.0,VM10-1-9-207,02:22:57.946885,cpu,steal
2,258.0,VM10-1-9-207,02:22:57.946886,cpu,steal
3,204.0,VM10-1-9-207,02:22:57.946887,cpu,steal
0,6216076.0,VM10-1-9-207,02:22:57.946904,cpu,idle
1,6174960.0,VM10-1-9-207,02:22:57.946906,cpu,idle
2,6209507.0,VM10-1-9-207,02:22:57.946907,cpu,idle
3,6203849.0,VM10-1-9-207,02:22:57.946907,cpu,idle
0,196254.0,VM10-1-9-207,02:23:07.947298,cpu,user
1,235270.0,VM10-1-9-207,02:23:07.947311,cpu,user
2,187642.0,VM10-1-9-207,02:23:07.947341,cpu,user
3,205287.0,VM10-1-9-207,02:23:07.947364,cpu,user
0,6688.0,VM10-1-9-207,02:23:07.947386,cpu,system
1,8568.0,VM10-1-9-207,02:23:07.947397,cpu,system
2,8442.0,VM10-1-9-207,02:23:07.947500,cpu,system
3,7751.0,VM10-1-9-207,02:23:07.947510,cpu,system
0,3612.0,VM10-1-9-207,02:23:07.948729,cpu,wait
1,4495.0,VM10-1-9-207,02:23:07.949591,cpu,wait
2,4450.0,VM10-1-9-207,02:23:07.949600,cpu,wait
3,3854.0,VM10-1-9-207,02:23:07.949639,cpu,wait
0,32.0,VM10-1-9-207,02:23:07.949646,cpu,nice
1,0.0,VM10-1-9-207,02:23:07.949651,cpu,nice
2,7516.0,VM10-1-9-207,02:23:07.949950,cpu,nice
3,0.0,VM10-1-9-207,02:23:07.949962,cpu,nice
0,0.0,VM10-1-9-207,02:23:07.949969,cpu,interrupt
1,0.0,VM10-1-9-207,02:23:07.950019,cpu,interrupt
2,0.0,VM10-1-9-207,02:23:07.950025,cpu,interrupt
3,0.0,VM10-1-9-207,02:23:07.950030,cpu,interrupt
0,275.0,VM10-1-9-207,02:23:07.950041,cpu,softirq
1,140.0,VM10-1-9-207,02:23:07.950064,cpu,softirq
2,252.0,VM10-1-9-207,02:23:07.950088,cpu,softirq
3,259.0,VM10-1-9-207,02:23:07.950106,cpu,softirq
0,81.0,VM10-1-9-207,02:23:07.950119,cpu,steal
1,92.0,VM10-1-9-207,02:23:07.950131,cpu,steal
2,258.0,VM10-1-9-207,02:23:07.950161,cpu,steal
3,205.0,VM10-1-9-207,02:23:07.950174,cpu,steal
0,6217073.0,VM10-1-9-207,02:23:07.950183,cpu,idle
1,6174961.0,VM10-1-9-207,02:23:07.950208,cpu,idle
2,6210504.0,VM10-1-9-207,02:23:07.950215,cpu,idle
3,6204846.0,VM10-1-9-207,02:23:07.950258,cpu,idle
0,196254.0,VM10-1-9-207,02:23:17.946752,cpu,user
1,236270.0,VM10-1-9-207,02:23:17.946764,cpu,user
2,187642.0,VM10-1-9-207,02:23:17.946768,cpu,user
3,205287.0,VM10-1-9-207,02:23:17.946829,cpu,user
0,6689.0,VM10-1-9-207,02:23:17.946860,cpu,system
1,8568.0,VM10-1-9-207,02:23:17.946873,cpu,system
2,8444.0,VM10-1-9-207,02:23:17.946899,cpu,system
3,7752.0,VM10-1-9-207,02:23:17.946923,cpu,system
