instance,value,host,time,type,type_instance
0,193304.0,VM10-1-9-207,02:21:12.423485,cpu,user
1,232302.0,VM10-1-9-207,02:21:12.423497,cpu,user
2,186198.0,VM10-1-9-207,02:21:12.423503,cpu,user
3,202285.0,VM10-1-9-207,02:21:12.423522,cpu,user
0,6681.0,VM10-1-9-207,02:21:12.423610,cpu,system
1,8564.0,VM10-1-9-207,02:21:12.423710,cpu,system
2,8420.0,VM10-1-9-207,02:21:12.423717,cpu,system
3,7740.0,VM10-1-9-207,02:21:12.423749,cpu,system
0,3603.0,VM10-1-9-207,02:21:12.423772,cpu,wait
1,4495.0,VM10-1-9-207,02:21:12.423795,cpu,wait
2,4444.0,VM10-1-9-207,02:21:12.423812,cpu,wait
3,3854.0,VM10-1-9-207,02:21:12.423831,cpu,wait
0,32.0,VM10-1-9-207,02:21:12.423911,cpu,nice
1,0.0,VM10-1-9-207,02:21:12.424318,cpu,nice
2,7516.0,VM10-1-9-207,02:21:12.424330,cpu,nice
3,0.0,VM10-1-9-207,02:21:12.424344,cpu,nice
0,0.0,VM10-1-9-207,02:21:12.424366,cpu,interrupt
1,0.0,VM10-1-9-207,02:21:12.424389,cpu,interrupt
2,0.0,VM10-1-9-207,02:21:12.424402,cpu,interrupt
3,0.0,VM10-1-9-207,02:21:12.424402,cpu,interrupt
0,274.0,VM10-1-9-207,02:21:12.424403,cpu,softirq
1,140.0,VM10-1-9-207,02:21:12.424404,cpu,softirq
2,252.0,VM10-1-9-207,02:21:12.424405,cpu,softirq
3,258.0,VM10-1-9-207,02:21:12.424406,cpu,softirq
0,80.0,VM10-1-9-207,02:21:12.424406,cpu,steal
1,91.0,VM10-1-9-207,02:21:12.424407,cpu,steal
2,258.0,VM10-1-9-207,02:21:12.424407,cpu,steal
3,204.0,VM10-1-9-207,02:21:12.424408,cpu,steal
0,6208493.0,VM10-1-9-207,02:21:12.424409,cpu,idle
1,6166392.0,VM10-1-9-207,02:21:12.424410,cpu,idle
2,6200437.0,VM10-1-9-207,02:21:12.424411,cpu,idle
3,6196319.0,VM10-1-9-207,02:21:12.424411,cpu,idle
0,193305.0,VM10-1-9-207,02:21:22.423498,cpu,user
1,232302.0,VM10-1-9-207,02:21:22.423506,cpu,user
2,186198.0,VM10-1-9-207,02:21:22.423511,cpu,user
3,203284.0,VM10-1-9-207,02:21:22.423515,cpu,user
0,6682.0,VM10-1-9-207,02:21:22.423519,cpu,system
