host,time,type,value,type_instance
VM10-1-9-207,02:20:19.075309,memory,155582464.0,buffered
VM10-1-9-207,02:20:19.075309,memory,3775029248.0,cached
VM10-1-9-207,02:20:19.075309,memory,3876548608.0,free
VM10-1-9-207,02:20:19.075309,memory,326664192.0,slab_recl
VM10-1-9-207,02:20:19.075309,memory,37040128.0,slab_unrecl
VM10-1-9-207,02:20:19.075309,memory,204791808.0,used
VM10-1-9-207,02:20:29.061772,memory,155656192.0,buffered
VM10-1-9-207,02:20:29.061772,memory,3775033344.0,cached
VM10-1-9-207,02:20:29.061772,memory,3872776192.0,free
VM10-1-9-207,02:20:29.061772,memory,326737920.0,slab_recl
VM10-1-9-207,02:20:29.061772,memory,36986880.0,slab_unrecl
VM10-1-9-207,02:20:29.061772,memory,208465920.0,used
VM10-1-9-207,02:20:39.062154,memory,155688960.0,buffered
VM10-1-9-207,02:20:39.062154,memory,3775045632.0,cached
VM10-1-9-207,02:20:39.062154,memory,3872202752.0,free
VM10-1-9-207,02:20:39.062154,memory,326696960.0,slab_recl
VM10-1-9-207,02:20:39.062154,memory,37195776.0,slab_unrecl
VM10-1-9-207,02:20:39.062154,memory,208826368.0,used
VM10-1-9-207,02:20:49.062256,memory,155705344.0,buffered
VM10-1-9-207,02:20:49.062256,memory,3775049728.0,cached
VM10-1-9-207,02:20:49.062256,memory,3872301056.0,free
VM10-1-9-207,02:20:49.062256,memory,326680576.0,slab_recl
VM10-1-9-207,02:20:49.062256,memory,37158912.0,slab_unrecl
VM10-1-9-207,02:20:49.062256,memory,208760832.0,used
VM10-1-9-207,02:20:59.061627,memory,155729920.0,buffered
VM10-1-9-207,02:20:59.061627,memory,3775062016.0,cached
VM10-1-9-207,02:20:59.061627,memory,3876544512.0,free
VM10-1-9-207,02:20:59.061627,memory,326668288.0,slab_recl
VM10-1-9-207,02:20:59.061627,memory,36995072.0,slab_unrecl
VM10-1-9-207,02:20:59.061627,memory,204656640.0,used
