instance,value,host,time,type,type_instance
0,190178.0,VM10-1-9-207,02:20:12.725647,cpu,user
1,232093.0,VM10-1-9-207,02:20:12.725663,cpu,user
2,186190.0,VM10-1-9-207,02:20:12.725668,cpu,user
3,202057.0,VM10-1-9-207,02:20:12.725673,cpu,user
0,6670.0,VM10-1-9-207,02:20:12.725677,cpu,system
1,8555.0,VM10-1-9-207,02:20:12.725687,cpu,system
2,8407.0,VM10-1-9-207,02:20:12.725688,cpu,system
3,7731.0,VM10-1-9-207,02:20:12.725688,cpu,system
0,3600.0,VM10-1-9-207,02:20:12.725689,cpu,wait
1,4494.0,VM10-1-9-207,02:20:12.725690,cpu,wait
2,4434.0,VM10-1-9-207,02:20:12.725690,cpu,wait
3,3853.0,VM10-1-9-207,02:20:12.725691,cpu,wait
0,32.0,VM10-1-9-207,02:20:12.725691,cpu,nice
1,0.0,VM10-1-9-207,02:20:12.725692,cpu,nice
2,7516.0,VM10-1-9-207,02:20:12.725693,cpu,nice
3,0.0,VM10-1-9-207,02:20:12.725694,cpu,nice
0,0.0,VM10-1-9-207,02:20:12.725694,cpu,interrupt
1,0.0,VM10-1-9-207,02:20:12.725695,cpu,interrupt
2,0.0,VM10-1-9-207,02:20:12.725712,cpu,interrupt
3,0.0,VM10-1-9-207,02:20:12.725713,cpu,interrupt
0,274.0,VM10-1-9-207,02:20:12.725713,cpu,softirq
1,140.0,VM10-1-9-207,02:20:12.725714,cpu,softirq
2,252.0,VM10-1-9-207,02:20:12.725714,cpu,softirq
3,258.0,VM10-1-9-207,02:20:12.725720,cpu,softirq
0,80.0,VM10-1-9-207,02:20:12.725722,cpu,steal
1,91.0,VM10-1-9-207,02:20:12.725723,cpu,steal
2,258.0,VM10-1-9-207,02:20:12.725723,cpu,steal
3,203.0,VM10-1-9-207,02:20:12.725724,cpu,steal
0,6205666.0,VM10-1-9-207,02:20:12.725724,cpu,idle
1,6160645.0,VM10-1-9-207,02:20:12.725729,cpu,idle
2,6194507.0,VM10-1-9-207,02:20:12.725742,cpu,idle
3,6190592.0,VM10-1-9-207,02:20:12.725742,cpu,idle
