instance,value,host,time,type,type_instance
0,190579.0,VM10-1-9-207,02:20:29.060611,cpu,user
1,232121.0,VM10-1-9-207,02:20:29.060624,cpu,user
2,186193.0,VM10-1-9-207,02:20:29.060632,cpu,user
3,202058.0,VM10-1-9-207,02:20:29.060634,cpu,user
0,6674.0,VM10-1-9-207,02:20:29.060641,cpu,system
1,8556.0,VM10-1-9-207,02:20:29.060643,cpu,system
2,8410.0,VM10-1-9-207,02:20:29.060644,cpu,system
3,7734.0,VM10-1-9-207,02:20:29.060648,cpu,system
0,3600.0,VM10-1-9-207,02:20:29.060648,cpu,wait
1,4494.0,VM10-1-9-207,02:20:29.060649,cpu,wait
2,4438.0,VM10-1-9-207,02:20:29.060649,cpu,wait
3,3853.0,VM10-1-9-207,02:20:29.060661,cpu,wait
0,32.0,VM10-1-9-207,02:20:29.060662,cpu,nice
1,0.0,VM10-1-9-207,02:20:29.060666,cpu,nice
2,7516.0,VM10-1-9-207,02:20:29.060666,cpu,nice
3,0.0,VM10-1-9-207,02:20:29.060667,cpu,nice
0,0.0,VM10-1-9-207,02:20:29.060668,cpu,interrupt
1,0.0,VM10-1-9-207,02:20:29.060668,cpu,interrupt
2,0.0,VM10-1-9-207,02:20:29.060672,cpu,interrupt
3,0.0,VM10-1-9-207,02:20:29.060673,cpu,interrupt
0,274.0,VM10-1-9-207,02:20:29.060673,cpu,softirq
1,140.0,VM10-1-9-207,02:20:29.060673,cpu,softirq
2,252.0,VM10-1-9-207,02:20:29.060674,cpu,softirq
3,258.0,VM10-1-9-207,02:20:29.060678,cpu,softirq
0,80.0,VM10-1-9-207,02:20:29.060679,cpu,steal
1,91.0,VM10-1-9-207,02:20:29.060679,cpu,steal
2,258.0,VM10-1-9-207,02:20:29.060679,cpu,steal
3,203.0,VM10-1-9-207,02:20:29.060680,cpu,steal
0,6206893.0,VM10-1-9-207,02:20:29.060680,cpu,idle
1,6162247.0,VM10-1-9-207,02:20:29.060693,cpu,idle
2,6196128.0,VM10-1-9-207,02:20:29.060693,cpu,idle
3,6192219.0,VM10-1-9-207,02:20:29.060694,cpu,idle
0,191577.0,VM10-1-9-207,02:20:39.060474,cpu,user
1,232122.0,VM10-1-9-207,02:20:39.060489,cpu,user
2,186194.0,VM10-1-9-207,02:20:39.060496,cpu,user
3,202059.0,VM10-1-9-207,02:20:39.060499,cpu,user
0,6676.0,VM10-1-9-207,02:20:39.060503,cpu,system
1,8557.0,VM10-1-9-207,02:20:39.060513,cpu,system
2,8412.0,VM10-1-9-207,02:20:39.060513,cpu,system
3,7735.0,VM10-1-9-207,02:20:39.060514,cpu,system
0,3600.0,VM10-1-9-207,02:20:39.060516,cpu,wait
1,4494.0,VM10-1-9-207,02:20:39.060517,cpu,wait
2,4441.0,VM10-1-9-207,02:20:39.060517,cpu,wait
3,3853.0,VM10-1-9-207,02:20:39.060518,cpu,wait
0,32.0,VM10-1-9-207,02:20:39.060519,cpu,nice
1,0.0,VM10-1-9-207,02:20:39.060520,cpu,nice
2,7516.0,VM10-1-9-207,02:20:39.060521,cpu,nice
3,0.0,VM10-1-9-207,02:20:39.060522,cpu,nice
0,0.0,VM10-1-9-207,02:20:39.060523,cpu,interrupt
1,0.0,VM10-1-9-207,02:20:39.060524,cpu,interrupt
2,0.0,VM10-1-9-207,02:20:39.060525,cpu,interrupt
3,0.0,VM10-1-9-207,02:20:39.060526,cpu,interrupt
0,274.0,VM10-1-9-207,02:20:39.060527,cpu,softirq
1,140.0,VM10-1-9-207,02:20:39.060528,cpu,softirq
2,252.0,VM10-1-9-207,02:20:39.060528,cpu,softirq
3,258.0,VM10-1-9-207,02:20:39.060529,cpu,softirq
0,80.0,VM10-1-9-207,02:20:39.060530,cpu,steal
1,91.0,VM10-1-9-207,02:20:39.060531,cpu,steal
2,258.0,VM10-1-9-207,02:20:39.060532,cpu,steal
3,203.0,VM10-1-9-207,02:20:39.060533,cpu,steal
0,6206893.0,VM10-1-9-207,02:20:39.060534,cpu,idle
1,6163245.0,VM10-1-9-207,02:20:39.060535,cpu,idle
2,6197122.0,VM10-1-9-207,02:20:39.060536,cpu,idle
3,6193217.0,VM10-1-9-207,02:20:39.060537,cpu,idle
0,192577.0,VM10-1-9-207,02:20:49.062498,cpu,user
1,232122.0,VM10-1-9-207,02:20:49.062500,cpu,user
2,186194.0,VM10-1-9-207,02:20:49.062501,cpu,user
3,202060.0,VM10-1-9-207,02:20:49.062502,cpu,user
0,6677.0,VM10-1-9-207,02:20:49.062503,cpu,system
1,8557.0,VM10-1-9-207,02:20:49.062503,cpu,system
2,8413.0,VM10-1-9-207,02:20:49.062504,cpu,system
3,7736.0,VM10-1-9-207,02:20:49.062505,cpu,system
0,3600.0,VM10-1-9-207,02:20:49.062506,cpu,wait
1,4495.0,VM10-1-9-207,02:20:49.062506,cpu,wait
2,4441.0,VM10-1-9-207,02:20:49.062507,cpu,wait
3,3853.0,VM10-1-9-207,02:20:49.062508,cpu,wait
0,32.0,VM10-1-9-207,02:20:49.062509,cpu,nice
1,0.0,VM10-1-9-207,02:20:49.062509,cpu,nice
2,7516.0,VM10-1-9-207,02:20:49.062510,cpu,nice
3,0.0,VM10-1-9-207,02:20:49.062511,cpu,nice
0,0.0,VM10-1-9-207,02:20:49.062512,cpu,interrupt
1,0.0,VM10-1-9-207,02:20:49.062513,cpu,interrupt
2,0.0,VM10-1-9-207,02:20:49.062513,cpu,interrupt
3,0.0,VM10-1-9-207,02:20:49.062514,cpu,interrupt
0,274.0,VM10-1-9-207,02:20:49.062515,cpu,softirq
1,140.0,VM10-1-9-207,02:20:49.062515,cpu,softirq
2,252.0,VM10-1-9-207,02:20:49.062516,cpu,softirq
3,258.0,VM10-1-9-207,02:20:49.062570,cpu,softirq
0,80.0,VM10-1-9-207,02:20:49.062582,cpu,steal
1,91.0,VM10-1-9-207,02:20:49.062583,cpu,steal
2,258.0,VM10-1-9-207,02:20:49.062583,cpu,steal
3,204.0,VM10-1-9-207,02:20:49.062584,cpu,steal
0,6206893.0,VM10-1-9-207,02:20:49.062589,cpu,idle
1,6164243.0,VM10-1-9-207,02:20:49.062590,cpu,idle
2,6198118.0,VM10-1-9-207,02:20:49.062590,cpu,idle
3,6194215.0,VM10-1-9-207,02:20:49.062591,cpu,idle
0,193302.0,VM10-1-9-207,02:20:59.060481,cpu,user
1,232124.0,VM10-1-9-207,02:20:59.062415,cpu,user
2,186195.0,VM10-1-9-207,02:20:59.062429,cpu,user
3,202061.0,VM10-1-9-207,02:20:59.062449,cpu,user
0,6678.0,VM10-1-9-207,02:20:59.062461,cpu,system
1,8557.0,VM10-1-9-207,02:20:59.062486,cpu,system
2,8414.0,VM10-1-9-207,02:20:59.062539,cpu,system
3,7737.0,VM10-1-9-207,02:20:59.062541,cpu,system
0,3600.0,VM10-1-9-207,02:20:59.062542,cpu,wait
1,4495.0,VM10-1-9-207,02:20:59.062543,cpu,wait
2,4442.0,VM10-1-9-207,02:20:59.062544,cpu,wait
3,3853.0,VM10-1-9-207,02:20:59.062546,cpu,wait
0,32.0,VM10-1-9-207,02:20:59.062547,cpu,nice
1,0.0,VM10-1-9-207,02:20:59.062548,cpu,nice
2,7516.0,VM10-1-9-207,02:20:59.062549,cpu,nice
3,0.0,VM10-1-9-207,02:20:59.062551,cpu,nice
0,0.0,VM10-1-9-207,02:20:59.062552,cpu,interrupt
1,0.0,VM10-1-9-207,02:20:59.062553,cpu,interrupt
2,0.0,VM10-1-9-207,02:20:59.062554,cpu,interrupt
3,0.0,VM10-1-9-207,02:20:59.062555,cpu,interrupt
0,274.0,VM10-1-9-207,02:20:59.062557,cpu,softirq
1,140.0,VM10-1-9-207,02:20:59.062767,cpu,softirq
2,252.0,VM10-1-9-207,02:20:59.062782,cpu,softirq
3,258.0,VM10-1-9-207,02:20:59.062802,cpu,softirq
0,80.0,VM10-1-9-207,02:20:59.062865,cpu,steal
1,91.0,VM10-1-9-207,02:20:59.062878,cpu,steal
2,258.0,VM10-1-9-207,02:20:59.062897,cpu,steal
3,204.0,VM10-1-9-207,02:20:59.062908,cpu,steal
0,6207168.0,VM10-1-9-207,02:20:59.062928,cpu,idle
1,6165241.0,VM10-1-9-207,02:20:59.062982,cpu,idle
2,6199113.0,VM10-1-9-207,02:20:59.063014,cpu,idle
3,6195211.0,VM10-1-9-207,02:20:59.063079,cpu,idle
