host,time,type,value,type_instance
VM10-1-9-207,02:21:02.444096,memory,155754496.0,buffered
VM10-1-9-207,02:21:02.444096,memory,3775033344.0,cached
VM10-1-9-207,02:21:02.444096,memory,3875463168.0,free
VM10-1-9-207,02:21:02.444096,memory,326729728.0,slab_recl
VM10-1-9-207,02:21:02.444096,memory,37253120.0,slab_unrecl
VM10-1-9-207,02:21:02.444096,memory,205422592.0,used
VM10-1-9-207,02:21:12.425705,memory,155828224.0,buffered
VM10-1-9-207,02:21:12.425705,memory,3775078400.0,cached
VM10-1-9-207,02:21:12.425705,memory,3871117312.0,free
VM10-1-9-207,02:21:12.425705,memory,326733824.0,slab_recl
VM10-1-9-207,02:21:12.425705,memory,37089280.0,slab_unrecl
VM10-1-9-207,02:21:12.425705,memory,209809408.0,used
VM10-1-9-207,02:21:22.426010,memory,155844608.0,buffered
VM10-1-9-207,02:21:22.426010,memory,3775086592.0,cached
VM10-1-9-207,02:21:22.426010,memory,3870715904.0,free
VM10-1-9-207,02:21:22.426010,memory,326705152.0,slab_recl
VM10-1-9-207,02:21:22.426010,memory,37175296.0,slab_unrecl
VM10-1-9-207,02:21:22.426010,memory,210128896.0,used
VM10-1-9-207,02:21:32.425433,memory,155852800.0,buffered
VM10-1-9-207,02:21:32.425433,memory,3775090688.0,cached
VM10-1-9-207,02:21:32.425433,memory,3870715904.0,free
VM10-1-9-207,02:21:32.425433,memory,326701056.0,slab_recl
VM10-1-9-207,02:21:32.425433,memory,37183488.0,slab_unrecl
VM10-1-9-207,02:21:32.425433,memory,210112512.0,used
VM10-1-9-207,02:21:42.425822,memory,155860992.0,buffered
VM10-1-9-207,02:21:42.425822,memory,3775098880.0,cached
VM10-1-9-207,02:21:42.425822,memory,3870781440.0,free
VM10-1-9-207,02:21:42.425822,memory,326701056.0,slab_recl
VM10-1-9-207,02:21:42.425822,memory,37015552.0,slab_unrecl
VM10-1-9-207,02:21:42.425822,memory,210198528.0,used
VM10-1-9-207,02:21:52.426051,memory,155873280.0,buffered
VM10-1-9-207,02:21:52.426051,memory,3775111168.0,cached
VM10-1-9-207,02:21:52.426051,memory,3870715904.0,free
VM10-1-9-207,02:21:52.426051,memory,326684672.0,slab_recl
VM10-1-9-207,02:21:52.426051,memory,36896768.0,slab_unrecl
VM10-1-9-207,02:21:52.426051,memory,210374656.0,used
VM10-1-9-207,02:22:02.433274,memory,155889664.0,buffered
VM10-1-9-207,02:22:02.433274,memory,3775115264.0,cached
VM10-1-9-207,02:22:02.433274,memory,3870052352.0,free
VM10-1-9-207,02:22:02.433274,memory,326692864.0,slab_recl
VM10-1-9-207,02:22:02.433274,memory,37208064.0,slab_unrecl
VM10-1-9-207,02:22:02.433274,memory,210698240.0,used
VM10-1-9-207,02:22:12.425506,memory,155897856.0,buffered
VM10-1-9-207,02:22:12.425506,memory,3775123456.0,cached
VM10-1-9-207,02:22:12.425506,memory,3869700096.0,free
VM10-1-9-207,02:22:12.425506,memory,326692864.0,slab_recl
VM10-1-9-207,02:22:12.425506,memory,37126144.0,slab_unrecl
VM10-1-9-207,02:22:12.425506,memory,211116032.0,used
VM10-1-9-207,02:22:22.425471,memory,155897856.0,buffered
VM10-1-9-207,02:22:22.425471,memory,3775131648.0,cached
VM10-1-9-207,02:22:22.425471,memory,3869126656.0,free
VM10-1-9-207,02:22:22.425471,memory,326680576.0,slab_recl
VM10-1-9-207,02:22:22.425471,memory,37040128.0,slab_unrecl
VM10-1-9-207,02:22:22.425471,memory,211779584.0,used
VM10-1-9-207,02:22:32.425776,memory,155910144.0,buffered
VM10-1-9-207,02:22:32.425776,memory,3775139840.0,cached
VM10-1-9-207,02:22:32.425776,memory,3872768000.0,free
VM10-1-9-207,02:22:32.425776,memory,326676480.0,slab_recl
VM10-1-9-207,02:22:32.425776,memory,36917248.0,slab_unrecl
VM10-1-9-207,02:22:32.425776,memory,208244736.0,used
