host,time,type,value,type_instance
VM10-1-9-207,02:22:37.962757,memory,155922432.0,buffered
VM10-1-9-207,02:22:37.962757,memory,3775139840.0,cached
VM10-1-9-207,02:22:37.962757,memory,3872198656.0,free
VM10-1-9-207,02:22:37.962757,memory,326676480.0,slab_recl
VM10-1-9-207,02:22:37.962757,memory,37318656.0,slab_unrecl
VM10-1-9-207,02:22:37.962757,memory,208400384.0,used
VM10-1-9-207,02:22:47.947863,memory,155983872.0,buffered
VM10-1-9-207,02:22:47.947863,memory,3775135744.0,cached
VM10-1-9-207,02:22:47.947863,memory,3867406336.0,free
VM10-1-9-207,02:22:47.947863,memory,326750208.0,slab_recl
VM10-1-9-207,02:22:47.947863,memory,37523456.0,slab_unrecl
VM10-1-9-207,02:22:47.947863,memory,212856832.0,used
VM10-1-9-207,02:22:57.948180,memory,156000256.0,buffered
VM10-1-9-207,02:22:57.948180,memory,3775143936.0,cached
VM10-1-9-207,02:22:57.948180,memory,3867246592.0,free
VM10-1-9-207,02:22:57.948180,memory,326696960.0,slab_recl
VM10-1-9-207,02:22:57.948180,memory,37122048.0,slab_unrecl
VM10-1-9-207,02:22:57.948180,memory,213446656.0,used
VM10-1-9-207,02:23:07.947855,memory,156008448.0,buffered
VM10-1-9-207,02:23:07.947855,memory,3775148032.0,cached
VM10-1-9-207,02:23:07.947855,memory,3867344896.0,free
VM10-1-9-207,02:23:07.947855,memory,326692864.0,slab_recl
VM10-1-9-207,02:23:07.947855,memory,36892672.0,slab_unrecl
VM10-1-9-207,02:23:07.947855,memory,213569536.0,used
VM10-1-9-207,02:23:17.948054,memory,156028928.0,buffered
VM10-1-9-207,02:23:17.948054,memory,3775156224.0,cached
VM10-1-9-207,02:23:17.948054,memory,3866992640.0,free
VM10-1-9-207,02:23:17.948054,memory,326696960.0,slab_recl
VM10-1-9-207,02:23:17.948054,memory,37187584.0,slab_unrecl
VM10-1-9-207,02:23:17.948054,memory,213594112.0,used
VM10-1-9-207,02:23:27.947933,memory,156028928.0,buffered
VM10-1-9-207,02:23:27.947933,memory,3775168512.0,cached
VM10-1-9-207,02:23:27.947933,memory,3867123712.0,free
VM10-1-9-207,02:23:27.947933,memory,326684672.0,slab_recl
VM10-1-9-207,02:23:27.947933,memory,37109760.0,slab_unrecl
VM10-1-9-207,02:23:27.947933,memory,213540864.0,used
VM10-1-9-207,02:23:37.947853,memory,156041216.0,buffered
VM10-1-9-207,02:23:37.947853,memory,3775172608.0,cached
VM10-1-9-207,02:23:37.947853,memory,3867058176.0,free
VM10-1-9-207,02:23:37.947853,memory,326696960.0,slab_recl
VM10-1-9-207,02:23:37.947853,memory,37027840.0,slab_unrecl
VM10-1-9-207,02:23:37.947853,memory,213659648.0,used
VM10-1-9-207,02:23:47.947860,memory,156045312.0,buffered
VM10-1-9-207,02:23:47.947860,memory,3775180800.0,cached
VM10-1-9-207,02:23:47.947860,memory,3867152384.0,free
VM10-1-9-207,02:23:47.947860,memory,326692864.0,slab_recl
VM10-1-9-207,02:23:47.947860,memory,36868096.0,slab_unrecl
VM10-1-9-207,02:23:47.947860,memory,213716992.0,used
VM10-1-9-207,02:23:57.947815,memory,156057600.0,buffered
VM10-1-9-207,02:23:57.947815,memory,3775184896.0,cached
VM10-1-9-207,02:23:57.947815,memory,3866775552.0,free
VM10-1-9-207,02:23:57.947815,memory,326701056.0,slab_recl
VM10-1-9-207,02:23:57.947815,memory,37240832.0,slab_unrecl
VM10-1-9-207,02:23:57.947815,memory,213696512.0,used
VM10-1-9-207,02:24:07.947866,memory,156065792.0,buffered
VM10-1-9-207,02:24:07.947866,memory,3775193088.0,cached
VM10-1-9-207,02:24:07.947866,memory,3866169344.0,free
VM10-1-9-207,02:24:07.947866,memory,326701056.0,slab_recl
VM10-1-9-207,02:24:07.947866,memory,37175296.0,slab_unrecl
VM10-1-9-207,02:24:07.947866,memory,214351872.0,used
VM10-1-9-207,02:24:17.947862,memory,156086272.0,buffered
VM10-1-9-207,02:24:17.947862,memory,3775205376.0,cached
VM10-1-9-207,02:24:17.947862,memory,3865759744.0,free
VM10-1-9-207,02:24:17.947862,memory,326692864.0,slab_recl
VM10-1-9-207,02:24:17.947862,memory,37146624.0,slab_unrecl
VM10-1-9-207,02:24:17.947862,memory,214765568.0,used
VM10-1-9-207,02:24:27.947856,memory,156102656.0,buffered
VM10-1-9-207,02:24:27.947856,memory,3775213568.0,cached
VM10-1-9-207,02:24:27.947856,memory,3865432064.0,free
VM10-1-9-207,02:24:27.947856,memory,326688768.0,slab_recl
VM10-1-9-207,02:24:27.947856,memory,37175296.0,slab_unrecl
VM10-1-9-207,02:24:27.947856,memory,215044096.0,used
VM10-1-9-207,02:24:37.947853,memory,156106752.0,buffered
VM10-1-9-207,02:24:37.947853,memory,3775221760.0,cached
VM10-1-9-207,02:24:37.947853,memory,3864834048.0,free
VM10-1-9-207,02:24:37.947853,memory,326672384.0,slab_recl
VM10-1-9-207,02:24:37.947853,memory,36954112.0,slab_unrecl
VM10-1-9-207,02:24:37.947853,memory,215867392.0,used
VM10-1-9-207,02:24:47.947899,memory,156119040.0,buffered
VM10-1-9-207,02:24:47.947899,memory,3775225856.0,cached
VM10-1-9-207,02:24:47.947899,memory,3865059328.0,free
VM10-1-9-207,02:24:47.947899,memory,326668288.0,slab_recl
VM10-1-9-207,02:24:47.947899,memory,36851712.0,slab_unrecl
VM10-1-9-207,02:24:47.947899,memory,215732224.0,used
VM10-1-9-207,02:24:57.947814,memory,156127232.0,buffered
VM10-1-9-207,02:24:57.947814,memory,3775238144.0,cached
VM10-1-9-207,02:24:57.947814,memory,3864707072.0,free
VM10-1-9-207,02:24:57.947814,memory,326668288.0,slab_recl
VM10-1-9-207,02:24:57.947814,memory,37130240.0,slab_unrecl
VM10-1-9-207,02:24:57.947814,memory,215785472.0,used
VM10-1-9-207,02:25:07.948028,memory,156143616.0,buffered
VM10-1-9-207,02:25:07.948028,memory,3775246336.0,cached
VM10-1-9-207,02:25:07.948028,memory,3864711168.0,free
VM10-1-9-207,02:25:07.948028,memory,326676480.0,slab_recl
VM10-1-9-207,02:25:07.948028,memory,37044224.0,slab_unrecl
VM10-1-9-207,02:25:07.948028,memory,215834624.0,used
VM10-1-9-207,02:25:17.947869,memory,156143616.0,buffered
