type_instance,type,time,instance,host,value
softirq,cpu,03:17:52.203509,1,VM10-1-9-207,156.0
softirq,cpu,03:17:52.203517,2,VM10-1-9-207,268.0
softirq,cpu,03:17:52.212305,3,VM10-1-9-207,294.0
steal,cpu,03:17:52.212316,0,VM10-1-9-207,92.0
steal,cpu,03:17:52.212327,1,VM10-1-9-207,106.0
steal,cpu,03:17:52.212341,2,VM10-1-9-207,282.0
steal,cpu,03:17:52.212342,3,VM10-1-9-207,238.0
idle,cpu,03:17:52.212343,0,VM10-1-9-207,6502349.0
idle,cpu,03:17:52.212343,1,VM10-1-9-207,6453934.0
idle,cpu,03:17:52.212344,2,VM10-1-9-207,6444870.0
idle,cpu,03:17:52.212345,3,VM10-1-9-207,6417067.0
user,cpu,03:18:11.985645,0,VM10-1-9-207,238297.0
user,cpu,03:18:11.985658,1,VM10-1-9-207,283866.0
user,cpu,03:18:11.985675,2,VM10-1-9-207,280499.0
user,cpu,03:18:11.985684,3,VM10-1-9-207,321449.0
system,cpu,03:18:11.985687,0,VM10-1-9-207,7286.0
system,cpu,03:18:11.985693,1,VM10-1-9-207,9076.0
system,cpu,03:18:11.985694,2,VM10-1-9-207,9181.0
system,cpu,03:18:11.985694,3,VM10-1-9-207,8237.0
wait,cpu,03:18:11.985694,0,VM10-1-9-207,3906.0
wait,cpu,03:18:11.985695,1,VM10-1-9-207,4602.0
wait,cpu,03:18:11.985695,2,VM10-1-9-207,4573.0
wait,cpu,03:18:11.985696,3,VM10-1-9-207,3903.0
nice,cpu,03:18:11.985696,0,VM10-1-9-207,32.0
nice,cpu,03:18:11.985697,1,VM10-1-9-207,0.0
nice,cpu,03:18:11.985697,2,VM10-1-9-207,7516.0
nice,cpu,03:18:11.985698,3,VM10-1-9-207,0.0
interrupt,cpu,03:18:11.985699,0,VM10-1-9-207,0.0
interrupt,cpu,03:18:11.985699,1,VM10-1-9-207,0.0
interrupt,cpu,03:18:11.985700,2,VM10-1-9-207,0.0
interrupt,cpu,03:18:11.985700,3,VM10-1-9-207,0.0
softirq,cpu,03:18:11.985701,0,VM10-1-9-207,305.0
softirq,cpu,03:18:11.985701,1,VM10-1-9-207,156.0
softirq,cpu,03:18:11.985702,2,VM10-1-9-207,268.0
softirq,cpu,03:18:11.985703,3,VM10-1-9-207,294.0
steal,cpu,03:18:11.985703,0,VM10-1-9-207,92.0
steal,cpu,03:18:11.985704,1,VM10-1-9-207,106.0
steal,cpu,03:18:11.985704,2,VM10-1-9-207,282.0
steal,cpu,03:18:11.985705,3,VM10-1-9-207,238.0
idle,cpu,03:18:11.985705,0,VM10-1-9-207,6504313.0
idle,cpu,03:18:11.985706,1,VM10-1-9-207,6455908.0
idle,cpu,03:18:11.985707,2,VM10-1-9-207,6446832.0
idle,cpu,03:18:11.985708,3,VM10-1-9-207,6418275.0
user,cpu,03:18:21.985653,0,VM10-1-9-207,238298.0
user,cpu,03:18:21.985742,1,VM10-1-9-207,284865.0
user,cpu,03:18:21.985751,2,VM10-1-9-207,280499.0
user,cpu,03:18:21.985754,3,VM10-1-9-207,321449.0
system,cpu,03:18:21.985774,0,VM10-1-9-207,7287.0
system,cpu,03:18:21.985777,1,VM10-1-9-207,9076.0
system,cpu,03:18:21.985811,2,VM10-1-9-207,9181.0
system,cpu,03:18:21.985812,3,VM10-1-9-207,8237.0
wait,cpu,03:18:21.985812,0,VM10-1-9-207,3907.0
wait,cpu,03:18:21.985813,1,VM10-1-9-207,4602.0
wait,cpu,03:18:21.985813,2,VM10-1-9-207,4575.0
wait,cpu,03:18:21.985831,3,VM10-1-9-207,3903.0
nice,cpu,03:18:21.985831,0,VM10-1-9-207,32.0
nice,cpu,03:18:21.985832,1,VM10-1-9-207,0.0
nice,cpu,03:18:21.985832,2,VM10-1-9-207,7516.0
nice,cpu,03:18:21.985916,3,VM10-1-9-207,0.0
interrupt,cpu,03:18:21.985918,0,VM10-1-9-207,0.0
interrupt,cpu,03:18:21.986013,1,VM10-1-9-207,0.0
interrupt,cpu,03:18:21.986014,2,VM10-1-9-207,0.0
interrupt,cpu,03:18:21.986015,3,VM10-1-9-207,0.0
softirq,cpu,03:18:21.986016,0,VM10-1-9-207,305.0
softirq,cpu,03:18:21.986016,1,VM10-1-9-207,157.0
softirq,cpu,03:18:21.986017,2,VM10-1-9-207,268.0
softirq,cpu,03:18:21.986020,3,VM10-1-9-207,294.0
steal,cpu,03:18:21.986021,0,VM10-1-9-207,92.0
steal,cpu,03:18:21.986021,1,VM10-1-9-207,106.0
steal,cpu,03:18:21.986021,2,VM10-1-9-207,282.0
steal,cpu,03:18:21.986048,3,VM10-1-9-207,238.0
idle,cpu,03:18:21.986115,0,VM10-1-9-207,6505310.0
idle,cpu,03:18:21.986116,1,VM10-1-9-207,6455908.0
idle,cpu,03:18:21.986140,2,VM10-1-9-207,6447828.0
idle,cpu,03:18:21.986141,3,VM10-1-9-207,6419273.0
user,cpu,03:18:31.985664,0,VM10-1-9-207,238298.0
user,cpu,03:18:31.985678,1,VM10-1-9-207,284865.0
user,cpu,03:18:31.985756,2,VM10-1-9-207,280499.0
user,cpu,03:18:31.985767,3,VM10-1-9-207,322448.0
system,cpu,03:18:31.985780,0,VM10-1-9-207,7288.0
system,cpu,03:18:31.985872,1,VM10-1-9-207,9076.0
system,cpu,03:18:31.985885,2,VM10-1-9-207,9182.0
system,cpu,03:18:31.986151,3,VM10-1-9-207,8238.0
wait,cpu,03:18:31.986158,0,VM10-1-9-207,3907.0
wait,cpu,03:18:31.986183,1,VM10-1-9-207,4602.0
wait,cpu,03:18:31.986190,2,VM10-1-9-207,4575.0
wait,cpu,03:18:31.986215,3,VM10-1-9-207,3903.0
nice,cpu,03:18:31.986236,0,VM10-1-9-207,32.0
nice,cpu,03:18:31.986257,1,VM10-1-9-207,0.0
nice,cpu,03:18:31.986276,2,VM10-1-9-207,7516.0
nice,cpu,03:18:31.986277,3,VM10-1-9-207,0.0
interrupt,cpu,03:18:31.986278,0,VM10-1-9-207,0.0
interrupt,cpu,03:18:31.986278,1,VM10-1-9-207,0.0
interrupt,cpu,03:18:31.986279,2,VM10-1-9-207,0.0
interrupt,cpu,03:18:31.986280,3,VM10-1-9-207,0.0
softirq,cpu,03:18:31.986281,0,VM10-1-9-207,305.0
softirq,cpu,03:18:31.986281,1,VM10-1-9-207,157.0
softirq,cpu,03:18:31.986282,2,VM10-1-9-207,268.0
softirq,cpu,03:18:31.986283,3,VM10-1-9-207,294.0
steal,cpu,03:18:31.986283,0,VM10-1-9-207,92.0
steal,cpu,03:18:31.986284,1,VM10-1-9-207,106.0
steal,cpu,03:18:31.986284,2,VM10-1-9-207,282.0
steal,cpu,03:18:31.986402,3,VM10-1-9-207,238.0
idle,cpu,03:18:31.986415,0,VM10-1-9-207,6506307.0
idle,cpu,03:18:31.986437,1,VM10-1-9-207,6456907.0
idle,cpu,03:18:31.986465,2,VM10-1-9-207,6448825.0
idle,cpu,03:18:31.986471,3,VM10-1-9-207,6419273.0
user,cpu,03:18:41.985679,0,VM10-1-9-207,239296.0
user,cpu,03:18:41.985758,1,VM10-1-9-207,284865.0
user,cpu,03:18:41.985767,2,VM10-1-9-207,280500.0
user,cpu,03:18:41.985802,3,VM10-1-9-207,322448.0
system,cpu,03:18:41.985809,0,VM10-1-9-207,7289.0
system,cpu,03:18:41.985812,1,VM10-1-9-207,9076.0
system,cpu,03:18:41.985890,2,VM10-1-9-207,9182.0
