type_instance,type,time,instance,host,value
user,cpu,03:20:57.658204,0,VM10-1-9-207,248848.0
user,cpu,03:20:57.658217,1,VM10-1-9-207,285262.0
user,cpu,03:20:57.658234,2,VM10-1-9-207,282513.0
user,cpu,03:20:57.658238,3,VM10-1-9-207,322864.0
system,cpu,03:20:57.658241,0,VM10-1-9-207,7293.0
system,cpu,03:20:57.658244,1,VM10-1-9-207,9091.0
system,cpu,03:20:57.658244,2,VM10-1-9-207,9194.0
system,cpu,03:20:57.658261,3,VM10-1-9-207,8256.0
wait,cpu,03:20:57.658262,0,VM10-1-9-207,3907.0
wait,cpu,03:20:57.658262,1,VM10-1-9-207,4602.0
wait,cpu,03:20:57.658263,2,VM10-1-9-207,4583.0
wait,cpu,03:20:57.658263,3,VM10-1-9-207,3910.0
nice,cpu,03:20:57.658264,0,VM10-1-9-207,32.0
nice,cpu,03:20:57.658269,1,VM10-1-9-207,0.0
nice,cpu,03:20:57.658270,2,VM10-1-9-207,7516.0
nice,cpu,03:20:57.658270,3,VM10-1-9-207,0.0
interrupt,cpu,03:20:57.658271,0,VM10-1-9-207,0.0
interrupt,cpu,03:20:57.658272,1,VM10-1-9-207,0.0
interrupt,cpu,03:20:57.658275,2,VM10-1-9-207,0.0
interrupt,cpu,03:20:57.658276,3,VM10-1-9-207,0.0
softirq,cpu,03:20:57.658277,0,VM10-1-9-207,305.0
softirq,cpu,03:20:57.658277,1,VM10-1-9-207,160.0
softirq,cpu,03:20:57.658277,2,VM10-1-9-207,268.0
softirq,cpu,03:20:57.658281,3,VM10-1-9-207,294.0
steal,cpu,03:20:57.658282,0,VM10-1-9-207,94.0
steal,cpu,03:20:57.658282,1,VM10-1-9-207,106.0
steal,cpu,03:20:57.658283,2,VM10-1-9-207,282.0
steal,cpu,03:20:57.658283,3,VM10-1-9-207,239.0
idle,cpu,03:20:57.658283,0,VM10-1-9-207,6510314.0
idle,cpu,03:20:57.658287,1,VM10-1-9-207,6471052.0
idle,cpu,03:20:57.658288,2,VM10-1-9-207,6461322.0
idle,cpu,03:20:57.658288,3,VM10-1-9-207,6433375.0
user,cpu,03:21:07.658194,0,VM10-1-9-207,249848.0
user,cpu,03:21:07.658204,1,VM10-1-9-207,285262.0
user,cpu,03:21:07.658281,2,VM10-1-9-207,282513.0
user,cpu,03:21:07.658296,3,VM10-1-9-207,322866.0
system,cpu,03:21:07.658342,0,VM10-1-9-207,7293.0
system,cpu,03:21:07.658355,1,VM10-1-9-207,9092.0
system,cpu,03:21:07.658389,2,VM10-1-9-207,9195.0
system,cpu,03:21:07.658418,3,VM10-1-9-207,8257.0
wait,cpu,03:21:07.658463,0,VM10-1-9-207,3907.0
wait,cpu,03:21:07.658500,1,VM10-1-9-207,4602.0
wait,cpu,03:21:07.658507,2,VM10-1-9-207,4584.0
wait,cpu,03:21:07.658521,3,VM10-1-9-207,3912.0
nice,cpu,03:21:07.660568,0,VM10-1-9-207,32.0
nice,cpu,03:21:07.660598,1,VM10-1-9-207,0.0
nice,cpu,03:21:07.660619,2,VM10-1-9-207,7516.0
nice,cpu,03:21:07.660650,3,VM10-1-9-207,0.0
interrupt,cpu,03:21:07.660657,0,VM10-1-9-207,0.0
interrupt,cpu,03:21:07.660684,1,VM10-1-9-207,0.0
interrupt,cpu,03:21:07.660696,2,VM10-1-9-207,0.0
interrupt,cpu,03:21:07.660707,3,VM10-1-9-207,0.0
softirq,cpu,03:21:07.660738,0,VM10-1-9-207,305.0
softirq,cpu,03:21:07.660771,1,VM10-1-9-207,160.0
softirq,cpu,03:21:07.660790,2,VM10-1-9-207,268.0
softirq,cpu,03:21:07.660815,3,VM10-1-9-207,294.0
steal,cpu,03:21:07.660834,0,VM10-1-9-207,94.0
steal,cpu,03:21:07.660840,1,VM10-1-9-207,106.0
steal,cpu,03:21:07.660851,2,VM10-1-9-207,282.0
steal,cpu,03:21:07.660898,3,VM10-1-9-207,239.0
idle,cpu,03:21:07.660910,0,VM10-1-9-207,6510314.0
idle,cpu,03:21:07.660920,1,VM10-1-9-207,6472050.0
idle,cpu,03:21:07.661228,2,VM10-1-9-207,6462318.0
idle,cpu,03:21:07.661265,3,VM10-1-9-207,6434370.0
