type,host,value,type_instance,time
memory,VM10-1-9-207,146096128.0,buffered,00:59:26.627803
memory,VM10-1-9-207,3743162368.0,cached,00:59:26.627803
memory,VM10-1-9-207,3902832640.0,free,00:59:26.627803
memory,VM10-1-9-207,320897024.0,slab_recl,00:59:26.627803
memory,VM10-1-9-207,34246656.0,slab_unrecl,00:59:26.627803
memory,VM10-1-9-207,228421632.0,used,00:59:26.627803
memory,VM10-1-9-207,146128896.0,buffered,00:59:36.617773
memory,VM10-1-9-207,3743203328.0,cached,00:59:36.617773
memory,VM10-1-9-207,3902291968.0,free,00:59:36.617773
memory,VM10-1-9-207,320901120.0,slab_recl,00:59:36.617773
memory,VM10-1-9-207,34312192.0,slab_unrecl,00:59:36.617773
memory,VM10-1-9-207,228818944.0,used,00:59:36.617773
