type_instance,value,type,host,instance,time
user,99471.0,cpu,VM10-1-9-207,0,00:59:36.616192
user,112993.0,cpu,VM10-1-9-207,1,00:59:36.616213
user,98460.0,cpu,VM10-1-9-207,2,00:59:36.616225
user,64558.0,cpu,VM10-1-9-207,3,00:59:36.616237
system,6008.0,cpu,VM10-1-9-207,0,00:59:36.616871
system,7744.0,cpu,VM10-1-9-207,1,00:59:36.616884
system,7538.0,cpu,VM10-1-9-207,2,00:59:36.616893
system,7007.0,cpu,VM10-1-9-207,3,00:59:36.616903
wait,3408.0,cpu,VM10-1-9-207,0,00:59:36.616923
wait,4391.0,cpu,VM10-1-9-207,1,00:59:36.617029
wait,4117.0,cpu,VM10-1-9-207,2,00:59:36.617047
wait,3688.0,cpu,VM10-1-9-207,3,00:59:36.617057
nice,32.0,cpu,VM10-1-9-207,0,00:59:36.617099
nice,0.0,cpu,VM10-1-9-207,1,00:59:36.617113
nice,7516.0,cpu,VM10-1-9-207,2,00:59:36.617130
nice,0.0,cpu,VM10-1-9-207,3,00:59:36.617393
interrupt,0.0,cpu,VM10-1-9-207,0,00:59:36.617396
interrupt,0.0,cpu,VM10-1-9-207,1,00:59:36.617398
interrupt,0.0,cpu,VM10-1-9-207,2,00:59:36.617399
interrupt,0.0,cpu,VM10-1-9-207,3,00:59:36.617400
softirq,224.0,cpu,VM10-1-9-207,0,00:59:36.617401
softirq,118.0,cpu,VM10-1-9-207,1,00:59:36.617403
softirq,224.0,cpu,VM10-1-9-207,2,00:59:36.617404
softirq,217.0,cpu,VM10-1-9-207,3,00:59:36.617405
steal,60.0,cpu,VM10-1-9-207,0,00:59:36.618014
steal,66.0,cpu,VM10-1-9-207,1,00:59:36.618048
steal,231.0,cpu,VM10-1-9-207,2,00:59:36.618101
steal,157.0,cpu,VM10-1-9-207,3,00:59:36.618291
idle,5814042.0,cpu,VM10-1-9-207,0,00:59:36.618340
idle,5797342.0,cpu,VM10-1-9-207,1,00:59:36.618351
idle,5800467.0,cpu,VM10-1-9-207,2,00:59:36.618378
idle,5845859.0,cpu,VM10-1-9-207,3,00:59:36.618387
