type_instance,value,type,host,instance,time
user,99460.0,cpu,VM10-1-9-207,0,00:59:12.401744
user,112947.0,cpu,VM10-1-9-207,1,00:59:12.401757
user,98454.0,cpu,VM10-1-9-207,2,00:59:12.401765
user,64204.0,cpu,VM10-1-9-207,3,00:59:12.401774
system,6002.0,cpu,VM10-1-9-207,0,00:59:12.401830
system,7733.0,cpu,VM10-1-9-207,1,00:59:12.401849
system,7531.0,cpu,VM10-1-9-207,2,00:59:12.401860
system,6997.0,cpu,VM10-1-9-207,3,00:59:12.401877
wait,3395.0,cpu,VM10-1-9-207,0,00:59:12.401925
wait,4391.0,cpu,VM10-1-9-207,1,00:59:12.401947
wait,4112.0,cpu,VM10-1-9-207,2,00:59:12.401954
wait,3688.0,cpu,VM10-1-9-207,3,00:59:12.401955
nice,32.0,cpu,VM10-1-9-207,0,00:59:12.401956
nice,0.0,cpu,VM10-1-9-207,1,00:59:12.401956
nice,7516.0,cpu,VM10-1-9-207,2,00:59:12.401957
nice,0.0,cpu,VM10-1-9-207,3,00:59:12.401957
interrupt,0.0,cpu,VM10-1-9-207,0,00:59:12.401958
interrupt,0.0,cpu,VM10-1-9-207,1,00:59:12.401959
interrupt,0.0,cpu,VM10-1-9-207,2,00:59:12.401959
interrupt,0.0,cpu,VM10-1-9-207,3,00:59:12.401960
softirq,224.0,cpu,VM10-1-9-207,0,00:59:12.401961
softirq,118.0,cpu,VM10-1-9-207,1,00:59:12.401962
softirq,224.0,cpu,VM10-1-9-207,2,00:59:12.401962
softirq,217.0,cpu,VM10-1-9-207,3,00:59:12.401963
steal,60.0,cpu,VM10-1-9-207,0,00:59:12.401963
steal,66.0,cpu,VM10-1-9-207,1,00:59:12.401964
steal,231.0,cpu,VM10-1-9-207,2,00:59:12.401964
steal,157.0,cpu,VM10-1-9-207,3,00:59:12.401965
idle,5811654.0,cpu,VM10-1-9-207,0,00:59:12.401966
idle,5794980.0,cpu,VM10-1-9-207,1,00:59:12.402205
idle,5798070.0,cpu,VM10-1-9-207,2,00:59:12.402206
idle,5843807.0,cpu,VM10-1-9-207,3,00:59:12.402206
user,99467.0,cpu,VM10-1-9-207,0,00:59:24.055386
user,112990.0,cpu,VM10-1-9-207,1,00:59:24.055409
user,98458.0,cpu,VM10-1-9-207,2,00:59:24.055428
user,64206.0,cpu,VM10-1-9-207,3,00:59:24.055434
system,6005.0,cpu,VM10-1-9-207,0,00:59:24.055444
system,7741.0,cpu,VM10-1-9-207,1,00:59:24.055462
system,7535.0,cpu,VM10-1-9-207,2,00:59:24.055463
system,7000.0,cpu,VM10-1-9-207,3,00:59:24.055472
wait,3398.0,cpu,VM10-1-9-207,0,00:59:24.055492
wait,4391.0,cpu,VM10-1-9-207,1,00:59:24.055493
wait,4112.0,cpu,VM10-1-9-207,2,00:59:24.055494
wait,3688.0,cpu,VM10-1-9-207,3,00:59:24.055495
nice,32.0,cpu,VM10-1-9-207,0,00:59:24.055496
nice,0.0,cpu,VM10-1-9-207,1,00:59:24.055505
nice,7516.0,cpu,VM10-1-9-207,2,00:59:24.055513
nice,0.0,cpu,VM10-1-9-207,3,00:59:24.055515
interrupt,0.0,cpu,VM10-1-9-207,0,00:59:24.055516
interrupt,0.0,cpu,VM10-1-9-207,1,00:59:24.055517
interrupt,0.0,cpu,VM10-1-9-207,2,00:59:24.055525
interrupt,0.0,cpu,VM10-1-9-207,3,00:59:24.055527
softirq,224.0,cpu,VM10-1-9-207,0,00:59:24.055528
softirq,118.0,cpu,VM10-1-9-207,1,00:59:24.055529
softirq,224.0,cpu,VM10-1-9-207,2,00:59:24.055530
softirq,217.0,cpu,VM10-1-9-207,3,00:59:24.055548
steal,60.0,cpu,VM10-1-9-207,0,00:59:24.055550
steal,66.0,cpu,VM10-1-9-207,1,00:59:24.055551
steal,231.0,cpu,VM10-1-9-207,2,00:59:24.055551
steal,157.0,cpu,VM10-1-9-207,3,00:59:24.055552
idle,5812804.0,cpu,VM10-1-9-207,0,00:59:24.055553
idle,5796091.0,cpu,VM10-1-9-207,1,00:59:24.055561
idle,5799224.0,cpu,VM10-1-9-207,2,00:59:24.055562
idle,5844963.0,cpu,VM10-1-9-207,3,00:59:24.055563
