type,host,value,type_instance,time
memory,VM10-1-9-207,146505728.0,buffered,01:03:26.284720
memory,VM10-1-9-207,3743313920.0,cached,01:03:26.284720
memory,VM10-1-9-207,3900387328.0,free,01:03:26.284720
memory,VM10-1-9-207,320868352.0,slab_recl,01:03:26.284720
memory,VM10-1-9-207,34545664.0,slab_unrecl,01:03:26.284720
memory,VM10-1-9-207,230035456.0,used,01:03:26.284720
memory,VM10-1-9-207,146563072.0,buffered,01:03:36.266377
memory,VM10-1-9-207,3743367168.0,cached,01:03:36.266377
memory,VM10-1-9-207,3782987776.0,free,01:03:36.266377
memory,VM10-1-9-207,320864256.0,slab_recl,01:03:36.266377
memory,VM10-1-9-207,34471936.0,slab_unrecl,01:03:36.266377
memory,VM10-1-9-207,347402240.0,used,01:03:36.266377
memory,VM10-1-9-207,146575360.0,buffered,01:03:46.268313
memory,VM10-1-9-207,3743375360.0,cached,01:03:46.268313
memory,VM10-1-9-207,3780640768.0,free,01:03:46.268313
memory,VM10-1-9-207,320847872.0,slab_recl,01:03:46.268313
memory,VM10-1-9-207,34222080.0,slab_unrecl,01:03:46.268313
memory,VM10-1-9-207,349995008.0,used,01:03:46.268313
memory,VM10-1-9-207,146575360.0,buffered,01:03:56.268352
memory,VM10-1-9-207,3743379456.0,cached,01:03:56.268352
memory,VM10-1-9-207,3778478080.0,free,01:03:56.268352
memory,VM10-1-9-207,320851968.0,slab_recl,01:03:56.268352
memory,VM10-1-9-207,34299904.0,slab_unrecl,01:03:56.268352
memory,VM10-1-9-207,352071680.0,used,01:03:56.268352
memory,VM10-1-9-207,146587648.0,buffered,01:04:06.266711
memory,VM10-1-9-207,3743387648.0,cached,01:04:06.266711
memory,VM10-1-9-207,3776573440.0,free,01:04:06.266711
memory,VM10-1-9-207,320851968.0,slab_recl,01:04:06.266711
memory,VM10-1-9-207,34131968.0,slab_unrecl,01:04:06.266711
memory,VM10-1-9-207,354123776.0,used,01:04:06.266711
memory,VM10-1-9-207,146587648.0,buffered,01:04:16.266549
memory,VM10-1-9-207,3743399936.0,cached,01:04:16.266549
memory,VM10-1-9-207,3774345216.0,free,01:04:16.266549
memory,VM10-1-9-207,320856064.0,slab_recl,01:04:16.266549
memory,VM10-1-9-207,34000896.0,slab_unrecl,01:04:16.266549
memory,VM10-1-9-207,356466688.0,used,01:04:16.266549
memory,VM10-1-9-207,146591744.0,buffered,01:04:26.267078
memory,VM10-1-9-207,3743404032.0,cached,01:04:26.267078
memory,VM10-1-9-207,3774603264.0,free,01:04:26.267078
memory,VM10-1-9-207,320856064.0,slab_recl,01:04:26.267078
memory,VM10-1-9-207,33828864.0,slab_unrecl,01:04:26.267078
memory,VM10-1-9-207,356372480.0,used,01:04:26.267078
memory,VM10-1-9-207,146599936.0,buffered,01:04:36.266454
memory,VM10-1-9-207,3743412224.0,cached,01:04:36.266454
memory,VM10-1-9-207,3772153856.0,free,01:04:36.266454
memory,VM10-1-9-207,320851968.0,slab_recl,01:04:36.266454
memory,VM10-1-9-207,34148352.0,slab_unrecl,01:04:36.266454
memory,VM10-1-9-207,358490112.0,used,01:04:36.266454
memory,VM10-1-9-207,146604032.0,buffered,01:04:46.266122
memory,VM10-1-9-207,3743420416.0,cached,01:04:46.266122
memory,VM10-1-9-207,3770441728.0,free,01:04:46.266122
memory,VM10-1-9-207,320835584.0,slab_recl,01:04:46.266122
memory,VM10-1-9-207,33869824.0,slab_unrecl,01:04:46.266122
memory,VM10-1-9-207,360484864.0,used,01:04:46.266122
memory,VM10-1-9-207,146608128.0,buffered,01:04:56.266896
memory,VM10-1-9-207,3743428608.0,cached,01:04:56.266896
memory,VM10-1-9-207,3768287232.0,free,01:04:56.266896
memory,VM10-1-9-207,320823296.0,slab_recl,01:04:56.266896
memory,VM10-1-9-207,33779712.0,slab_unrecl,01:04:56.266896
memory,VM10-1-9-207,362729472.0,used,01:04:56.266896
memory,VM10-1-9-207,146616320.0,buffered,01:05:06.266197
