type,host,value,type_instance,time
memory,VM10-1-9-207,146329600.0,buffered,01:00:49.885703
memory,VM10-1-9-207,3743268864.0,cached,01:00:49.885703
memory,VM10-1-9-207,3901370368.0,free,01:00:49.885703
memory,VM10-1-9-207,320868352.0,slab_recl,01:00:49.885703
memory,VM10-1-9-207,34115584.0,slab_unrecl,01:00:49.885703
memory,VM10-1-9-207,229703680.0,used,01:00:49.885703
memory,VM10-1-9-207,146370560.0,buffered,01:00:59.867341
memory,VM10-1-9-207,3743268864.0,cached,01:00:59.867341
memory,VM10-1-9-207,3817443328.0,free,01:00:59.867341
memory,VM10-1-9-207,320913408.0,slab_recl,01:00:59.867341
memory,VM10-1-9-207,34394112.0,slab_unrecl,01:00:59.867341
memory,VM10-1-9-207,313266176.0,used,01:00:59.867341
memory,VM10-1-9-207,146382848.0,buffered,01:01:09.867381
memory,VM10-1-9-207,3743277056.0,cached,01:01:09.867381
memory,VM10-1-9-207,3815288832.0,free,01:01:09.867381
memory,VM10-1-9-207,320860160.0,slab_recl,01:01:09.867381
memory,VM10-1-9-207,33931264.0,slab_unrecl,01:01:09.867381
memory,VM10-1-9-207,315916288.0,used,01:01:09.867381
memory,VM10-1-9-207,146391040.0,buffered,01:01:19.868045
memory,VM10-1-9-207,3743285248.0,cached,01:01:19.868045
memory,VM10-1-9-207,3813130240.0,free,01:01:19.868045
memory,VM10-1-9-207,320839680.0,slab_recl,01:01:19.868045
memory,VM10-1-9-207,33734656.0,slab_unrecl,01:01:19.868045
memory,VM10-1-9-207,318275584.0,used,01:01:19.868045
memory,VM10-1-9-207,146399232.0,buffered,01:01:29.867334
memory,VM10-1-9-207,3743293440.0,cached,01:01:29.867334
memory,VM10-1-9-207,3811094528.0,free,01:01:29.867334
memory,VM10-1-9-207,320835584.0,slab_recl,01:01:29.867334
memory,VM10-1-9-207,34197504.0,slab_unrecl,01:01:29.867334
memory,VM10-1-9-207,319836160.0,used,01:01:29.867334
memory,VM10-1-9-207,146403328.0,buffered,01:01:39.867347
memory,VM10-1-9-207,3743301632.0,cached,01:01:39.867347
memory,VM10-1-9-207,3809095680.0,free,01:01:39.867347
memory,VM10-1-9-207,320843776.0,slab_recl,01:01:39.867347
memory,VM10-1-9-207,34082816.0,slab_unrecl,01:01:39.867347
memory,VM10-1-9-207,321929216.0,used,01:01:39.867347
memory,VM10-1-9-207,146411520.0,buffered,01:01:49.867337
memory,VM10-1-9-207,3743305728.0,cached,01:01:49.867337
memory,VM10-1-9-207,3806932992.0,free,01:01:49.867337
memory,VM10-1-9-207,320847872.0,slab_recl,01:01:49.867337
memory,VM10-1-9-207,33935360.0,slab_unrecl,01:01:49.867337
memory,VM10-1-9-207,324222976.0,used,01:01:49.867337
memory,VM10-1-9-207,146415616.0,buffered,01:01:59.868068
memory,VM10-1-9-207,3743318016.0,cached,01:01:59.868068
memory,VM10-1-9-207,3804934144.0,free,01:01:59.868068
memory,VM10-1-9-207,320847872.0,slab_recl,01:01:59.868068
memory,VM10-1-9-207,33734656.0,slab_unrecl,01:01:59.868068
memory,VM10-1-9-207,326406144.0,used,01:01:59.868068
memory,VM10-1-9-207,146423808.0,buffered,01:02:09.867315
memory,VM10-1-9-207,3743326208.0,cached,01:02:09.867315
memory,VM10-1-9-207,3802705920.0,free,01:02:09.867315
memory,VM10-1-9-207,320839680.0,slab_recl,01:02:09.867315
memory,VM10-1-9-207,34181120.0,slab_unrecl,01:02:09.867315
memory,VM10-1-9-207,328179712.0,used,01:02:09.867315
memory,VM10-1-9-207,146436096.0,buffered,01:02:19.867346
memory,VM10-1-9-207,3743330304.0,cached,01:02:19.867346
memory,VM10-1-9-207,3800739840.0,free,01:02:19.867346
memory,VM10-1-9-207,320843776.0,slab_recl,01:02:19.867346
memory,VM10-1-9-207,34123776.0,slab_unrecl,01:02:19.867346
memory,VM10-1-9-207,330182656.0,used,01:02:19.867346
memory,VM10-1-9-207,146436096.0,buffered,01:02:29.867341
memory,VM10-1-9-207,3743338496.0,cached,01:02:29.867341
memory,VM10-1-9-207,3798544384.0,free,01:02:29.867341
memory,VM10-1-9-207,320839680.0,slab_recl,01:02:29.867341
memory,VM10-1-9-207,33898496.0,slab_unrecl,01:02:29.867341
memory,VM10-1-9-207,332599296.0,used,01:02:29.867341
memory,VM10-1-9-207,146436096.0,buffered,01:02:39.867323
memory,VM10-1-9-207,3743346688.0,cached,01:02:39.867323
memory,VM10-1-9-207,3796381696.0,free,01:02:39.867323
memory,VM10-1-9-207,320835584.0,slab_recl,01:02:39.867323
memory,VM10-1-9-207,33792000.0,slab_unrecl,01:02:39.867323
