type_instance,value,type,host,instance,time
user,99475.0,cpu,VM10-1-9-207,0,00:59:52.285935
user,113390.0,cpu,VM10-1-9-207,1,00:59:52.285946
user,98465.0,cpu,VM10-1-9-207,2,00:59:52.285951
user,64561.0,cpu,VM10-1-9-207,3,00:59:52.285955
system,6014.0,cpu,VM10-1-9-207,0,00:59:52.285990
system,7754.0,cpu,VM10-1-9-207,1,00:59:52.286054
system,7540.0,cpu,VM10-1-9-207,2,00:59:52.286055
system,7010.0,cpu,VM10-1-9-207,3,00:59:52.286072
wait,3415.0,cpu,VM10-1-9-207,0,00:59:52.286073
wait,4392.0,cpu,VM10-1-9-207,1,00:59:52.286074
wait,4117.0,cpu,VM10-1-9-207,2,00:59:52.286074
wait,3688.0,cpu,VM10-1-9-207,3,00:59:52.286075
nice,32.0,cpu,VM10-1-9-207,0,00:59:52.286079
nice,0.0,cpu,VM10-1-9-207,1,00:59:52.286080
nice,7516.0,cpu,VM10-1-9-207,2,00:59:52.286081
nice,0.0,cpu,VM10-1-9-207,3,00:59:52.286081
interrupt,0.0,cpu,VM10-1-9-207,0,00:59:52.286082
interrupt,0.0,cpu,VM10-1-9-207,1,00:59:52.286083
interrupt,0.0,cpu,VM10-1-9-207,2,00:59:52.286087
interrupt,0.0,cpu,VM10-1-9-207,3,00:59:52.286088
softirq,225.0,cpu,VM10-1-9-207,0,00:59:52.286088
softirq,118.0,cpu,VM10-1-9-207,1,00:59:52.286088
softirq,224.0,cpu,VM10-1-9-207,2,00:59:52.286089
softirq,217.0,cpu,VM10-1-9-207,3,00:59:52.286093
steal,60.0,cpu,VM10-1-9-207,0,00:59:52.286093
steal,66.0,cpu,VM10-1-9-207,1,00:59:52.286094
steal,231.0,cpu,VM10-1-9-207,2,00:59:52.286094
steal,157.0,cpu,VM10-1-9-207,3,00:59:52.286095
idle,5815593.0,cpu,VM10-1-9-207,0,00:59:52.286099
idle,5798502.0,cpu,VM10-1-9-207,1,00:59:52.286100
idle,5802026.0,cpu,VM10-1-9-207,2,00:59:52.286100
idle,5847417.0,cpu,VM10-1-9-207,3,00:59:52.286100
user,100474.0,cpu,VM10-1-9-207,0,01:00:02.285867
user,113390.0,cpu,VM10-1-9-207,1,01:00:02.285882
user,98465.0,cpu,VM10-1-9-207,2,01:00:02.285897
user,64562.0,cpu,VM10-1-9-207,3,01:00:02.285900
system,6015.0,cpu,VM10-1-9-207,0,01:00:02.285903
system,7756.0,cpu,VM10-1-9-207,1,01:00:02.285906
system,7541.0,cpu,VM10-1-9-207,2,01:00:02.285906
system,7011.0,cpu,VM10-1-9-207,3,01:00:02.285907
wait,3415.0,cpu,VM10-1-9-207,0,01:00:02.285907
wait,4392.0,cpu,VM10-1-9-207,1,01:00:02.285908
wait,4117.0,cpu,VM10-1-9-207,2,01:00:02.285908
wait,3688.0,cpu,VM10-1-9-207,3,01:00:02.285908
nice,32.0,cpu,VM10-1-9-207,0,01:00:02.285915
nice,0.0,cpu,VM10-1-9-207,1,01:00:02.285915
nice,7516.0,cpu,VM10-1-9-207,2,01:00:02.285916
nice,0.0,cpu,VM10-1-9-207,3,01:00:02.285916
interrupt,0.0,cpu,VM10-1-9-207,0,01:00:02.285918
interrupt,0.0,cpu,VM10-1-9-207,1,01:00:02.285918
interrupt,0.0,cpu,VM10-1-9-207,2,01:00:02.285919
interrupt,0.0,cpu,VM10-1-9-207,3,01:00:02.285919
softirq,225.0,cpu,VM10-1-9-207,0,01:00:02.285920
softirq,118.0,cpu,VM10-1-9-207,1,01:00:02.285921
softirq,224.0,cpu,VM10-1-9-207,2,01:00:02.285921
softirq,217.0,cpu,VM10-1-9-207,3,01:00:02.285922
steal,60.0,cpu,VM10-1-9-207,0,01:00:02.285923
steal,66.0,cpu,VM10-1-9-207,1,01:00:02.285923
steal,231.0,cpu,VM10-1-9-207,2,01:00:02.285924
steal,157.0,cpu,VM10-1-9-207,3,01:00:02.285924
idle,5815593.0,cpu,VM10-1-9-207,0,01:00:02.285925
idle,5799498.0,cpu,VM10-1-9-207,1,01:00:02.285925
idle,5803024.0,cpu,VM10-1-9-207,2,01:00:02.285926
idle,5848415.0,cpu,VM10-1-9-207,3,01:00:02.285927
user,101473.0,cpu,VM10-1-9-207,0,01:00:12.285939
user,113390.0,cpu,VM10-1-9-207,1,01:00:12.285946
user,98466.0,cpu,VM10-1-9-207,2,01:00:12.285950
user,64562.0,cpu,VM10-1-9-207,3,01:00:12.285954
system,6016.0,cpu,VM10-1-9-207,0,01:00:12.285959
system,7756.0,cpu,VM10-1-9-207,1,01:00:12.285974
system,7541.0,cpu,VM10-1-9-207,2,01:00:12.285974
system,7012.0,cpu,VM10-1-9-207,3,01:00:12.285975
wait,3415.0,cpu,VM10-1-9-207,0,01:00:12.285975
wait,4392.0,cpu,VM10-1-9-207,1,01:00:12.285975
wait,4118.0,cpu,VM10-1-9-207,2,01:00:12.285976
wait,3688.0,cpu,VM10-1-9-207,3,01:00:12.285976
nice,32.0,cpu,VM10-1-9-207,0,01:00:12.285977
nice,0.0,cpu,VM10-1-9-207,1,01:00:12.285978
nice,7516.0,cpu,VM10-1-9-207,2,01:00:12.285978
nice,0.0,cpu,VM10-1-9-207,3,01:00:12.285979
interrupt,0.0,cpu,VM10-1-9-207,0,01:00:12.285980
interrupt,0.0,cpu,VM10-1-9-207,1,01:00:12.285980
interrupt,0.0,cpu,VM10-1-9-207,2,01:00:12.285981
interrupt,0.0,cpu,VM10-1-9-207,3,01:00:12.285982
softirq,225.0,cpu,VM10-1-9-207,0,01:00:12.285982
softirq,118.0,cpu,VM10-1-9-207,1,01:00:12.285983
softirq,224.0,cpu,VM10-1-9-207,2,01:00:12.285984
softirq,217.0,cpu,VM10-1-9-207,3,01:00:12.285984
steal,60.0,cpu,VM10-1-9-207,0,01:00:12.285985
steal,66.0,cpu,VM10-1-9-207,1,01:00:12.285986
steal,231.0,cpu,VM10-1-9-207,2,01:00:12.285986
steal,157.0,cpu,VM10-1-9-207,3,01:00:12.285987
idle,5815593.0,cpu,VM10-1-9-207,0,01:00:12.285987
idle,5800496.0,cpu,VM10-1-9-207,1,01:00:12.286025
idle,5804020.0,cpu,VM10-1-9-207,2,01:00:12.286026
idle,5849412.0,cpu,VM10-1-9-207,3,01:00:12.286026
user,102472.0,cpu,VM10-1-9-207,0,01:00:22.285904
user,113391.0,cpu,VM10-1-9-207,1,01:00:22.285914
user,98466.0,cpu,VM10-1-9-207,2,01:00:22.285923
user,64562.0,cpu,VM10-1-9-207,3,01:00:22.285927
