instance,time,value,host,type_instance,type
0,02:10:15.540876,182834.0,VM10-1-9-207,user,cpu
1,02:10:15.540894,222374.0,VM10-1-9-207,user,cpu
2,02:10:15.540898,181675.0,VM10-1-9-207,user,cpu
3,02:10:15.540902,173293.0,VM10-1-9-207,user,cpu
0,02:10:15.540915,6569.0,VM10-1-9-207,system,cpu
1,02:10:15.540918,8444.0,VM10-1-9-207,system,cpu
2,02:10:15.540924,8296.0,VM10-1-9-207,system,cpu
3,02:10:15.540925,7648.0,VM10-1-9-207,system,cpu
0,02:10:15.540925,3566.0,VM10-1-9-207,wait,cpu
1,02:10:15.540926,4487.0,VM10-1-9-207,wait,cpu
2,02:10:15.540926,4370.0,VM10-1-9-207,wait,cpu
3,02:10:15.540930,3843.0,VM10-1-9-207,wait,cpu
0,02:10:15.540931,32.0,VM10-1-9-207,nice,cpu
1,02:10:15.540931,0.0,VM10-1-9-207,nice,cpu
2,02:10:15.540932,7516.0,VM10-1-9-207,nice,cpu
3,02:10:15.540944,0.0,VM10-1-9-207,nice,cpu
0,02:10:15.540948,0.0,VM10-1-9-207,interrupt,cpu
1,02:10:15.540948,0.0,VM10-1-9-207,interrupt,cpu
2,02:10:15.540949,0.0,VM10-1-9-207,interrupt,cpu
3,02:10:15.540949,0.0,VM10-1-9-207,interrupt,cpu
0,02:10:15.540950,266.0,VM10-1-9-207,softirq,cpu
1,02:10:15.540950,136.0,VM10-1-9-207,softirq,cpu
2,02:10:15.540954,250.0,VM10-1-9-207,softirq,cpu
3,02:10:15.540955,246.0,VM10-1-9-207,softirq,cpu
0,02:10:15.540955,78.0,VM10-1-9-207,steal,cpu
1,02:10:15.540956,88.0,VM10-1-9-207,steal,cpu
2,02:10:15.540956,255.0,VM10-1-9-207,steal,cpu
3,02:10:15.540960,196.0,VM10-1-9-207,steal,cpu
0,02:10:15.540961,6153470.0,VM10-1-9-207,idle,cpu
1,02:10:15.540961,6110809.0,VM10-1-9-207,idle,cpu
2,02:10:15.540962,6139596.0,VM10-1-9-207,idle,cpu
3,02:10:15.540962,6159798.0,VM10-1-9-207,idle,cpu
