host,time,type_instance,value,type
VM10-1-9-207,02:14:19.825313,buffered,154804224.0,memory
VM10-1-9-207,02:14:19.825313,cached,3772432384.0,memory
VM10-1-9-207,02:14:19.825313,free,3872456704.0,memory
VM10-1-9-207,02:14:19.825313,slab_recl,326746112.0,memory
VM10-1-9-207,02:14:19.825313,slab_unrecl,38051840.0,memory
VM10-1-9-207,02:14:19.825313,used,211165184.0,memory
VM10-1-9-207,02:14:29.808390,buffered,155009024.0,memory
VM10-1-9-207,02:14:29.808390,cached,3772649472.0,memory
VM10-1-9-207,02:14:29.808390,free,3729268736.0,memory
VM10-1-9-207,02:14:29.808390,slab_recl,327266304.0,memory
VM10-1-9-207,02:14:29.808390,slab_unrecl,39034880.0,memory
VM10-1-9-207,02:14:29.808390,used,352428032.0,memory
VM10-1-9-207,02:14:39.808436,buffered,155049984.0,memory
VM10-1-9-207,02:14:39.808436,cached,3774308352.0,memory
VM10-1-9-207,02:14:39.808436,free,3723939840.0,memory
VM10-1-9-207,02:14:39.808436,slab_recl,327172096.0,memory
VM10-1-9-207,02:14:39.808436,slab_unrecl,38293504.0,memory
VM10-1-9-207,02:14:39.808436,used,356892672.0,memory
VM10-1-9-207,02:14:49.808399,buffered,155054080.0,memory
VM10-1-9-207,02:14:49.808399,cached,3774320640.0,memory
VM10-1-9-207,02:14:49.808399,free,3722317824.0,memory
VM10-1-9-207,02:14:49.808399,slab_recl,327065600.0,memory
VM10-1-9-207,02:14:49.808399,slab_unrecl,37752832.0,memory
VM10-1-9-207,02:14:49.808399,used,359145472.0,memory
VM10-1-9-207,02:14:59.808479,buffered,155070464.0,memory
VM10-1-9-207,02:14:59.808479,cached,3774324736.0,memory
VM10-1-9-207,02:14:59.808479,free,3722481664.0,memory
VM10-1-9-207,02:14:59.808479,slab_recl,327057408.0,memory
VM10-1-9-207,02:14:59.808479,slab_unrecl,37756928.0,memory
VM10-1-9-207,02:14:59.808479,used,358965248.0,memory
VM10-1-9-207,02:15:09.808406,buffered,155090944.0,memory
VM10-1-9-207,02:15:09.808406,cached,3774332928.0,memory
VM10-1-9-207,02:15:09.808406,free,3720318976.0,memory
VM10-1-9-207,02:15:09.808406,slab_recl,327036928.0,memory
VM10-1-9-207,02:15:09.808406,slab_unrecl,37806080.0,memory
VM10-1-9-207,02:15:09.808406,used,361070592.0,memory
VM10-1-9-207,02:15:19.808400,buffered,155095040.0,memory
VM10-1-9-207,02:15:19.808400,cached,3774341120.0,memory
VM10-1-9-207,02:15:19.808400,free,3718615040.0,memory
VM10-1-9-207,02:15:19.808400,slab_recl,327012352.0,memory
VM10-1-9-207,02:15:19.808400,slab_unrecl,37593088.0,memory
VM10-1-9-207,02:15:19.808400,used,362999808.0,memory
VM10-1-9-207,02:15:29.808419,buffered,155107328.0,memory
VM10-1-9-207,02:15:29.808419,cached,3774349312.0,memory
VM10-1-9-207,02:15:29.808419,free,3716513792.0,memory
VM10-1-9-207,02:15:29.808419,slab_recl,327008256.0,memory
VM10-1-9-207,02:15:29.808419,slab_unrecl,37437440.0,memory
VM10-1-9-207,02:15:29.808419,used,365240320.0,memory
VM10-1-9-207,02:15:39.809430,buffered,155107328.0,memory
VM10-1-9-207,02:15:39.809430,cached,3774357504.0,memory
VM10-1-9-207,02:15:39.809430,free,3714269184.0,memory
VM10-1-9-207,02:15:39.809430,slab_recl,326979584.0,memory
VM10-1-9-207,02:15:39.809430,slab_unrecl,37781504.0,memory
VM10-1-9-207,02:15:39.809430,used,367161344.0,memory
VM10-1-9-207,02:15:49.808389,buffered,155119616.0,memory
VM10-1-9-207,02:15:49.808389,cached,3774357504.0,memory
VM10-1-9-207,02:15:49.808389,free,3714203648.0,memory
VM10-1-9-207,02:15:49.808389,slab_recl,326983680.0,memory
VM10-1-9-207,02:15:49.808389,slab_unrecl,37744640.0,memory
VM10-1-9-207,02:15:49.808389,used,367247360.0,memory
VM10-1-9-207,02:15:59.808438,buffered,155136000.0,memory
VM10-1-9-207,02:15:59.808438,cached,3774373888.0,memory
VM10-1-9-207,02:15:59.808438,free,3712204800.0,memory
VM10-1-9-207,02:15:59.808438,slab_recl,326987776.0,memory
VM10-1-9-207,02:15:59.808438,slab_unrecl,37613568.0,memory
VM10-1-9-207,02:15:59.808438,used,369340416.0,memory
VM10-1-9-207,02:16:09.808388,buffered,155152384.0,memory
VM10-1-9-207,02:16:09.808388,cached,3774382080.0,memory
VM10-1-9-207,02:16:09.808388,free,3710296064.0,memory
VM10-1-9-207,02:16:09.808388,slab_recl,326987776.0,memory
VM10-1-9-207,02:16:09.808388,slab_unrecl,37478400.0,memory
VM10-1-9-207,02:16:09.808388,used,371359744.0,memory
VM10-1-9-207,02:16:19.808389,buffered,155164672.0,memory
VM10-1-9-207,02:16:19.808389,cached,3774390272.0,memory
VM10-1-9-207,02:16:19.808389,free,3707879424.0,memory
VM10-1-9-207,02:16:19.808389,slab_recl,326987776.0,memory
VM10-1-9-207,02:16:19.808389,slab_unrecl,37679104.0,memory
VM10-1-9-207,02:16:19.808389,used,373555200.0,memory
VM10-1-9-207,02:16:29.808352,buffered,155172864.0,memory
VM10-1-9-207,02:16:29.808352,cached,3774398464.0,memory
VM10-1-9-207,02:16:29.808352,free,3705880576.0,memory
VM10-1-9-207,02:16:29.808352,slab_recl,326991872.0,memory
VM10-1-9-207,02:16:29.808352,slab_unrecl,37679104.0,memory
VM10-1-9-207,02:16:29.808352,used,375533568.0,memory
VM10-1-9-207,02:16:39.808452,buffered,155181056.0,memory
VM10-1-9-207,02:16:39.808452,cached,3774406656.0,memory
VM10-1-9-207,02:16:39.808452,free,3703590912.0,memory
VM10-1-9-207,02:16:39.808452,slab_recl,326979584.0,memory
VM10-1-9-207,02:16:39.808452,slab_unrecl,37502976.0,memory
VM10-1-9-207,02:16:39.808452,used,377995264.0,memory
VM10-1-9-207,02:16:49.808401,buffered,155185152.0,memory
VM10-1-9-207,02:16:49.808401,cached,3774414848.0,memory
VM10-1-9-207,02:16:49.808401,free,3703562240.0,memory
VM10-1-9-207,02:16:49.808401,slab_recl,326983680.0,memory
VM10-1-9-207,02:16:49.808401,slab_unrecl,37744640.0,memory
VM10-1-9-207,02:16:49.808401,used,377765888.0,memory
VM10-1-9-207,02:16:59.817003,buffered,155189248.0,memory
VM10-1-9-207,02:16:59.817003,cached,3774418944.0,memory
VM10-1-9-207,02:16:59.817003,free,3701399552.0,memory
VM10-1-9-207,02:16:59.817003,slab_recl,326975488.0,memory
VM10-1-9-207,02:16:59.817003,slab_unrecl,37556224.0,memory
VM10-1-9-207,02:16:59.817003,used,380116992.0,memory
VM10-1-9-207,02:17:09.808555,buffered,155201536.0,memory
VM10-1-9-207,02:17:09.808555,cached,3774431232.0,memory
VM10-1-9-207,02:17:09.808555,free,3698733056.0,memory
VM10-1-9-207,02:17:09.808555,slab_recl,326995968.0,memory
VM10-1-9-207,02:17:09.808555,slab_unrecl,37965824.0,memory
VM10-1-9-207,02:17:09.808555,used,382328832.0,memory
VM10-1-9-207,02:17:19.809164,buffered,155217920.0,memory
VM10-1-9-207,02:17:19.809164,cached,3774439424.0,memory
VM10-1-9-207,02:17:19.809164,free,3696730112.0,memory
VM10-1-9-207,02:17:19.809164,slab_recl,326983680.0,memory
VM10-1-9-207,02:17:19.809164,slab_unrecl,37732352.0,memory
VM10-1-9-207,02:17:19.809164,used,384552960.0,memory
VM10-1-9-207,02:17:29.808410,buffered,155234304.0,memory
VM10-1-9-207,02:17:29.808410,cached,3774447616.0,memory
VM10-1-9-207,02:17:29.808410,free,3694534656.0,memory
VM10-1-9-207,02:17:29.808410,slab_recl,326983680.0,memory
VM10-1-9-207,02:17:29.808410,slab_unrecl,37531648.0,memory
VM10-1-9-207,02:17:29.808410,used,386924544.0,memory
VM10-1-9-207,02:17:39.809031,buffered,155250688.0,memory
VM10-1-9-207,02:17:39.809031,cached,3774451712.0,memory
VM10-1-9-207,02:17:39.809031,free,3694665728.0,memory
VM10-1-9-207,02:17:39.809031,slab_recl,326979584.0,memory
VM10-1-9-207,02:17:39.809031,slab_unrecl,37449728.0,memory
VM10-1-9-207,02:17:39.809031,used,386859008.0,memory
VM10-1-9-207,02:17:49.808580,buffered,155258880.0,memory
VM10-1-9-207,02:17:49.808580,cached,3774459904.0,memory
VM10-1-9-207,02:17:49.808580,free,3692343296.0,memory
VM10-1-9-207,02:17:49.808580,slab_recl,326979584.0,memory
VM10-1-9-207,02:17:49.808580,slab_unrecl,37703680.0,memory
VM10-1-9-207,02:17:49.808580,used,388911104.0,memory
VM10-1-9-207,02:17:59.813578,buffered,155258880.0,memory
VM10-1-9-207,02:17:59.813578,cached,3774472192.0,memory
VM10-1-9-207,02:17:59.813578,free,3690344448.0,memory
VM10-1-9-207,02:17:59.813578,slab_recl,326971392.0,memory
VM10-1-9-207,02:17:59.813578,slab_unrecl,37564416.0,memory
VM10-1-9-207,02:17:59.813578,used,391045120.0,memory
VM10-1-9-207,02:18:09.808393,buffered,155275264.0,memory
VM10-1-9-207,02:18:09.808393,cached,3774480384.0,memory
VM10-1-9-207,02:18:09.808393,free,3688181760.0,memory
VM10-1-9-207,02:18:09.808393,slab_recl,326979584.0,memory
