instance,time,value,host,type_instance,type
0,02:10:28.887886,182837.0,VM10-1-9-207,user,cpu
1,02:10:28.887892,222724.0,VM10-1-9-207,user,cpu
2,02:10:28.887906,181684.0,VM10-1-9-207,user,cpu
3,02:10:28.887909,173296.0,VM10-1-9-207,user,cpu
0,02:10:28.887913,6577.0,VM10-1-9-207,system,cpu
1,02:10:28.887916,8464.0,VM10-1-9-207,system,cpu
2,02:10:28.887917,8304.0,VM10-1-9-207,system,cpu
3,02:10:28.887918,7653.0,VM10-1-9-207,system,cpu
0,02:10:28.887918,3573.0,VM10-1-9-207,wait,cpu
1,02:10:28.887919,4487.0,VM10-1-9-207,wait,cpu
2,02:10:28.887919,4371.0,VM10-1-9-207,wait,cpu
3,02:10:28.887920,3844.0,VM10-1-9-207,wait,cpu
0,02:10:28.887920,32.0,VM10-1-9-207,nice,cpu
1,02:10:28.887921,0.0,VM10-1-9-207,nice,cpu
2,02:10:28.887921,7516.0,VM10-1-9-207,nice,cpu
3,02:10:28.887922,0.0,VM10-1-9-207,nice,cpu
0,02:10:28.887923,0.0,VM10-1-9-207,interrupt,cpu
1,02:10:28.887923,0.0,VM10-1-9-207,interrupt,cpu
2,02:10:28.887930,0.0,VM10-1-9-207,interrupt,cpu
3,02:10:28.887931,0.0,VM10-1-9-207,interrupt,cpu
0,02:10:28.887931,267.0,VM10-1-9-207,softirq,cpu
1,02:10:28.887932,136.0,VM10-1-9-207,softirq,cpu
2,02:10:28.887932,250.0,VM10-1-9-207,softirq,cpu
3,02:10:28.887937,246.0,VM10-1-9-207,softirq,cpu
0,02:10:28.887937,79.0,VM10-1-9-207,steal,cpu
1,02:10:28.887938,89.0,VM10-1-9-207,steal,cpu
2,02:10:28.887938,255.0,VM10-1-9-207,steal,cpu
3,02:10:28.887938,196.0,VM10-1-9-207,steal,cpu
0,02:10:28.887939,6154782.0,VM10-1-9-207,idle,cpu
1,02:10:28.887943,6111773.0,VM10-1-9-207,idle,cpu
2,02:10:28.887944,6140909.0,VM10-1-9-207,idle,cpu
3,02:10:28.887944,6161118.0,VM10-1-9-207,idle,cpu
