instance,time,value,host,type_instance,type
0,02:10:45.413975,183184.0,VM10-1-9-207,user,cpu
1,02:10:45.414281,222737.0,VM10-1-9-207,user,cpu
2,02:10:45.414312,181699.0,VM10-1-9-207,user,cpu
3,02:10:45.414317,173303.0,VM10-1-9-207,user,cpu
0,02:10:45.414321,6586.0,VM10-1-9-207,system,cpu
1,02:10:45.414605,8475.0,VM10-1-9-207,system,cpu
2,02:10:45.414606,8324.0,VM10-1-9-207,system,cpu
3,02:10:45.414607,7663.0,VM10-1-9-207,system,cpu
0,02:10:45.414607,3591.0,VM10-1-9-207,wait,cpu
1,02:10:45.414608,4489.0,VM10-1-9-207,wait,cpu
2,02:10:45.414608,4373.0,VM10-1-9-207,wait,cpu
3,02:10:45.414609,3845.0,VM10-1-9-207,wait,cpu
0,02:10:45.414615,32.0,VM10-1-9-207,nice,cpu
1,02:10:45.414616,0.0,VM10-1-9-207,nice,cpu
2,02:10:45.414617,7516.0,VM10-1-9-207,nice,cpu
3,02:10:45.414617,0.0,VM10-1-9-207,nice,cpu
0,02:10:45.414618,0.0,VM10-1-9-207,interrupt,cpu
1,02:10:45.414618,0.0,VM10-1-9-207,interrupt,cpu
2,02:10:45.414623,0.0,VM10-1-9-207,interrupt,cpu
3,02:10:45.414623,0.0,VM10-1-9-207,interrupt,cpu
0,02:10:45.414624,268.0,VM10-1-9-207,softirq,cpu
1,02:10:45.414624,136.0,VM10-1-9-207,softirq,cpu
2,02:10:45.414625,250.0,VM10-1-9-207,softirq,cpu
3,02:10:45.414629,247.0,VM10-1-9-207,softirq,cpu
0,02:10:45.414630,79.0,VM10-1-9-207,steal,cpu
1,02:10:45.414630,89.0,VM10-1-9-207,steal,cpu
2,02:10:45.414631,255.0,VM10-1-9-207,steal,cpu
3,02:10:45.414631,197.0,VM10-1-9-207,steal,cpu
0,02:10:45.414635,6156056.0,VM10-1-9-207,idle,cpu
1,02:10:45.414636,6113395.0,VM10-1-9-207,idle,cpu
2,02:10:45.414636,6142520.0,VM10-1-9-207,idle,cpu
3,02:10:45.414637,6162748.0,VM10-1-9-207,idle,cpu
0,02:10:55.413873,184182.0,VM10-1-9-207,user,cpu
1,02:10:55.413937,222738.0,VM10-1-9-207,user,cpu
2,02:10:55.413944,181700.0,VM10-1-9-207,user,cpu
3,02:10:55.413972,173304.0,VM10-1-9-207,user,cpu
0,02:10:55.413987,6588.0,VM10-1-9-207,system,cpu
1,02:10:55.414001,8475.0,VM10-1-9-207,system,cpu
2,02:10:55.414046,8325.0,VM10-1-9-207,system,cpu
3,02:10:55.414068,7664.0,VM10-1-9-207,system,cpu
0,02:10:55.414093,3591.0,VM10-1-9-207,wait,cpu
1,02:10:55.414114,4489.0,VM10-1-9-207,wait,cpu
2,02:10:55.414120,4374.0,VM10-1-9-207,wait,cpu
