host,time,type_instance,value,type
VM10-1-9-207,02:11:35.415308,buffered,154435584.0,memory
VM10-1-9-207,02:11:35.415308,cached,3770716160.0,memory
VM10-1-9-207,02:11:35.415308,free,3780120576.0,memory
VM10-1-9-207,02:11:35.415308,slab_recl,326459392.0,memory
VM10-1-9-207,02:11:35.415308,slab_unrecl,37478400.0,memory
VM10-1-9-207,02:11:35.415308,used,306446336.0,memory
VM10-1-9-207,02:11:45.134312,buffered,154468352.0,memory
VM10-1-9-207,02:11:45.134312,cached,3770609664.0,memory
VM10-1-9-207,02:11:45.134312,free,3876868096.0,memory
VM10-1-9-207,02:11:45.134312,slab_recl,326467584.0,memory
VM10-1-9-207,02:11:45.134312,slab_unrecl,38039552.0,memory
VM10-1-9-207,02:11:45.134312,used,209203200.0,memory
VM10-1-9-207,02:11:55.119877,buffered,154644480.0,memory
VM10-1-9-207,02:11:55.119877,cached,3770814464.0,memory
VM10-1-9-207,02:11:55.119877,free,3768655872.0,memory
VM10-1-9-207,02:11:55.119877,slab_recl,326930432.0,memory
VM10-1-9-207,02:11:55.119877,slab_unrecl,38420480.0,memory
VM10-1-9-207,02:11:55.119877,used,316190720.0,memory
VM10-1-9-207,02:12:05.119862,buffered,154685440.0,memory
VM10-1-9-207,02:12:05.119862,cached,3772473344.0,memory
VM10-1-9-207,02:12:05.119862,free,3762556928.0,memory
VM10-1-9-207,02:12:05.119862,slab_recl,326918144.0,memory
VM10-1-9-207,02:12:05.119862,slab_unrecl,37871616.0,memory
VM10-1-9-207,02:12:05.119862,used,321150976.0,memory
VM10-1-9-207,02:12:15.120003,buffered,154701824.0,memory
VM10-1-9-207,02:12:15.120003,cached,3772485632.0,memory
VM10-1-9-207,02:12:15.120003,free,3760418816.0,memory
VM10-1-9-207,02:12:15.120003,slab_recl,326823936.0,memory
VM10-1-9-207,02:12:15.120003,slab_unrecl,37449728.0,memory
VM10-1-9-207,02:12:15.120003,used,323776512.0,memory
VM10-1-9-207,02:12:25.119917,buffered,154710016.0,memory
VM10-1-9-207,02:12:25.119917,cached,3772489728.0,memory
VM10-1-9-207,02:12:25.119917,free,3758292992.0,memory
VM10-1-9-207,02:12:25.119917,slab_recl,326815744.0,memory
VM10-1-9-207,02:12:25.119917,slab_unrecl,37715968.0,memory
VM10-1-9-207,02:12:25.119917,used,325632000.0,memory
VM10-1-9-207,02:12:35.119938,buffered,154714112.0,memory
VM10-1-9-207,02:12:35.119938,cached,3772497920.0,memory
VM10-1-9-207,02:12:35.119938,free,3756003328.0,memory
VM10-1-9-207,02:12:35.119938,slab_recl,326807552.0,memory
VM10-1-9-207,02:12:35.119938,slab_unrecl,37691392.0,memory
VM10-1-9-207,02:12:35.119938,used,327942144.0,memory
VM10-1-9-207,02:12:45.119861,buffered,154714112.0,memory
VM10-1-9-207,02:12:45.119861,cached,3772506112.0,memory
VM10-1-9-207,02:12:45.119861,free,3754258432.0,memory
VM10-1-9-207,02:12:45.119861,slab_recl,326799360.0,memory
VM10-1-9-207,02:12:45.119861,slab_unrecl,37474304.0,memory
VM10-1-9-207,02:12:45.119861,used,329904128.0,memory
VM10-1-9-207,02:12:55.119871,buffered,154722304.0,memory
VM10-1-9-207,02:12:55.119871,cached,3772518400.0,memory
VM10-1-9-207,02:12:55.119871,free,3752222720.0,memory
VM10-1-9-207,02:12:55.119871,slab_recl,326787072.0,memory
VM10-1-9-207,02:12:55.119871,slab_unrecl,37298176.0,memory
