type,type_instance,host,time,value
memory,buffered,VM10-1-9-207,00:43:13.503742,144420864.0
memory,cached,VM10-1-9-207,00:43:13.503742,3731881984.0
memory,free,VM10-1-9-207,00:43:13.503742,3912892416.0
memory,slab_recl,VM10-1-9-207,00:43:13.503742,320655360.0
memory,slab_unrecl,VM10-1-9-207,00:43:13.503742,34516992.0
memory,used,VM10-1-9-207,00:43:13.503742,231288832.0
memory,buffered,VM10-1-9-207,00:43:23.490809,144650240.0
memory,cached,VM10-1-9-207,00:43:23.490809,3732086784.0
memory,free,VM10-1-9-207,00:43:23.490809,3767468032.0
memory,slab_recl,VM10-1-9-207,00:43:23.490809,321208320.0
memory,slab_unrecl,VM10-1-9-207,00:43:23.490809,35414016.0
memory,used,VM10-1-9-207,00:43:23.490809,374829056.0
memory,buffered,VM10-1-9-207,00:43:33.491249,144691200.0
memory,cached,VM10-1-9-207,00:43:33.491249,3733745664.0
memory,free,VM10-1-9-207,00:43:33.491249,3765366784.0
memory,slab_recl,VM10-1-9-207,00:43:33.491249,321150976.0
memory,slab_unrecl,VM10-1-9-207,00:43:33.491249,34734080.0
memory,used,VM10-1-9-207,00:43:33.491249,375967744.0
memory,buffered,VM10-1-9-207,00:43:43.491450,144703488.0
memory,cached,VM10-1-9-207,00:43:43.491450,3733749760.0
memory,free,VM10-1-9-207,00:43:43.491450,3763798016.0
memory,slab_recl,VM10-1-9-207,00:43:43.491450,321093632.0
memory,slab_unrecl,VM10-1-9-207,00:43:43.491450,34344960.0
memory,used,VM10-1-9-207,00:43:43.491450,377966592.0
memory,buffered,VM10-1-9-207,00:43:53.491275,144707584.0
memory,cached,VM10-1-9-207,00:43:53.491275,3733757952.0
memory,free,VM10-1-9-207,00:43:53.491275,3761610752.0
memory,slab_recl,VM10-1-9-207,00:43:53.491275,321089536.0
memory,slab_unrecl,VM10-1-9-207,00:43:53.491275,34476032.0
memory,used,VM10-1-9-207,00:43:53.491275,380014592.0
memory,buffered,VM10-1-9-207,00:44:03.490905,144719872.0
memory,cached,VM10-1-9-207,00:44:03.490905,3733766144.0
memory,free,VM10-1-9-207,00:44:03.490905,3759771648.0
memory,slab_recl,VM10-1-9-207,00:44:03.490905,321081344.0
memory,slab_unrecl,VM10-1-9-207,00:44:03.490905,34267136.0
memory,used,VM10-1-9-207,00:44:03.490905,382050304.0
memory,buffered,VM10-1-9-207,00:44:13.491034,144736256.0
memory,cached,VM10-1-9-207,00:44:13.491034,3733774336.0
memory,free,VM10-1-9-207,00:44:13.491034,3757543424.0
memory,slab_recl,VM10-1-9-207,00:44:13.491034,321077248.0
memory,slab_unrecl,VM10-1-9-207,00:44:13.491034,34410496.0
memory,used,VM10-1-9-207,00:44:13.491034,384114688.0
memory,buffered,VM10-1-9-207,00:44:23.490988,144752640.0
memory,cached,VM10-1-9-207,00:44:23.490988,3733778432.0
memory,free,VM10-1-9-207,00:44:23.490988,3755671552.0
memory,slab_recl,VM10-1-9-207,00:44:23.490988,321064960.0
memory,slab_unrecl,VM10-1-9-207,00:44:23.490988,34279424.0
memory,used,VM10-1-9-207,00:44:23.490988,386109440.0
memory,buffered,VM10-1-9-207,00:44:33.491006,144764928.0
memory,cached,VM10-1-9-207,00:44:33.491006,3733786624.0
memory,free,VM10-1-9-207,00:44:33.491006,3755479040.0
memory,slab_recl,VM10-1-9-207,00:44:33.491006,321044480.0
memory,slab_unrecl,VM10-1-9-207,00:44:33.491006,34394112.0
memory,used,VM10-1-9-207,00:44:33.491006,386187264.0
memory,buffered,VM10-1-9-207,00:44:43.491193,144773120.0
