type,type_instance,host,time,value
memory,slab_unrecl,VM10-1-9-207,00:40:38.614434,34308096.0
memory,used,VM10-1-9-207,00:40:38.614434,325451776.0
memory,buffered,VM10-1-9-207,00:40:45.612582,144097280.0
memory,cached,VM10-1-9-207,00:40:45.612582,3727962112.0
memory,free,VM10-1-9-207,00:40:45.612582,3917324288.0
memory,slab_recl,VM10-1-9-207,00:40:45.612582,320466944.0
memory,slab_unrecl,VM10-1-9-207,00:40:45.612582,34705408.0
memory,used,VM10-1-9-207,00:40:45.612582,231100416.0
memory,buffered,VM10-1-9-207,00:40:55.600630,144240640.0
memory,cached,VM10-1-9-207,00:40:55.600630,3730239488.0
memory,free,VM10-1-9-207,00:40:55.600630,3807436800.0
memory,slab_recl,VM10-1-9-207,00:40:55.600630,320933888.0
memory,slab_unrecl,VM10-1-9-207,00:40:55.600630,35409920.0
memory,used,VM10-1-9-207,00:40:55.600630,337395712.0
memory,buffered,VM10-1-9-207,00:41:05.600552,144289792.0
memory,cached,VM10-1-9-207,00:41:05.600552,3731894272.0
memory,free,VM10-1-9-207,00:41:05.600552,3802468352.0
memory,slab_recl,VM10-1-9-207,00:41:05.600552,320880640.0
memory,slab_unrecl,VM10-1-9-207,00:41:05.600552,34795520.0
memory,used,VM10-1-9-207,00:41:05.600552,341327872.0
memory,buffered,VM10-1-9-207,00:41:15.600627,144302080.0
memory,cached,VM10-1-9-207,00:41:15.600627,3731902464.0
memory,free,VM10-1-9-207,00:41:15.600627,3800551424.0
memory,slab_recl,VM10-1-9-207,00:41:15.600627,320819200.0
memory,slab_unrecl,VM10-1-9-207,00:41:15.600627,34471936.0
memory,used,VM10-1-9-207,00:41:15.600627,343609344.0
memory,buffered,VM10-1-9-207,00:41:25.600546,144314368.0
memory,cached,VM10-1-9-207,00:41:25.600546,3731906560.0
memory,free,VM10-1-9-207,00:41:25.600546,3796258816.0
memory,slab_recl,VM10-1-9-207,00:41:25.600546,320798720.0
memory,slab_unrecl,VM10-1-9-207,00:41:25.600546,34250752.0
memory,used,VM10-1-9-207,00:41:25.600546,348127232.0
memory,buffered,VM10-1-9-207,00:41:35.600499,144314368.0
memory,cached,VM10-1-9-207,00:41:35.600499,3731914752.0
memory,free,VM10-1-9-207,00:41:35.600499,3794419712.0
memory,slab_recl,VM10-1-9-207,00:41:35.600499,320790528.0
memory,slab_unrecl,VM10-1-9-207,00:41:35.600499,34385920.0
memory,used,VM10-1-9-207,00:41:35.600499,349831168.0
memory,buffered,VM10-1-9-207,00:41:45.600573,144326656.0
memory,cached,VM10-1-9-207,00:41:45.600573,3731922944.0
memory,free,VM10-1-9-207,00:41:45.600573,3792224256.0
memory,slab_recl,VM10-1-9-207,00:41:45.600573,320774144.0
memory,slab_unrecl,VM10-1-9-207,00:41:45.600573,34156544.0
memory,used,VM10-1-9-207,00:41:45.600573,352251904.0
memory,buffered,VM10-1-9-207,00:41:55.601641,144334848.0
memory,cached,VM10-1-9-207,00:41:55.601641,3731931136.0
memory,free,VM10-1-9-207,00:41:55.601641,3790225408.0
memory,slab_recl,VM10-1-9-207,00:41:55.601641,320770048.0
memory,slab_unrecl,VM10-1-9-207,00:41:55.601641,34381824.0
memory,used,VM10-1-9-207,00:41:55.601641,354013184.0
memory,buffered,VM10-1-9-207,00:42:05.600547,144338944.0
memory,cached,VM10-1-9-207,00:42:05.600547,3731935232.0
memory,free,VM10-1-9-207,00:42:05.600547,3788062720.0
memory,slab_recl,VM10-1-9-207,00:42:05.600547,320765952.0
memory,slab_unrecl,VM10-1-9-207,00:42:05.600547,34213888.0
memory,used,VM10-1-9-207,00:42:05.600547,356339712.0
memory,buffered,VM10-1-9-207,00:42:15.600567,144343040.0
memory,cached,VM10-1-9-207,00:42:15.600567,3731943424.0
memory,free,VM10-1-9-207,00:42:15.600567,3786190848.0
memory,slab_recl,VM10-1-9-207,00:42:15.600567,320778240.0
memory,slab_unrecl,VM10-1-9-207,00:42:15.600567,34353152.0
memory,used,VM10-1-9-207,00:42:15.600567,358047744.0
memory,buffered,VM10-1-9-207,00:42:25.600559,144355328.0
memory,cached,VM10-1-9-207,00:42:25.600559,3731951616.0
memory,free,VM10-1-9-207,00:42:25.600559,3783995392.0
memory,slab_recl,VM10-1-9-207,00:42:25.600559,320782336.0
memory,slab_unrecl,VM10-1-9-207,00:42:25.600559,34181120.0
memory,used,VM10-1-9-207,00:42:25.600559,360390656.0
memory,buffered,VM10-1-9-207,00:42:35.600543,144371712.0
memory,cached,VM10-1-9-207,00:42:35.600543,3731959808.0
memory,free,VM10-1-9-207,00:42:35.600543,3781513216.0
memory,slab_recl,VM10-1-9-207,00:42:35.600543,320790528.0
memory,slab_unrecl,VM10-1-9-207,00:42:35.600543,34418688.0
memory,used,VM10-1-9-207,00:42:35.600543,362602496.0
memory,buffered,VM10-1-9-207,00:42:45.600580,144371712.0
memory,cached,VM10-1-9-207,00:42:45.600580,3731963904.0
memory,free,VM10-1-9-207,00:42:45.600580,3777449984.0
memory,slab_recl,VM10-1-9-207,00:42:45.600580,320778240.0
memory,slab_unrecl,VM10-1-9-207,00:42:45.600580,34156544.0
memory,used,VM10-1-9-207,00:42:45.600580,366936064.0
memory,buffered,VM10-1-9-207,00:42:55.600580,144375808.0
memory,cached,VM10-1-9-207,00:42:55.600580,3731972096.0
memory,free,VM10-1-9-207,00:42:55.600580,3775127552.0
memory,slab_recl,VM10-1-9-207,00:42:55.600580,320774144.0
memory,slab_unrecl,VM10-1-9-207,00:42:55.600580,34369536.0
memory,used,VM10-1-9-207,00:42:55.600580,369037312.0
memory,buffered,VM10-1-9-207,00:43:05.600515,144388096.0
memory,cached,VM10-1-9-207,00:43:05.600515,3731980288.0
memory,free,VM10-1-9-207,00:43:05.600515,3774496768.0
memory,slab_recl,VM10-1-9-207,00:43:05.600515,320778240.0
memory,slab_unrecl,VM10-1-9-207,00:43:05.600515,34095104.0
memory,used,VM10-1-9-207,00:43:05.600515,369917952.0
