type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:43:23.489848,user,0,79834.0
cpu,VM10-1-9-207,00:43:23.495960,user,1,77817.0
cpu,VM10-1-9-207,00:43:23.496019,user,2,78446.0
cpu,VM10-1-9-207,00:43:23.496081,user,3,51012.0
cpu,VM10-1-9-207,00:43:23.497693,system,0,5916.0
cpu,VM10-1-9-207,00:43:23.497696,system,1,7518.0
cpu,VM10-1-9-207,00:43:23.497697,system,2,7356.0
cpu,VM10-1-9-207,00:43:23.497698,system,3,6944.0
cpu,VM10-1-9-207,00:43:23.497699,wait,0,3368.0
cpu,VM10-1-9-207,00:43:23.497700,wait,1,4385.0
cpu,VM10-1-9-207,00:43:23.497701,wait,2,4044.0
cpu,VM10-1-9-207,00:43:23.498986,wait,3,3674.0
cpu,VM10-1-9-207,00:43:23.498990,nice,0,32.0
cpu,VM10-1-9-207,00:43:23.498991,nice,1,0.0
cpu,VM10-1-9-207,00:43:23.498992,nice,2,7516.0
cpu,VM10-1-9-207,00:43:23.498993,nice,3,0.0
cpu,VM10-1-9-207,00:43:23.498994,interrupt,0,0.0
cpu,VM10-1-9-207,00:43:23.498995,interrupt,1,0.0
cpu,VM10-1-9-207,00:43:23.498996,interrupt,2,0.0
cpu,VM10-1-9-207,00:43:23.498997,interrupt,3,0.0
cpu,VM10-1-9-207,00:43:23.498998,softirq,0,216.0
cpu,VM10-1-9-207,00:43:23.498999,softirq,1,116.0
cpu,VM10-1-9-207,00:43:23.499000,softirq,2,222.0
cpu,VM10-1-9-207,00:43:23.499001,softirq,3,202.0
cpu,VM10-1-9-207,00:43:23.499298,steal,0,56.0
cpu,VM10-1-9-207,00:43:23.499302,steal,1,63.0
cpu,VM10-1-9-207,00:43:23.499302,steal,2,225.0
cpu,VM10-1-9-207,00:43:23.499303,steal,3,148.0
cpu,VM10-1-9-207,00:43:23.499305,idle,0,5736572.0
cpu,VM10-1-9-207,00:43:23.499305,idle,1,5735506.0
cpu,VM10-1-9-207,00:43:23.499617,idle,2,5723576.0
cpu,VM10-1-9-207,00:43:23.499619,idle,3,5762284.0
cpu,VM10-1-9-207,00:43:33.489594,user,0,79834.0
cpu,VM10-1-9-207,00:43:33.489607,user,1,77818.0
cpu,VM10-1-9-207,00:43:33.489610,user,2,79442.0
cpu,VM10-1-9-207,00:43:33.489616,user,3,51013.0
cpu,VM10-1-9-207,00:43:33.489621,system,0,5916.0
cpu,VM10-1-9-207,00:43:33.489625,system,1,7520.0
cpu,VM10-1-9-207,00:43:33.489625,system,2,7360.0
cpu,VM10-1-9-207,00:43:33.489626,system,3,6945.0
cpu,VM10-1-9-207,00:43:33.489627,wait,0,3368.0
cpu,VM10-1-9-207,00:43:33.489628,wait,1,4385.0
cpu,VM10-1-9-207,00:43:33.489628,wait,2,4044.0
cpu,VM10-1-9-207,00:43:33.489629,wait,3,3675.0
cpu,VM10-1-9-207,00:43:33.489630,nice,0,32.0
cpu,VM10-1-9-207,00:43:33.489630,nice,1,0.0
cpu,VM10-1-9-207,00:43:33.489631,nice,2,7516.0
cpu,VM10-1-9-207,00:43:33.489632,nice,3,0.0
cpu,VM10-1-9-207,00:43:33.489633,interrupt,0,0.0
cpu,VM10-1-9-207,00:43:33.489634,interrupt,1,0.0
cpu,VM10-1-9-207,00:43:33.489635,interrupt,2,0.0
cpu,VM10-1-9-207,00:43:33.489636,interrupt,3,0.0
cpu,VM10-1-9-207,00:43:33.489637,softirq,0,216.0
cpu,VM10-1-9-207,00:43:33.489638,softirq,1,116.0
cpu,VM10-1-9-207,00:43:33.489638,softirq,2,222.0
cpu,VM10-1-9-207,00:43:33.489653,softirq,3,202.0
cpu,VM10-1-9-207,00:43:33.489654,steal,0,56.0
cpu,VM10-1-9-207,00:43:33.489655,steal,1,63.0
cpu,VM10-1-9-207,00:43:33.489655,steal,2,225.0
cpu,VM10-1-9-207,00:43:33.489655,steal,3,148.0
cpu,VM10-1-9-207,00:43:33.489656,idle,0,5737571.0
cpu,VM10-1-9-207,00:43:33.489660,idle,1,5736502.0
cpu,VM10-1-9-207,00:43:33.489661,idle,2,5723576.0
cpu,VM10-1-9-207,00:43:33.489661,idle,3,5763278.0
cpu,VM10-1-9-207,00:43:43.489681,user,0,79835.0
cpu,VM10-1-9-207,00:43:43.489698,user,1,77820.0
cpu,VM10-1-9-207,00:43:43.489707,user,2,80439.0
cpu,VM10-1-9-207,00:43:43.489718,user,3,51014.0
cpu,VM10-1-9-207,00:43:43.489726,system,0,5916.0
cpu,VM10-1-9-207,00:43:43.489733,system,1,7521.0
cpu,VM10-1-9-207,00:43:43.489734,system,2,7363.0
cpu,VM10-1-9-207,00:43:43.489735,system,3,6946.0
cpu,VM10-1-9-207,00:43:43.489736,wait,0,3368.0
cpu,VM10-1-9-207,00:43:43.489737,wait,1,4386.0
cpu,VM10-1-9-207,00:43:43.489738,wait,2,4044.0
cpu,VM10-1-9-207,00:43:43.489739,wait,3,3675.0
cpu,VM10-1-9-207,00:43:43.489740,nice,0,32.0
cpu,VM10-1-9-207,00:43:43.489741,nice,1,0.0
cpu,VM10-1-9-207,00:43:43.489742,nice,2,7516.0
cpu,VM10-1-9-207,00:43:43.489743,nice,3,0.0
cpu,VM10-1-9-207,00:43:43.489745,interrupt,0,0.0
cpu,VM10-1-9-207,00:43:43.489746,interrupt,1,0.0
cpu,VM10-1-9-207,00:43:43.489756,interrupt,2,0.0
cpu,VM10-1-9-207,00:43:43.489758,interrupt,3,0.0
cpu,VM10-1-9-207,00:43:43.489759,softirq,0,216.0
