type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:39:48.612483,user,0,74756.0
cpu,VM10-1-9-207,00:39:48.612490,user,1,77488.0
cpu,VM10-1-9-207,00:39:48.612495,user,2,73064.0
cpu,VM10-1-9-207,00:39:48.612499,user,3,42803.0
cpu,VM10-1-9-207,00:39:48.612504,system,0,5883.0
cpu,VM10-1-9-207,00:39:48.612515,system,1,7480.0
cpu,VM10-1-9-207,00:39:48.612516,system,2,7310.0
cpu,VM10-1-9-207,00:39:48.612517,system,3,6904.0
cpu,VM10-1-9-207,00:39:48.612518,wait,0,3364.0
cpu,VM10-1-9-207,00:39:48.612519,wait,1,4384.0
cpu,VM10-1-9-207,00:39:48.612520,wait,2,4030.0
cpu,VM10-1-9-207,00:39:48.612520,wait,3,3661.0
cpu,VM10-1-9-207,00:39:48.612521,nice,0,32.0
cpu,VM10-1-9-207,00:39:48.612522,nice,1,0.0
cpu,VM10-1-9-207,00:39:48.612523,nice,2,7516.0
cpu,VM10-1-9-207,00:39:48.612523,nice,3,0.0
cpu,VM10-1-9-207,00:39:48.612524,interrupt,0,0.0
cpu,VM10-1-9-207,00:39:48.612525,interrupt,1,0.0
cpu,VM10-1-9-207,00:39:48.612525,interrupt,2,0.0
cpu,VM10-1-9-207,00:39:48.612526,interrupt,3,0.0
cpu,VM10-1-9-207,00:39:48.612527,softirq,0,212.0
cpu,VM10-1-9-207,00:39:48.612528,softirq,1,116.0
cpu,VM10-1-9-207,00:39:48.612529,softirq,2,221.0
cpu,VM10-1-9-207,00:39:48.612530,softirq,3,193.0
cpu,VM10-1-9-207,00:39:48.612534,steal,0,56.0
cpu,VM10-1-9-207,00:39:48.612535,steal,1,62.0
cpu,VM10-1-9-207,00:39:48.612535,steal,2,224.0
cpu,VM10-1-9-207,00:39:48.612536,steal,3,146.0
cpu,VM10-1-9-207,00:39:48.612537,idle,0,5720219.0
cpu,VM10-1-9-207,00:39:48.612538,idle,1,5714411.0
cpu,VM10-1-9-207,00:39:48.612538,idle,2,5707550.0
cpu,VM10-1-9-207,00:39:48.612539,idle,3,5749083.0
cpu,VM10-1-9-207,00:39:58.612458,user,0,74756.0
cpu,VM10-1-9-207,00:39:58.612521,user,1,77489.0
cpu,VM10-1-9-207,00:39:58.612552,user,2,73064.0
cpu,VM10-1-9-207,00:39:58.612579,user,3,43800.0
cpu,VM10-1-9-207,00:39:58.612605,system,0,5884.0
cpu,VM10-1-9-207,00:39:58.612617,system,1,7482.0
cpu,VM10-1-9-207,00:39:58.612643,system,2,7311.0
cpu,VM10-1-9-207,00:39:58.612659,system,3,6905.0
cpu,VM10-1-9-207,00:39:58.612725,wait,0,3366.0
cpu,VM10-1-9-207,00:39:58.615788,wait,1,4384.0
cpu,VM10-1-9-207,00:39:58.615823,wait,2,4030.0
cpu,VM10-1-9-207,00:39:58.615834,wait,3,3661.0
cpu,VM10-1-9-207,00:39:58.615851,nice,0,32.0
cpu,VM10-1-9-207,00:39:58.615917,nice,1,0.0
cpu,VM10-1-9-207,00:39:58.615951,nice,2,7516.0
cpu,VM10-1-9-207,00:39:58.615985,nice,3,0.0
cpu,VM10-1-9-207,00:39:58.616020,interrupt,0,0.0
cpu,VM10-1-9-207,00:39:58.616038,interrupt,1,0.0
cpu,VM10-1-9-207,00:39:58.616078,interrupt,2,0.0
cpu,VM10-1-9-207,00:39:58.616506,interrupt,3,0.0
cpu,VM10-1-9-207,00:39:58.616548,softirq,0,212.0
cpu,VM10-1-9-207,00:39:58.616582,softirq,1,116.0
cpu,VM10-1-9-207,00:39:58.616618,softirq,2,221.0
cpu,VM10-1-9-207,00:39:58.616629,softirq,3,194.0
cpu,VM10-1-9-207,00:39:58.616647,steal,0,56.0
cpu,VM10-1-9-207,00:39:58.616700,steal,1,62.0
cpu,VM10-1-9-207,00:39:58.616735,steal,2,224.0
cpu,VM10-1-9-207,00:39:58.616773,steal,3,146.0
cpu,VM10-1-9-207,00:39:58.616781,idle,0,5721216.0
cpu,VM10-1-9-207,00:39:58.616826,idle,1,5715407.0
cpu,VM10-1-9-207,00:39:58.616845,idle,2,5708547.0
cpu,VM10-1-9-207,00:39:58.616903,idle,3,5749083.0
