type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:39:07.516839,user,0,74394.0
cpu,VM10-1-9-207,00:39:07.516863,user,1,77463.0
cpu,VM10-1-9-207,00:39:07.516870,user,2,72995.0
cpu,VM10-1-9-207,00:39:07.516879,user,3,42412.0
cpu,VM10-1-9-207,00:39:07.516885,system,0,5842.0
cpu,VM10-1-9-207,00:39:07.516889,system,1,7449.0
cpu,VM10-1-9-207,00:39:07.516890,system,2,7274.0
cpu,VM10-1-9-207,00:39:07.516890,system,3,6854.0
cpu,VM10-1-9-207,00:39:07.516891,wait,0,3363.0
cpu,VM10-1-9-207,00:39:07.516891,wait,1,4381.0
cpu,VM10-1-9-207,00:39:07.516892,wait,2,4026.0
cpu,VM10-1-9-207,00:39:07.516893,wait,3,3640.0
cpu,VM10-1-9-207,00:39:07.516893,nice,0,32.0
cpu,VM10-1-9-207,00:39:07.516894,nice,1,0.0
cpu,VM10-1-9-207,00:39:07.516895,nice,2,7516.0
cpu,VM10-1-9-207,00:39:07.516896,nice,3,0.0
cpu,VM10-1-9-207,00:39:07.516897,interrupt,0,0.0
cpu,VM10-1-9-207,00:39:07.516897,interrupt,1,0.0
cpu,VM10-1-9-207,00:39:07.516898,interrupt,2,0.0
cpu,VM10-1-9-207,00:39:07.516899,interrupt,3,0.0
cpu,VM10-1-9-207,00:39:07.516900,softirq,0,208.0
cpu,VM10-1-9-207,00:39:07.516900,softirq,1,114.0
cpu,VM10-1-9-207,00:39:07.516901,softirq,2,220.0
cpu,VM10-1-9-207,00:39:07.516902,softirq,3,192.0
cpu,VM10-1-9-207,00:39:07.516903,steal,0,55.0
cpu,VM10-1-9-207,00:39:07.516904,steal,1,62.0
cpu,VM10-1-9-207,00:39:07.516904,steal,2,223.0
cpu,VM10-1-9-207,00:39:07.516905,steal,3,145.0
cpu,VM10-1-9-207,00:39:07.516906,idle,0,5716521.0
cpu,VM10-1-9-207,00:39:07.516907,idle,1,5710374.0
cpu,VM10-1-9-207,00:39:07.516907,idle,2,5703556.0
cpu,VM10-1-9-207,00:39:07.516909,idle,3,5745444.0
cpu,VM10-1-9-207,00:39:18.674994,user,0,74400.0
cpu,VM10-1-9-207,00:39:18.675011,user,1,77468.0
cpu,VM10-1-9-207,00:39:18.675029,user,2,73046.0
cpu,VM10-1-9-207,00:39:18.675058,user,3,42423.0
cpu,VM10-1-9-207,00:39:18.675062,system,0,5853.0
cpu,VM10-1-9-207,00:39:18.675066,system,1,7458.0
cpu,VM10-1-9-207,00:39:18.675067,system,2,7290.0
cpu,VM10-1-9-207,00:39:18.675068,system,3,6874.0
cpu,VM10-1-9-207,00:39:18.675069,wait,0,3364.0
cpu,VM10-1-9-207,00:39:18.675069,wait,1,4382.0
cpu,VM10-1-9-207,00:39:18.675070,wait,2,4028.0
cpu,VM10-1-9-207,00:39:18.675071,wait,3,3646.0
cpu,VM10-1-9-207,00:39:18.675072,nice,0,32.0
cpu,VM10-1-9-207,00:39:18.675072,nice,1,0.0
cpu,VM10-1-9-207,00:39:18.675074,nice,2,7516.0
cpu,VM10-1-9-207,00:39:18.675074,nice,3,0.0
cpu,VM10-1-9-207,00:39:18.675076,interrupt,0,0.0
cpu,VM10-1-9-207,00:39:18.675076,interrupt,1,0.0
cpu,VM10-1-9-207,00:39:18.675077,interrupt,2,0.0
cpu,VM10-1-9-207,00:39:18.675078,interrupt,3,0.0
cpu,VM10-1-9-207,00:39:18.675079,softirq,0,209.0
cpu,VM10-1-9-207,00:39:18.675086,softirq,1,115.0
cpu,VM10-1-9-207,00:39:18.675087,softirq,2,221.0
cpu,VM10-1-9-207,00:39:18.675088,softirq,3,192.0
cpu,VM10-1-9-207,00:39:18.675093,steal,0,55.0
cpu,VM10-1-9-207,00:39:18.675094,steal,1,62.0
cpu,VM10-1-9-207,00:39:18.675095,steal,2,223.0
cpu,VM10-1-9-207,00:39:18.675096,steal,3,146.0
cpu,VM10-1-9-207,00:39:18.675097,idle,0,5717614.0
cpu,VM10-1-9-207,00:39:18.675097,idle,1,5711471.0
cpu,VM10-1-9-207,00:39:18.675098,idle,2,5704599.0
cpu,VM10-1-9-207,00:39:18.675099,idle,3,5746522.0
