type,type_instance,host,time,value
memory,buffered,VM10-1-9-207,00:39:18.676679,143638528.0
memory,cached,VM10-1-9-207,00:39:18.676679,3724386304.0
memory,free,VM10-1-9-207,00:39:18.676679,3923439616.0
memory,slab_recl,VM10-1-9-207,00:39:18.676679,320024576.0
memory,slab_unrecl,VM10-1-9-207,00:39:18.676679,34312192.0
memory,used,VM10-1-9-207,00:39:18.676679,229855232.0
memory,buffered,VM10-1-9-207,00:39:22.023069,143667200.0
memory,cached,VM10-1-9-207,00:39:22.023069,3724374016.0
memory,free,VM10-1-9-207,00:39:22.023069,3924717568.0
memory,slab_recl,VM10-1-9-207,00:39:22.023069,319950848.0
memory,slab_unrecl,VM10-1-9-207,00:39:22.023069,34816000.0
memory,used,VM10-1-9-207,00:39:22.023069,228130816.0
memory,buffered,VM10-1-9-207,00:39:32.004513,143806464.0
memory,cached,VM10-1-9-207,00:39:32.004513,3724574720.0
memory,free,VM10-1-9-207,00:39:32.004513,3857924096.0
memory,slab_recl,VM10-1-9-207,00:39:32.004513,320397312.0
memory,slab_unrecl,VM10-1-9-207,00:39:32.004513,35233792.0
memory,used,VM10-1-9-207,00:39:32.004513,293720064.0
