type,type_instance,host,time,value
memory,buffered,VM10-1-9-207,00:05:59.776652,140709888.0
memory,cached,VM10-1-9-207,00:05:59.776652,3712815104.0
memory,free,VM10-1-9-207,00:05:59.776652,3946446848.0
memory,slab_recl,VM10-1-9-207,00:05:59.776652,317714432.0
memory,slab_unrecl,VM10-1-9-207,00:05:59.776652,32276480.0
memory,used,VM10-1-9-207,00:05:59.776652,225693696.0
memory,buffered,VM10-1-9-207,00:06:09.758987,140771328.0
memory,cached,VM10-1-9-207,00:06:09.758987,3712802816.0
memory,free,VM10-1-9-207,00:06:09.758987,3941515264.0
memory,slab_recl,VM10-1-9-207,00:06:09.758987,317751296.0
memory,slab_unrecl,VM10-1-9-207,00:06:09.758987,32432128.0
memory,used,VM10-1-9-207,00:06:09.758987,230383616.0
memory,buffered,VM10-1-9-207,00:06:19.758996,140795904.0
memory,cached,VM10-1-9-207,00:06:19.758996,3712811008.0
memory,free,VM10-1-9-207,00:06:19.758996,3941105664.0
memory,slab_recl,VM10-1-9-207,00:06:19.758996,317698048.0
memory,slab_unrecl,VM10-1-9-207,00:06:19.758996,32555008.0
memory,used,VM10-1-9-207,00:06:19.758996,230690816.0
memory,buffered,VM10-1-9-207,00:06:29.759089,140800000.0
memory,cached,VM10-1-9-207,00:06:29.759089,3712815104.0
memory,free,VM10-1-9-207,00:06:29.759089,3941007360.0
memory,slab_recl,VM10-1-9-207,00:06:29.759089,317698048.0
memory,slab_unrecl,VM10-1-9-207,00:06:29.759089,32436224.0
memory,used,VM10-1-9-207,00:06:29.759089,230899712.0
memory,buffered,VM10-1-9-207,00:06:39.760090,140812288.0
memory,cached,VM10-1-9-207,00:06:39.760090,3712823296.0
memory,free,VM10-1-9-207,00:06:39.760090,3940978688.0
memory,slab_recl,VM10-1-9-207,00:06:39.760090,317706240.0
memory,slab_unrecl,VM10-1-9-207,00:06:39.760090,32538624.0
memory,used,VM10-1-9-207,00:06:39.760090,230797312.0
memory,buffered,VM10-1-9-207,00:06:49.759163,140820480.0
memory,cached,VM10-1-9-207,00:06:49.759163,3712831488.0
memory,free,VM10-1-9-207,00:06:49.759163,3941007360.0
memory,slab_recl,VM10-1-9-207,00:06:49.759163,317702144.0
memory,slab_unrecl,VM10-1-9-207,00:06:49.759163,32362496.0
memory,used,VM10-1-9-207,00:06:49.759163,230932480.0
memory,buffered,VM10-1-9-207,00:06:59.758921,140828672.0
memory,cached,VM10-1-9-207,00:06:59.758921,3712835584.0
memory,free,VM10-1-9-207,00:06:59.758921,3940851712.0
memory,slab_recl,VM10-1-9-207,00:06:59.758921,317714432.0
memory,slab_unrecl,VM10-1-9-207,00:06:59.758921,32563200.0
memory,used,VM10-1-9-207,00:06:59.758921,230862848.0
memory,buffered,VM10-1-9-207,00:07:09.759036,140832768.0
memory,cached,VM10-1-9-207,00:07:09.759036,3712843776.0
memory,free,VM10-1-9-207,00:07:09.759036,3941007360.0
memory,slab_recl,VM10-1-9-207,00:07:09.759036,317706240.0
memory,slab_unrecl,VM10-1-9-207,00:07:09.759036,32358400.0
memory,used,VM10-1-9-207,00:07:09.759036,230907904.0
memory,buffered,VM10-1-9-207,00:07:19.759480,140832768.0
memory,cached,VM10-1-9-207,00:07:19.759480,3712851968.0
memory,free,VM10-1-9-207,00:07:19.759480,3941265408.0
memory,slab_recl,VM10-1-9-207,00:07:19.759480,317710336.0
memory,slab_unrecl,VM10-1-9-207,00:07:19.759480,32178176.0
memory,used,VM10-1-9-207,00:07:19.759480,230817792.0
memory,buffered,VM10-1-9-207,00:07:29.758958,140836864.0
memory,cached,VM10-1-9-207,00:07:29.758958,3712856064.0
memory,free,VM10-1-9-207,00:07:29.758958,3941457920.0
memory,slab_recl,VM10-1-9-207,00:07:29.758958,317702144.0
memory,slab_unrecl,VM10-1-9-207,00:07:29.758958,32108544.0
memory,used,VM10-1-9-207,00:07:29.758958,230694912.0
memory,buffered,VM10-1-9-207,00:07:39.758923,140845056.0
memory,cached,VM10-1-9-207,00:07:39.758923,3712864256.0
memory,free,VM10-1-9-207,00:07:39.758923,3941097472.0
memory,slab_recl,VM10-1-9-207,00:07:39.758923,317706240.0
memory,slab_unrecl,VM10-1-9-207,00:07:39.758923,32444416.0
memory,used,VM10-1-9-207,00:07:39.758923,230699008.0
memory,buffered,VM10-1-9-207,00:07:49.758913,140849152.0
memory,cached,VM10-1-9-207,00:07:49.758913,3712872448.0
memory,free,VM10-1-9-207,00:07:49.758913,3941167104.0
memory,slab_recl,VM10-1-9-207,00:07:49.758913,317706240.0
memory,slab_unrecl,VM10-1-9-207,00:07:49.758913,32284672.0
memory,used,VM10-1-9-207,00:07:49.758913,230776832.0
memory,buffered,VM10-1-9-207,00:07:59.759173,140853248.0
memory,cached,VM10-1-9-207,00:07:59.759173,3712876544.0
memory,free,VM10-1-9-207,00:07:59.759173,3941425152.0
memory,slab_recl,VM10-1-9-207,00:07:59.759173,317710336.0
memory,slab_unrecl,VM10-1-9-207,00:07:59.759173,32153600.0
memory,used,VM10-1-9-207,00:07:59.759173,230637568.0
memory,buffered,VM10-1-9-207,00:08:09.759121,140865536.0
memory,cached,VM10-1-9-207,00:08:09.759121,3712880640.0
memory,free,VM10-1-9-207,00:08:09.759121,3941421056.0
memory,slab_recl,VM10-1-9-207,00:08:09.759121,317706240.0
memory,slab_unrecl,VM10-1-9-207,00:08:09.759121,32067584.0
memory,used,VM10-1-9-207,00:08:09.759121,230715392.0
memory,buffered,VM10-1-9-207,00:08:19.758923,140869632.0
memory,cached,VM10-1-9-207,00:08:19.758923,3712888832.0
memory,free,VM10-1-9-207,00:08:19.758923,3941138432.0
memory,slab_recl,VM10-1-9-207,00:08:19.758923,317702144.0
memory,slab_unrecl,VM10-1-9-207,00:08:19.758923,32452608.0
memory,used,VM10-1-9-207,00:08:19.758923,230604800.0
memory,buffered,VM10-1-9-207,00:08:29.759007,140877824.0
memory,cached,VM10-1-9-207,00:08:29.759007,3712892928.0
memory,free,VM10-1-9-207,00:08:29.759007,3941040128.0
memory,slab_recl,VM10-1-9-207,00:08:29.759007,317706240.0
memory,slab_unrecl,VM10-1-9-207,00:08:29.759007,32329728.0
memory,used,VM10-1-9-207,00:08:29.759007,230809600.0
memory,buffered,VM10-1-9-207,00:08:39.758990,140886016.0
memory,cached,VM10-1-9-207,00:08:39.758990,3712901120.0
memory,free,VM10-1-9-207,00:08:39.758990,3941138432.0
memory,slab_recl,VM10-1-9-207,00:08:39.758990,317702144.0
memory,slab_unrecl,VM10-1-9-207,00:08:39.758990,32120832.0
memory,used,VM10-1-9-207,00:08:39.758990,230907904.0
memory,buffered,VM10-1-9-207,00:08:49.758917,140890112.0
memory,cached,VM10-1-9-207,00:08:49.758917,3712909312.0
memory,free,VM10-1-9-207,00:08:49.758917,3941056512.0
