type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:06:09.757971,user,0,16900.0
cpu,VM10-1-9-207,00:06:09.757993,user,1,25008.0
cpu,VM10-1-9-207,00:06:09.758006,user,2,17584.0
cpu,VM10-1-9-207,00:06:09.758024,user,3,24038.0
cpu,VM10-1-9-207,00:06:09.758039,system,0,5544.0
cpu,VM10-1-9-207,00:06:09.758074,system,1,7163.0
cpu,VM10-1-9-207,00:06:09.758075,system,2,6900.0
cpu,VM10-1-9-207,00:06:09.758076,system,3,6549.0
cpu,VM10-1-9-207,00:06:09.758077,wait,0,3256.0
cpu,VM10-1-9-207,00:06:09.758079,wait,1,4365.0
cpu,VM10-1-9-207,00:06:09.758080,wait,2,3985.0
cpu,VM10-1-9-207,00:06:09.758081,wait,3,3550.0
cpu,VM10-1-9-207,00:06:09.758082,nice,0,32.0
cpu,VM10-1-9-207,00:06:09.758083,nice,1,0.0
cpu,VM10-1-9-207,00:06:09.758084,nice,2,7516.0
cpu,VM10-1-9-207,00:06:09.758085,nice,3,0.0
cpu,VM10-1-9-207,00:06:09.758087,interrupt,0,0.0
cpu,VM10-1-9-207,00:06:09.758088,interrupt,1,0.0
cpu,VM10-1-9-207,00:06:09.758090,interrupt,2,0.0
cpu,VM10-1-9-207,00:06:09.758090,interrupt,3,0.0
cpu,VM10-1-9-207,00:06:09.758091,softirq,0,182.0
cpu,VM10-1-9-207,00:06:09.758093,softirq,1,101.0
cpu,VM10-1-9-207,00:06:09.758094,softirq,2,213.0
cpu,VM10-1-9-207,00:06:09.758095,softirq,3,172.0
cpu,VM10-1-9-207,00:06:09.758096,steal,0,35.0
cpu,VM10-1-9-207,00:06:09.758097,steal,1,50.0
cpu,VM10-1-9-207,00:06:09.758098,steal,2,213.0
cpu,VM10-1-9-207,00:06:09.758100,steal,3,130.0
cpu,VM10-1-9-207,00:06:09.758101,idle,0,5576787.0
cpu,VM10-1-9-207,00:06:09.758102,idle,1,5565468.0
cpu,VM10-1-9-207,00:06:09.758103,idle,2,5561802.0
cpu,VM10-1-9-207,00:06:09.758104,idle,3,5566644.0
cpu,VM10-1-9-207,00:06:19.757957,user,0,16901.0
cpu,VM10-1-9-207,00:06:19.757973,user,1,25009.0
cpu,VM10-1-9-207,00:06:19.757986,user,2,18584.0
cpu,VM10-1-9-207,00:06:19.758015,user,3,24041.0
cpu,VM10-1-9-207,00:06:19.758101,system,0,5544.0
cpu,VM10-1-9-207,00:06:19.758166,system,1,7163.0
cpu,VM10-1-9-207,00:06:19.758167,system,2,6900.0
cpu,VM10-1-9-207,00:06:19.758168,system,3,6551.0
cpu,VM10-1-9-207,00:06:19.758169,wait,0,3259.0
cpu,VM10-1-9-207,00:06:19.758178,wait,1,4365.0
cpu,VM10-1-9-207,00:06:19.758180,wait,2,3985.0
cpu,VM10-1-9-207,00:06:19.758180,wait,3,3550.0
cpu,VM10-1-9-207,00:06:19.758181,nice,0,32.0
cpu,VM10-1-9-207,00:06:19.758182,nice,1,0.0
cpu,VM10-1-9-207,00:06:19.758183,nice,2,7516.0
cpu,VM10-1-9-207,00:06:19.758190,nice,3,0.0
cpu,VM10-1-9-207,00:06:19.758191,interrupt,0,0.0
cpu,VM10-1-9-207,00:06:19.758192,interrupt,1,0.0
cpu,VM10-1-9-207,00:06:19.758193,interrupt,2,0.0
cpu,VM10-1-9-207,00:06:19.758193,interrupt,3,0.0
cpu,VM10-1-9-207,00:06:19.758208,softirq,0,183.0
cpu,VM10-1-9-207,00:06:19.758210,softirq,1,101.0
cpu,VM10-1-9-207,00:06:19.758211,softirq,2,213.0
cpu,VM10-1-9-207,00:06:19.758212,softirq,3,172.0
cpu,VM10-1-9-207,00:06:19.758213,steal,0,35.0
cpu,VM10-1-9-207,00:06:19.758219,steal,1,50.0
cpu,VM10-1-9-207,00:06:19.758221,steal,2,213.0
cpu,VM10-1-9-207,00:06:19.758221,steal,3,130.0
cpu,VM10-1-9-207,00:06:19.758222,idle,0,5577783.0
cpu,VM10-1-9-207,00:06:19.758223,idle,1,5566466.0
cpu,VM10-1-9-207,00:06:19.758223,idle,2,5561802.0
cpu,VM10-1-9-207,00:06:19.758239,idle,3,5567639.0
cpu,VM10-1-9-207,00:06:29.758022,user,0,16902.0
cpu,VM10-1-9-207,00:06:29.758605,user,1,25009.0
cpu,VM10-1-9-207,00:06:29.758656,user,2,19584.0
cpu,VM10-1-9-207,00:06:29.758681,user,3,24042.0
cpu,VM10-1-9-207,00:06:29.758718,system,0,5545.0
cpu,VM10-1-9-207,00:06:29.758743,system,1,7163.0
cpu,VM10-1-9-207,00:06:29.758780,system,2,6900.0
cpu,VM10-1-9-207,00:06:29.758804,system,3,6552.0
cpu,VM10-1-9-207,00:06:29.758839,wait,0,3259.0
cpu,VM10-1-9-207,00:06:29.758863,wait,1,4365.0
cpu,VM10-1-9-207,00:06:29.758927,wait,2,3985.0
