type,type_instance,host,time,value
memory,buffered,VM10-1-9-207,00:03:40.223819,140398592.0
memory,cached,VM10-1-9-207,00:03:40.223819,3712667648.0
memory,free,VM10-1-9-207,00:03:40.223819,3949801472.0
memory,slab_recl,VM10-1-9-207,00:03:40.223819,317644800.0
memory,slab_unrecl,VM10-1-9-207,00:03:40.223819,32129024.0
memory,used,VM10-1-9-207,00:03:40.223819,223014912.0
memory,buffered,VM10-1-9-207,00:03:41.445105,140406784.0
memory,cached,VM10-1-9-207,00:03:41.445105,3712651264.0
memory,free,VM10-1-9-207,00:03:41.445105,3949600768.0
memory,slab_recl,VM10-1-9-207,00:03:41.445105,317710336.0
memory,slab_unrecl,VM10-1-9-207,00:03:41.445105,32448512.0
memory,used,VM10-1-9-207,00:03:41.445105,222838784.0
memory,buffered,VM10-1-9-207,00:03:51.428001,140435456.0
memory,cached,VM10-1-9-207,00:03:51.428001,3712688128.0
memory,free,VM10-1-9-207,00:03:51.428001,3945058304.0
memory,slab_recl,VM10-1-9-207,00:03:51.428001,317730816.0
memory,slab_unrecl,VM10-1-9-207,00:03:51.428001,32411648.0
memory,used,VM10-1-9-207,00:03:51.428001,227332096.0
memory,buffered,VM10-1-9-207,00:04:01.428036,140451840.0
memory,cached,VM10-1-9-207,00:04:01.428036,3712696320.0
memory,free,VM10-1-9-207,00:04:01.428036,3944620032.0
memory,slab_recl,VM10-1-9-207,00:04:01.428036,317673472.0
memory,slab_unrecl,VM10-1-9-207,00:04:01.428036,32481280.0
memory,used,VM10-1-9-207,00:04:01.428036,227733504.0
memory,buffered,VM10-1-9-207,00:04:11.427940,140460032.0
memory,cached,VM10-1-9-207,00:04:11.427940,3712708608.0
memory,free,VM10-1-9-207,00:04:11.427940,3944718336.0
memory,slab_recl,VM10-1-9-207,00:04:11.427940,317669376.0
memory,slab_unrecl,VM10-1-9-207,00:04:11.427940,32337920.0
memory,used,VM10-1-9-207,00:04:11.427940,227762176.0
memory,buffered,VM10-1-9-207,00:04:21.428598,140484608.0
memory,cached,VM10-1-9-207,00:04:21.428598,3712716800.0
memory,free,VM10-1-9-207,00:04:21.428598,3948453888.0
memory,slab_recl,VM10-1-9-207,00:04:21.428598,317677568.0
memory,slab_unrecl,VM10-1-9-207,00:04:21.428598,32092160.0
memory,used,VM10-1-9-207,00:04:21.428598,224231424.0
