type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:03:30.222749,user,0,15222.0
cpu,VM10-1-9-207,00:03:30.222775,user,1,16544.0
cpu,VM10-1-9-207,00:03:30.222792,user,2,17160.0
cpu,VM10-1-9-207,00:03:30.222889,user,3,22331.0
cpu,VM10-1-9-207,00:03:30.222975,system,0,5522.0
cpu,VM10-1-9-207,00:03:30.223031,system,1,7136.0
cpu,VM10-1-9-207,00:03:30.223248,system,2,6860.0
cpu,VM10-1-9-207,00:03:30.223251,system,3,6525.0
cpu,VM10-1-9-207,00:03:30.223525,wait,0,3245.0
cpu,VM10-1-9-207,00:03:30.223542,wait,1,4356.0
cpu,VM10-1-9-207,00:03:30.223568,wait,2,3977.0
cpu,VM10-1-9-207,00:03:30.223618,wait,3,3549.0
cpu,VM10-1-9-207,00:03:30.223712,nice,0,32.0
cpu,VM10-1-9-207,00:03:30.223714,nice,1,0.0
cpu,VM10-1-9-207,00:03:30.223715,nice,2,7516.0
cpu,VM10-1-9-207,00:03:30.223716,nice,3,0.0
cpu,VM10-1-9-207,00:03:30.223857,interrupt,0,0.0
cpu,VM10-1-9-207,00:03:30.223858,interrupt,1,0.0
cpu,VM10-1-9-207,00:03:30.223860,interrupt,2,0.0
cpu,VM10-1-9-207,00:03:30.223861,interrupt,3,0.0
cpu,VM10-1-9-207,00:03:30.223862,softirq,0,182.0
cpu,VM10-1-9-207,00:03:30.223863,softirq,1,100.0
cpu,VM10-1-9-207,00:03:30.223864,softirq,2,213.0
cpu,VM10-1-9-207,00:03:30.223865,softirq,3,171.0
cpu,VM10-1-9-207,00:03:30.223866,steal,0,35.0
cpu,VM10-1-9-207,00:03:30.223868,steal,1,48.0
cpu,VM10-1-9-207,00:03:30.223869,steal,2,213.0
cpu,VM10-1-9-207,00:03:30.223870,steal,3,130.0
cpu,VM10-1-9-207,00:03:30.223871,idle,0,5562544.0
cpu,VM10-1-9-207,00:03:30.223871,idle,1,5558019.0
cpu,VM10-1-9-207,00:03:30.223921,idle,2,5546324.0
cpu,VM10-1-9-207,00:03:30.223924,idle,3,5552433.0
