type,host,time,type_instance,instance,value
cpu,VM10-1-9-207,00:03:40.222585,user,0,15223.0
cpu,VM10-1-9-207,00:03:40.223006,user,1,16954.0
cpu,VM10-1-9-207,00:03:40.223007,user,2,17160.0
cpu,VM10-1-9-207,00:03:40.223008,user,3,22332.0
cpu,VM10-1-9-207,00:03:40.223008,system,0,5523.0
cpu,VM10-1-9-207,00:03:40.223009,system,1,7138.0
cpu,VM10-1-9-207,00:03:40.223010,system,2,6862.0
cpu,VM10-1-9-207,00:03:40.223011,system,3,6525.0
cpu,VM10-1-9-207,00:03:40.223011,wait,0,3246.0
cpu,VM10-1-9-207,00:03:40.223012,wait,1,4357.0
cpu,VM10-1-9-207,00:03:40.223013,wait,2,3978.0
cpu,VM10-1-9-207,00:03:40.223013,wait,3,3549.0
cpu,VM10-1-9-207,00:03:40.223014,nice,0,32.0
cpu,VM10-1-9-207,00:03:40.223014,nice,1,0.0
cpu,VM10-1-9-207,00:03:40.223015,nice,2,7516.0
cpu,VM10-1-9-207,00:03:40.223016,nice,3,0.0
cpu,VM10-1-9-207,00:03:40.223017,interrupt,0,0.0
cpu,VM10-1-9-207,00:03:40.223017,interrupt,1,0.0
cpu,VM10-1-9-207,00:03:40.223018,interrupt,2,0.0
cpu,VM10-1-9-207,00:03:40.223018,interrupt,3,0.0
cpu,VM10-1-9-207,00:03:40.223019,softirq,0,182.0
cpu,VM10-1-9-207,00:03:40.223020,softirq,1,100.0
cpu,VM10-1-9-207,00:03:40.223021,softirq,2,213.0
cpu,VM10-1-9-207,00:03:40.223021,softirq,3,171.0
cpu,VM10-1-9-207,00:03:40.223022,steal,0,35.0
cpu,VM10-1-9-207,00:03:40.223023,steal,1,48.0
cpu,VM10-1-9-207,00:03:40.223023,steal,2,213.0
cpu,VM10-1-9-207,00:03:40.223024,steal,3,130.0
cpu,VM10-1-9-207,00:03:40.223024,idle,0,5563541.0
cpu,VM10-1-9-207,00:03:40.223025,idle,1,5558606.0
cpu,VM10-1-9-207,00:03:40.223026,idle,2,5547321.0
cpu,VM10-1-9-207,00:03:40.223027,idle,3,5553431.0
cpu,VM10-1-9-207,00:03:51.426818,user,0,15231.0
cpu,VM10-1-9-207,00:03:51.426839,user,1,17350.0
cpu,VM10-1-9-207,00:03:51.426843,user,2,17170.0
cpu,VM10-1-9-207,00:03:51.426848,user,3,22336.0
cpu,VM10-1-9-207,00:03:51.426852,system,0,5534.0
cpu,VM10-1-9-207,00:03:51.426855,system,1,7143.0
cpu,VM10-1-9-207,00:03:51.426856,system,2,6882.0
cpu,VM10-1-9-207,00:03:51.426857,system,3,6530.0
cpu,VM10-1-9-207,00:03:51.426858,wait,0,3246.0
cpu,VM10-1-9-207,00:03:51.426858,wait,1,4360.0
cpu,VM10-1-9-207,00:03:51.426859,wait,2,3978.0
cpu,VM10-1-9-207,00:03:51.426860,wait,3,3549.0
cpu,VM10-1-9-207,00:03:51.426860,nice,0,32.0
cpu,VM10-1-9-207,00:03:51.426861,nice,1,0.0
cpu,VM10-1-9-207,00:03:51.426861,nice,2,7516.0
cpu,VM10-1-9-207,00:03:51.426871,nice,3,0.0
cpu,VM10-1-9-207,00:03:51.426872,interrupt,0,0.0
cpu,VM10-1-9-207,00:03:51.426872,interrupt,1,0.0
cpu,VM10-1-9-207,00:03:51.426872,interrupt,2,0.0
cpu,VM10-1-9-207,00:03:51.426873,interrupt,3,0.0
cpu,VM10-1-9-207,00:03:51.426873,softirq,0,182.0
cpu,VM10-1-9-207,00:03:51.426877,softirq,1,101.0
cpu,VM10-1-9-207,00:03:51.426878,softirq,2,213.0
cpu,VM10-1-9-207,00:03:51.426879,softirq,3,171.0
cpu,VM10-1-9-207,00:03:51.426879,steal,0,35.0
