host,time,type,value,type_instance
VM10-1-9-207,02:56:34.730716,memory,159514624.0,buffered
VM10-1-9-207,02:56:34.730716,memory,3786600448.0,cached
VM10-1-9-207,02:56:34.730716,memory,3843805184.0,free
VM10-1-9-207,02:56:34.730716,memory,329232384.0,slab_recl
VM10-1-9-207,02:56:34.730716,memory,39460864.0,slab_unrecl
VM10-1-9-207,02:56:34.730716,memory,217042944.0,used
VM10-1-9-207,02:56:44.720078,memory,159715328.0,buffered
VM10-1-9-207,02:56:44.720078,memory,3786776576.0,cached
VM10-1-9-207,02:56:44.720078,memory,3775377408.0,free
VM10-1-9-207,02:56:44.720078,memory,329748480.0,slab_recl
VM10-1-9-207,02:56:44.720078,memory,40800256.0,slab_unrecl
VM10-1-9-207,02:56:44.720078,memory,283238400.0,used
