host,time,type,value,type_instance
VM10-1-9-207,02:56:51.424331,memory,159735808.0,buffered
VM10-1-9-207,02:56:51.424331,memory,3788378112.0,cached
VM10-1-9-207,02:56:51.424331,memory,3840798720.0,free
VM10-1-9-207,02:56:51.424331,memory,329584640.0,slab_recl
VM10-1-9-207,02:56:51.424331,memory,39886848.0,slab_unrecl
VM10-1-9-207,02:56:51.424331,memory,217272320.0,used
VM10-1-9-207,02:57:01.411080,memory,159899648.0,buffered
VM10-1-9-207,02:57:01.411080,memory,3788541952.0,cached
VM10-1-9-207,02:57:01.411080,memory,3759546368.0,free
VM10-1-9-207,02:57:01.411080,memory,329973760.0,slab_recl
VM10-1-9-207,02:57:01.411080,memory,40341504.0,slab_unrecl
VM10-1-9-207,02:57:01.411080,memory,297353216.0,used
VM10-1-9-207,02:57:11.410937,memory,159928320.0,buffered
VM10-1-9-207,02:57:11.410937,memory,3790200832.0,cached
VM10-1-9-207,02:57:11.410937,memory,3753533440.0,free
VM10-1-9-207,02:57:11.410937,memory,329871360.0,slab_recl
VM10-1-9-207,02:57:11.410937,memory,39763968.0,slab_unrecl
VM10-1-9-207,02:57:11.410937,memory,302358528.0,used
VM10-1-9-207,02:57:21.411044,memory,159940608.0,buffered
VM10-1-9-207,02:57:21.411044,memory,3790209024.0,cached
VM10-1-9-207,02:57:21.411044,memory,3751616512.0,free
VM10-1-9-207,02:57:21.411044,memory,329785344.0,slab_recl
VM10-1-9-207,02:57:21.411044,memory,39563264.0,slab_unrecl
VM10-1-9-207,02:57:21.411044,memory,304541696.0,used
VM10-1-9-207,02:57:31.410970,memory,159948800.0,buffered
VM10-1-9-207,02:57:31.410970,memory,3790213120.0,cached
VM10-1-9-207,02:57:31.410970,memory,3747553280.0,free
VM10-1-9-207,02:57:31.410970,memory,329777152.0,slab_recl
VM10-1-9-207,02:57:31.410970,memory,39301120.0,slab_unrecl
VM10-1-9-207,02:57:31.410970,memory,308862976.0,used
VM10-1-9-207,02:57:41.411618,memory,159948800.0,buffered
VM10-1-9-207,02:57:41.411618,memory,3790225408.0,cached
VM10-1-9-207,02:57:41.411618,memory,3744722944.0,free
VM10-1-9-207,02:57:41.411618,memory,329764864.0,slab_recl
VM10-1-9-207,02:57:41.411618,memory,39428096.0,slab_unrecl
VM10-1-9-207,02:57:41.411618,memory,311566336.0,used
VM10-1-9-207,02:57:51.410973,memory,159956992.0,buffered
VM10-1-9-207,02:57:51.410973,memory,3790209024.0,cached
VM10-1-9-207,02:57:51.410973,memory,3809394688.0,free
VM10-1-9-207,02:57:51.410973,memory,329773056.0,slab_recl
VM10-1-9-207,02:57:51.410973,memory,39542784.0,slab_unrecl
VM10-1-9-207,02:57:51.410973,memory,246779904.0,used
