host,time,type,value,type_instance
VM10-1-9-207,03:00:21.980757,memory,160284672.0,buffered
VM10-1-9-207,03:00:21.980757,memory,3791962112.0,cached
VM10-1-9-207,03:00:21.980757,memory,3833610240.0,free
VM10-1-9-207,03:00:21.980757,memory,329916416.0,slab_recl
VM10-1-9-207,03:00:21.980757,memory,39669760.0,slab_unrecl
VM10-1-9-207,03:00:21.980757,memory,220213248.0,used
VM10-1-9-207,03:00:31.968439,memory,160456704.0,buffered
VM10-1-9-207,03:00:31.968439,memory,3792162816.0,cached
VM10-1-9-207,03:00:31.968439,memory,3689103360.0,free
VM10-1-9-207,03:00:31.968439,memory,330416128.0,slab_recl
VM10-1-9-207,03:00:31.968439,memory,40779776.0,slab_unrecl
VM10-1-9-207,03:00:31.968439,memory,362737664.0,used
VM10-1-9-207,03:00:41.968087,memory,160456704.0,buffered
VM10-1-9-207,03:00:41.968087,memory,3793821696.0,cached
VM10-1-9-207,03:00:41.968087,memory,3684364288.0,free
VM10-1-9-207,03:00:41.968087,memory,330387456.0,slab_recl
VM10-1-9-207,03:00:41.968087,memory,40132608.0,slab_unrecl
VM10-1-9-207,03:00:41.968087,memory,366493696.0,used
VM10-1-9-207,03:00:51.967832,memory,160460800.0,buffered
VM10-1-9-207,03:00:51.967832,memory,3793829888.0,cached
VM10-1-9-207,03:00:51.967832,memory,3682779136.0,free
VM10-1-9-207,03:00:51.967832,memory,330285056.0,slab_recl
VM10-1-9-207,03:00:51.967832,memory,39628800.0,slab_unrecl
VM10-1-9-207,03:00:51.967832,memory,368672768.0,used
VM10-1-9-207,03:01:01.967940,memory,160464896.0,buffered
VM10-1-9-207,03:01:01.967940,memory,3793838080.0,cached
VM10-1-9-207,03:01:01.967940,memory,3682680832.0,free
VM10-1-9-207,03:01:01.967940,memory,330268672.0,slab_recl
VM10-1-9-207,03:01:01.967940,memory,39743488.0,slab_unrecl
VM10-1-9-207,03:01:01.967940,memory,368660480.0,used
VM10-1-9-207,03:01:11.967892,memory,160477184.0,buffered
VM10-1-9-207,03:01:11.967892,memory,3793846272.0,cached
VM10-1-9-207,03:01:11.967892,memory,3680841728.0,free
VM10-1-9-207,03:01:11.967892,memory,330264576.0,slab_recl
VM10-1-9-207,03:01:11.967892,memory,39604224.0,slab_unrecl
VM10-1-9-207,03:01:11.967892,memory,370622464.0,used
VM10-1-9-207,03:01:21.968013,memory,160489472.0,buffered
VM10-1-9-207,03:01:21.968013,memory,3793854464.0,cached
VM10-1-9-207,03:01:21.968013,memory,3678654464.0,free
VM10-1-9-207,03:01:21.968013,memory,330244096.0,slab_recl
VM10-1-9-207,03:01:21.968013,memory,39366656.0,slab_unrecl
VM10-1-9-207,03:01:21.968013,memory,373047296.0,used
VM10-1-9-207,03:01:31.967915,memory,160501760.0,buffered
VM10-1-9-207,03:01:31.967915,memory,3793862656.0,cached
VM10-1-9-207,03:01:31.967915,memory,3676459008.0,free
VM10-1-9-207,03:01:31.967915,memory,330240000.0,slab_recl
VM10-1-9-207,03:01:31.967915,memory,39284736.0,slab_unrecl
VM10-1-9-207,03:01:31.967915,memory,375308288.0,used
VM10-1-9-207,03:01:41.967889,memory,160518144.0,buffered
VM10-1-9-207,03:01:41.967889,memory,3793870848.0,cached
VM10-1-9-207,03:01:41.967889,memory,3674206208.0,free
VM10-1-9-207,03:01:41.967889,memory,330231808.0,slab_recl
VM10-1-9-207,03:01:41.967889,memory,39636992.0,slab_unrecl
VM10-1-9-207,03:01:41.967889,memory,377192448.0,used
VM10-1-9-207,03:01:51.968112,memory,160526336.0,buffered
VM10-1-9-207,03:01:51.968112,memory,3793879040.0,cached
VM10-1-9-207,03:01:51.968112,memory,3672010752.0,free
VM10-1-9-207,03:01:51.968112,memory,330194944.0,slab_recl
VM10-1-9-207,03:01:51.968112,memory,39399424.0,slab_unrecl
VM10-1-9-207,03:01:51.968112,memory,379645952.0,used
VM10-1-9-207,03:02:01.968289,memory,160526336.0,buffered
VM10-1-9-207,03:02:01.968289,memory,3793887232.0,cached
VM10-1-9-207,03:02:01.968289,memory,3672141824.0,free
VM10-1-9-207,03:02:01.968289,memory,330199040.0,slab_recl
VM10-1-9-207,03:02:01.968289,memory,39292928.0,slab_unrecl
VM10-1-9-207,03:02:01.968289,memory,379609088.0,used
VM10-1-9-207,03:02:11.967897,memory,160534528.0,buffered
VM10-1-9-207,03:02:11.967897,memory,3793895424.0,cached
VM10-1-9-207,03:02:11.967897,memory,3670073344.0,free
VM10-1-9-207,03:02:11.967897,memory,330186752.0,slab_recl
VM10-1-9-207,03:02:11.967897,memory,39161856.0,slab_unrecl
VM10-1-9-207,03:02:11.967897,memory,381804544.0,used
VM10-1-9-207,03:02:21.967851,memory,160534528.0,buffered
VM10-1-9-207,03:02:21.967851,memory,3793903616.0,cached
VM10-1-9-207,03:02:21.967851,memory,3668107264.0,free
VM10-1-9-207,03:02:21.967851,memory,330194944.0,slab_recl
VM10-1-9-207,03:02:21.967851,memory,39604224.0,slab_unrecl
VM10-1-9-207,03:02:21.967851,memory,383311872.0,used
VM10-1-9-207,03:02:31.967891,memory,160542720.0,buffered
VM10-1-9-207,03:02:31.967891,memory,3793911808.0,cached
VM10-1-9-207,03:02:31.967891,memory,3665944576.0,free
VM10-1-9-207,03:02:31.967891,memory,330182656.0,slab_recl
VM10-1-9-207,03:02:31.967891,memory,39510016.0,slab_unrecl
VM10-1-9-207,03:02:31.967891,memory,385564672.0,used
VM10-1-9-207,03:02:41.967909,memory,160546816.0,buffered
VM10-1-9-207,03:02:41.967909,memory,3793920000.0,cached
VM10-1-9-207,03:02:41.967909,memory,3664003072.0,free
VM10-1-9-207,03:02:41.967909,memory,330190848.0,slab_recl
VM10-1-9-207,03:02:41.967909,memory,39256064.0,slab_unrecl
VM10-1-9-207,03:02:41.967909,memory,387739648.0,used
VM10-1-9-207,03:02:51.967912,memory,160550912.0,buffered
VM10-1-9-207,03:02:51.967912,memory,3793928192.0,cached
VM10-1-9-207,03:02:51.967912,memory,3662004224.0,free
VM10-1-9-207,03:02:51.967912,memory,330186752.0,slab_recl
VM10-1-9-207,03:02:51.967912,memory,39157760.0,slab_unrecl
VM10-1-9-207,03:02:51.967912,memory,389828608.0,used
VM10-1-9-207,03:03:01.967928,memory,160550912.0,buffered
VM10-1-9-207,03:03:01.967928,memory,3793932288.0,cached
VM10-1-9-207,03:03:01.967928,memory,3661430784.0,free
VM10-1-9-207,03:03:01.967928,memory,330194944.0,slab_recl
VM10-1-9-207,03:03:01.967928,memory,39550976.0,slab_unrecl
VM10-1-9-207,03:03:01.967928,memory,389996544.0,used
VM10-1-9-207,03:03:11.967884,memory,160559104.0,buffered
VM10-1-9-207,03:03:11.967884,memory,3793944576.0,cached
VM10-1-9-207,03:03:11.967884,memory,3659558912.0,free
VM10-1-9-207,03:03:11.967884,memory,330190848.0,slab_recl
VM10-1-9-207,03:03:11.967884,memory,39424000.0,slab_unrecl
VM10-1-9-207,03:03:11.967884,memory,391979008.0,used
VM10-1-9-207,03:03:21.967896,memory,160571392.0,buffered
VM10-1-9-207,03:03:21.967896,memory,3793952768.0,cached
VM10-1-9-207,03:03:21.967896,memory,3657457664.0,free
VM10-1-9-207,03:03:21.967896,memory,330194944.0,slab_recl
VM10-1-9-207,03:03:21.967896,memory,39247872.0,slab_unrecl
VM10-1-9-207,03:03:21.967896,memory,394231808.0,used
VM10-1-9-207,03:03:31.967904,memory,160587776.0,buffered
VM10-1-9-207,03:03:31.967904,memory,3793960960.0,cached
VM10-1-9-207,03:03:31.967904,memory,3655364608.0,free
VM10-1-9-207,03:03:31.967904,memory,330207232.0,slab_recl
VM10-1-9-207,03:03:31.967904,memory,39165952.0,slab_unrecl
VM10-1-9-207,03:03:31.967904,memory,396369920.0,used
VM10-1-9-207,03:03:41.967912,memory,160595968.0,buffered
VM10-1-9-207,03:03:41.967912,memory,3793965056.0,cached
VM10-1-9-207,03:03:41.967912,memory,3652947968.0,free
VM10-1-9-207,03:03:41.967912,memory,330199040.0,slab_recl
VM10-1-9-207,03:03:41.967912,memory,39542784.0,slab_unrecl
VM10-1-9-207,03:03:41.967912,memory,398405632.0,used
VM10-1-9-207,03:03:51.967876,memory,160600064.0,buffered
VM10-1-9-207,03:03:51.967876,memory,3793973248.0,cached
VM10-1-9-207,03:03:51.967876,memory,3653046272.0,free
VM10-1-9-207,03:03:51.967876,memory,330207232.0,slab_recl
VM10-1-9-207,03:03:51.967876,memory,39337984.0,slab_unrecl
VM10-1-9-207,03:03:51.967876,memory,398491648.0,used
VM10-1-9-207,03:04:01.967892,memory,160612352.0,buffered
VM10-1-9-207,03:04:01.967892,memory,3793985536.0,cached
VM10-1-9-207,03:04:01.967892,memory,3650883584.0,free
VM10-1-9-207,03:04:01.967892,memory,330194944.0,slab_recl
VM10-1-9-207,03:04:01.967892,memory,39211008.0,slab_unrecl
VM10-1-9-207,03:04:01.967892,memory,400769024.0,used
VM10-1-9-207,03:04:11.967900,memory,160616448.0,buffered
VM10-1-9-207,03:04:11.967900,memory,3793993728.0,cached
VM10-1-9-207,03:04:11.967900,memory,3648688128.0,free
VM10-1-9-207,03:04:11.967900,memory,330194944.0,slab_recl
VM10-1-9-207,03:04:11.967900,memory,39178240.0,slab_unrecl
VM10-1-9-207,03:04:11.967900,memory,402984960.0,used
VM10-1-9-207,03:04:21.967898,memory,160628736.0,buffered
VM10-1-9-207,03:04:21.967898,memory,3793997824.0,cached
VM10-1-9-207,03:04:21.967898,memory,3646722048.0,free
VM10-1-9-207,03:04:21.967898,memory,330207232.0,slab_recl
VM10-1-9-207,03:04:21.967898,memory,39510016.0,slab_unrecl
VM10-1-9-207,03:04:21.967898,memory,404590592.0,used
VM10-1-9-207,03:04:31.968000,memory,160641024.0,buffered
VM10-1-9-207,03:04:31.968000,memory,3794006016.0,cached
VM10-1-9-207,03:04:31.968000,memory,3644559360.0,free
VM10-1-9-207,03:04:31.968000,memory,330207232.0,slab_recl
VM10-1-9-207,03:04:31.968000,memory,39366656.0,slab_unrecl
VM10-1-9-207,03:04:31.968000,memory,406876160.0,used
VM10-1-9-207,03:04:41.967885,memory,160657408.0,buffered
VM10-1-9-207,03:04:41.967885,memory,3794018304.0,cached
VM10-1-9-207,03:04:41.967885,memory,3642560512.0,free
VM10-1-9-207,03:04:41.967885,memory,330194944.0,slab_recl
VM10-1-9-207,03:04:41.967885,memory,39256064.0,slab_unrecl
VM10-1-9-207,03:04:41.967885,memory,408969216.0,used
VM10-1-9-207,03:04:51.967889,memory,160669696.0,buffered
VM10-1-9-207,03:04:51.967889,memory,3794026496.0,cached
VM10-1-9-207,03:04:51.967889,memory,3642494976.0,free
VM10-1-9-207,03:04:51.967889,memory,330194944.0,slab_recl
VM10-1-9-207,03:04:51.967889,memory,39157760.0,slab_unrecl
VM10-1-9-207,03:04:51.967889,memory,409112576.0,used
VM10-1-9-207,03:05:01.967892,memory,160681984.0,buffered
VM10-1-9-207,03:05:01.967892,memory,3794030592.0,cached
VM10-1-9-207,03:05:01.967892,memory,3640299520.0,free
VM10-1-9-207,03:05:01.967892,memory,330194944.0,slab_recl
VM10-1-9-207,03:05:01.967892,memory,39542784.0,slab_unrecl
VM10-1-9-207,03:05:01.967892,memory,410906624.0,used
VM10-1-9-207,03:05:11.967873,memory,160694272.0,buffered
VM10-1-9-207,03:05:11.967873,memory,3794038784.0,cached
VM10-1-9-207,03:05:11.967873,memory,3639001088.0,free
VM10-1-9-207,03:05:11.967873,memory,330203136.0,slab_recl
VM10-1-9-207,03:05:11.967873,memory,39415808.0,slab_unrecl
