instance,value,host,time,type,type_instance
0,233936.0,VM10-1-9-207,03:00:31.966385,cpu,user
1,272186.0,VM10-1-9-207,03:00:31.966401,cpu,user
2,235529.0,VM10-1-9-207,03:00:31.966418,cpu,user
3,287782.0,VM10-1-9-207,03:00:31.966427,cpu,user
0,7156.0,VM10-1-9-207,03:00:31.966436,cpu,system
1,8959.0,VM10-1-9-207,03:00:31.966445,cpu,system
2,8958.0,VM10-1-9-207,03:00:31.966446,cpu,system
3,8119.0,VM10-1-9-207,03:00:31.966452,cpu,system
0,3828.0,VM10-1-9-207,03:00:31.966453,cpu,wait
1,4560.0,VM10-1-9-207,03:00:31.966454,cpu,wait
2,4562.0,VM10-1-9-207,03:00:31.966455,cpu,wait
3,3888.0,VM10-1-9-207,03:00:31.966455,cpu,wait
0,32.0,VM10-1-9-207,03:00:31.966456,cpu,nice
1,0.0,VM10-1-9-207,03:00:31.966461,cpu,nice
2,7516.0,VM10-1-9-207,03:00:31.966463,cpu,nice
3,0.0,VM10-1-9-207,03:00:31.966463,cpu,nice
0,0.0,VM10-1-9-207,03:00:31.966464,cpu,interrupt
1,0.0,VM10-1-9-207,03:00:31.966465,cpu,interrupt
2,0.0,VM10-1-9-207,03:00:31.966471,cpu,interrupt
3,0.0,VM10-1-9-207,03:00:31.966472,cpu,interrupt
0,293.0,VM10-1-9-207,03:00:31.966473,cpu,softirq
1,149.0,VM10-1-9-207,03:00:31.966474,cpu,softirq
2,264.0,VM10-1-9-207,03:00:31.966474,cpu,softirq
3,276.0,VM10-1-9-207,03:00:31.966487,cpu,softirq
0,90.0,VM10-1-9-207,03:00:31.966489,cpu,steal
1,101.0,VM10-1-9-207,03:00:31.966490,cpu,steal
2,271.0,VM10-1-9-207,03:00:31.966490,cpu,steal
3,227.0,VM10-1-9-207,03:00:31.966491,cpu,steal
0,6402972.0,VM10-1-9-207,03:00:31.966492,cpu,idle
1,6361840.0,VM10-1-9-207,03:00:31.966498,cpu,idle
2,6386144.0,VM10-1-9-207,03:00:31.966499,cpu,idle
3,6346185.0,VM10-1-9-207,03:00:31.966500,cpu,idle
0,233938.0,VM10-1-9-207,03:00:41.966229,cpu,user
1,272217.0,VM10-1-9-207,03:00:41.966240,cpu,user
2,235529.0,VM10-1-9-207,03:00:41.966266,cpu,user
3,288753.0,VM10-1-9-207,03:00:41.966273,cpu,user
0,7156.0,VM10-1-9-207,03:00:41.966279,cpu,system
1,8961.0,VM10-1-9-207,03:00:41.966291,cpu,system
2,8958.0,VM10-1-9-207,03:00:41.966292,cpu,system
3,8119.0,VM10-1-9-207,03:00:41.966305,cpu,system
0,3828.0,VM10-1-9-207,03:00:41.966310,cpu,wait
1,4562.0,VM10-1-9-207,03:00:41.966311,cpu,wait
2,4562.0,VM10-1-9-207,03:00:41.966311,cpu,wait
3,3888.0,VM10-1-9-207,03:00:41.966312,cpu,wait
0,32.0,VM10-1-9-207,03:00:41.966312,cpu,nice
1,0.0,VM10-1-9-207,03:00:41.966313,cpu,nice
2,7516.0,VM10-1-9-207,03:00:41.966334,cpu,nice
3,0.0,VM10-1-9-207,03:00:41.966335,cpu,nice
0,0.0,VM10-1-9-207,03:00:41.966336,cpu,interrupt
1,0.0,VM10-1-9-207,03:00:41.966336,cpu,interrupt
2,0.0,VM10-1-9-207,03:00:41.966336,cpu,interrupt
3,0.0,VM10-1-9-207,03:00:41.966337,cpu,interrupt
0,293.0,VM10-1-9-207,03:00:41.966341,cpu,softirq
1,149.0,VM10-1-9-207,03:00:41.966342,cpu,softirq
2,264.0,VM10-1-9-207,03:00:41.966343,cpu,softirq
3,276.0,VM10-1-9-207,03:00:41.966343,cpu,softirq
0,90.0,VM10-1-9-207,03:00:41.966343,cpu,steal
1,101.0,VM10-1-9-207,03:00:41.966344,cpu,steal
2,271.0,VM10-1-9-207,03:00:41.966352,cpu,steal
3,227.0,VM10-1-9-207,03:00:41.966353,cpu,steal
0,6403970.0,VM10-1-9-207,03:00:41.966354,cpu,idle
