instance,value,host,time,type,type_instance
0,227175.0,VM10-1-9-207,02:56:44.718934,cpu,user
1,268064.0,VM10-1-9-207,02:56:44.718962,cpu,user
2,227818.0,VM10-1-9-207,02:56:44.718979,cpu,user
3,287382.0,VM10-1-9-207,02:56:44.718991,cpu,user
0,7090.0,VM10-1-9-207,02:56:44.719024,cpu,system
1,8908.0,VM10-1-9-207,02:56:44.719032,cpu,system
2,8891.0,VM10-1-9-207,02:56:44.719033,cpu,system
3,8048.0,VM10-1-9-207,02:56:44.719034,cpu,system
0,3801.0,VM10-1-9-207,02:56:44.719035,cpu,wait
1,4550.0,VM10-1-9-207,02:56:44.719036,cpu,wait
2,4559.0,VM10-1-9-207,02:56:44.719037,cpu,wait
3,3877.0,VM10-1-9-207,02:56:44.719038,cpu,wait
0,32.0,VM10-1-9-207,02:56:44.719038,cpu,nice
1,0.0,VM10-1-9-207,02:56:44.719039,cpu,nice
2,7516.0,VM10-1-9-207,02:56:44.719040,cpu,nice
3,0.0,VM10-1-9-207,02:56:44.719041,cpu,nice
0,0.0,VM10-1-9-207,02:56:44.719042,cpu,interrupt
1,0.0,VM10-1-9-207,02:56:44.719043,cpu,interrupt
2,0.0,VM10-1-9-207,02:56:44.719055,cpu,interrupt
3,0.0,VM10-1-9-207,02:56:44.719057,cpu,interrupt
0,290.0,VM10-1-9-207,02:56:44.719057,cpu,softirq
1,148.0,VM10-1-9-207,02:56:44.719058,cpu,softirq
2,261.0,VM10-1-9-207,02:56:44.719059,cpu,softirq
3,275.0,VM10-1-9-207,02:56:44.719066,cpu,softirq
0,88.0,VM10-1-9-207,02:56:44.719067,cpu,steal
1,100.0,VM10-1-9-207,02:56:44.719068,cpu,steal
2,267.0,VM10-1-9-207,02:56:44.719069,cpu,steal
3,225.0,VM10-1-9-207,02:56:44.719069,cpu,steal
0,6387118.0,VM10-1-9-207,02:56:44.719070,cpu,idle
1,6343308.0,VM10-1-9-207,02:56:44.719076,cpu,idle
2,6371221.0,VM10-1-9-207,02:56:44.719078,cpu,idle
3,6323958.0,VM10-1-9-207,02:56:44.719078,cpu,idle
