instance,value,host,time,type,type_instance
0,228393.0,VM10-1-9-207,02:58:07.568162,cpu,user
1,268450.0,VM10-1-9-207,02:58:07.568169,cpu,user
2,231957.0,VM10-1-9-207,02:58:07.568174,cpu,user
3,287405.0,VM10-1-9-207,02:58:07.568178,cpu,user
0,7132.0,VM10-1-9-207,02:58:07.568186,cpu,system
1,8932.0,VM10-1-9-207,02:58:07.568191,cpu,system
2,8925.0,VM10-1-9-207,02:58:07.568191,cpu,system
3,8079.0,VM10-1-9-207,02:58:07.568192,cpu,system
0,3823.0,VM10-1-9-207,02:58:07.568193,cpu,wait
1,4552.0,VM10-1-9-207,02:58:07.568193,cpu,wait
2,4561.0,VM10-1-9-207,02:58:07.568194,cpu,wait
3,3878.0,VM10-1-9-207,02:58:07.568195,cpu,wait
0,32.0,VM10-1-9-207,02:58:07.568196,cpu,nice
1,0.0,VM10-1-9-207,02:58:07.568197,cpu,nice
2,7516.0,VM10-1-9-207,02:58:07.568198,cpu,nice
3,0.0,VM10-1-9-207,02:58:07.568198,cpu,nice
0,0.0,VM10-1-9-207,02:58:07.568199,cpu,interrupt
1,0.0,VM10-1-9-207,02:58:07.568200,cpu,interrupt
2,0.0,VM10-1-9-207,02:58:07.568201,cpu,interrupt
3,0.0,VM10-1-9-207,02:58:07.568202,cpu,interrupt
0,293.0,VM10-1-9-207,02:58:07.568202,cpu,softirq
1,148.0,VM10-1-9-207,02:58:07.568203,cpu,softirq
2,263.0,VM10-1-9-207,02:58:07.568204,cpu,softirq
3,275.0,VM10-1-9-207,02:58:07.568205,cpu,softirq
0,88.0,VM10-1-9-207,02:58:07.568205,cpu,steal
1,100.0,VM10-1-9-207,02:58:07.568206,cpu,steal
2,268.0,VM10-1-9-207,02:58:07.568207,cpu,steal
3,226.0,VM10-1-9-207,02:58:07.568208,cpu,steal
0,6394109.0,VM10-1-9-207,02:58:07.568209,cpu,idle
1,6351168.0,VM10-1-9-207,02:58:07.568209,cpu,idle
2,6375322.0,VM10-1-9-207,02:58:07.568210,cpu,idle
3,6332176.0,VM10-1-9-207,02:58:07.568211,cpu,idle
0,228394.0,VM10-1-9-207,02:58:17.568244,cpu,user
1,269450.0,VM10-1-9-207,02:58:17.568265,cpu,user
2,231957.0,VM10-1-9-207,02:58:17.568284,cpu,user
3,287406.0,VM10-1-9-207,02:58:17.568315,cpu,user
0,7133.0,VM10-1-9-207,02:58:17.568333,cpu,system
1,8932.0,VM10-1-9-207,02:58:17.568345,cpu,system
2,8927.0,VM10-1-9-207,02:58:17.568354,cpu,system
3,8080.0,VM10-1-9-207,02:58:17.568355,cpu,system
0,3827.0,VM10-1-9-207,02:58:17.568357,cpu,wait
1,4552.0,VM10-1-9-207,02:58:17.568358,cpu,wait
2,4561.0,VM10-1-9-207,02:58:17.568359,cpu,wait
3,3878.0,VM10-1-9-207,02:58:17.568361,cpu,wait
0,32.0,VM10-1-9-207,02:58:17.568362,cpu,nice
1,0.0,VM10-1-9-207,02:58:17.568363,cpu,nice
2,7516.0,VM10-1-9-207,02:58:17.568364,cpu,nice
3,0.0,VM10-1-9-207,02:58:17.568365,cpu,nice
0,0.0,VM10-1-9-207,02:58:17.568367,cpu,interrupt
1,0.0,VM10-1-9-207,02:58:17.568368,cpu,interrupt
2,0.0,VM10-1-9-207,02:58:17.568369,cpu,interrupt
3,0.0,VM10-1-9-207,02:58:17.568370,cpu,interrupt
0,293.0,VM10-1-9-207,02:58:17.568372,cpu,softirq
1,148.0,VM10-1-9-207,02:58:17.568373,cpu,softirq
2,263.0,VM10-1-9-207,02:58:17.568374,cpu,softirq
3,275.0,VM10-1-9-207,02:58:17.568375,cpu,softirq
0,88.0,VM10-1-9-207,02:58:17.568376,cpu,steal
1,100.0,VM10-1-9-207,02:58:17.568377,cpu,steal
2,268.0,VM10-1-9-207,02:58:17.568378,cpu,steal
3,226.0,VM10-1-9-207,02:58:17.568380,cpu,steal
0,6395103.0,VM10-1-9-207,02:58:17.568381,cpu,idle
1,6351168.0,VM10-1-9-207,02:58:17.568382,cpu,idle
2,6376318.0,VM10-1-9-207,02:58:17.568383,cpu,idle
3,6333171.0,VM10-1-9-207,02:58:17.568385,cpu,idle
