host,time,type,value,type_instance
VM10-1-9-207,02:56:20.596855,memory,159338496.0,buffered
VM10-1-9-207,02:56:20.596855,memory,3786551296.0,cached
VM10-1-9-207,02:56:20.596855,memory,3843850240.0,free
VM10-1-9-207,02:56:20.596855,memory,328585216.0,slab_recl
VM10-1-9-207,02:56:20.596855,memory,38608896.0,slab_unrecl
VM10-1-9-207,02:56:20.596855,memory,218722304.0,used
VM10-1-9-207,02:56:21.428854,memory,159346688.0,buffered
VM10-1-9-207,02:56:21.428854,memory,3786551296.0,cached
VM10-1-9-207,02:56:21.428854,memory,3844231168.0,free
VM10-1-9-207,02:56:21.428854,memory,328572928.0,slab_recl
VM10-1-9-207,02:56:21.428854,memory,38789120.0,slab_unrecl
VM10-1-9-207,02:56:21.428854,memory,218165248.0,used
VM10-1-9-207,02:56:31.417800,memory,159498240.0,buffered
VM10-1-9-207,02:56:31.417800,memory,3786579968.0,cached
VM10-1-9-207,02:56:31.417800,memory,3841765376.0,free
VM10-1-9-207,02:56:31.417800,memory,329273344.0,slab_recl
VM10-1-9-207,02:56:31.417800,memory,39702528.0,slab_unrecl
VM10-1-9-207,02:56:31.417800,memory,218836992.0,used
