instance,value,host,time,type,type_instance
0,227154.0,VM10-1-9-207,02:56:20.595364,cpu,user
1,268049.0,VM10-1-9-207,02:56:20.595372,cpu,user
2,227799.0,VM10-1-9-207,02:56:20.595377,cpu,user
3,286987.0,VM10-1-9-207,02:56:20.595389,cpu,user
0,7067.0,VM10-1-9-207,02:56:20.595406,cpu,system
1,8889.0,VM10-1-9-207,02:56:20.595410,cpu,system
2,8869.0,VM10-1-9-207,02:56:20.595410,cpu,system
3,8019.0,VM10-1-9-207,02:56:20.595411,cpu,system
0,3789.0,VM10-1-9-207,02:56:20.595412,cpu,wait
1,4546.0,VM10-1-9-207,02:56:20.595413,cpu,wait
2,4558.0,VM10-1-9-207,02:56:20.595413,cpu,wait
3,3874.0,VM10-1-9-207,02:56:20.595414,cpu,wait
0,32.0,VM10-1-9-207,02:56:20.595415,cpu,nice
1,0.0,VM10-1-9-207,02:56:20.595416,cpu,nice
2,7516.0,VM10-1-9-207,02:56:20.595416,cpu,nice
3,0.0,VM10-1-9-207,02:56:20.595417,cpu,nice
0,0.0,VM10-1-9-207,02:56:20.595418,cpu,interrupt
1,0.0,VM10-1-9-207,02:56:20.595419,cpu,interrupt
2,0.0,VM10-1-9-207,02:56:20.595419,cpu,interrupt
3,0.0,VM10-1-9-207,02:56:20.595420,cpu,interrupt
0,289.0,VM10-1-9-207,02:56:20.595421,cpu,softirq
1,147.0,VM10-1-9-207,02:56:20.595422,cpu,softirq
2,260.0,VM10-1-9-207,02:56:20.595422,cpu,softirq
3,274.0,VM10-1-9-207,02:56:20.595423,cpu,softirq
0,88.0,VM10-1-9-207,02:56:20.595423,cpu,steal
1,100.0,VM10-1-9-207,02:56:20.595424,cpu,steal
2,266.0,VM10-1-9-207,02:56:20.595425,cpu,steal
3,224.0,VM10-1-9-207,02:56:20.595426,cpu,steal
0,6384772.0,VM10-1-9-207,02:56:20.595426,cpu,idle
1,6340942.0,VM10-1-9-207,02:56:20.595427,cpu,idle
2,6368854.0,VM10-1-9-207,02:56:20.595428,cpu,idle
3,6321977.0,VM10-1-9-207,02:56:20.595429,cpu,idle
0,227166.0,VM10-1-9-207,02:56:31.416655,cpu,user
1,268060.0,VM10-1-9-207,02:56:31.416670,cpu,user
2,227811.0,VM10-1-9-207,02:56:31.416686,cpu,user
3,287032.0,VM10-1-9-207,02:56:31.416689,cpu,user
0,7078.0,VM10-1-9-207,02:56:31.416692,cpu,system
1,8901.0,VM10-1-9-207,02:56:31.416695,cpu,system
2,8882.0,VM10-1-9-207,02:56:31.416695,cpu,system
3,8031.0,VM10-1-9-207,02:56:31.416700,cpu,system
0,3795.0,VM10-1-9-207,02:56:31.416701,cpu,wait
1,4548.0,VM10-1-9-207,02:56:31.416701,cpu,wait
2,4558.0,VM10-1-9-207,02:56:31.416702,cpu,wait
3,3876.0,VM10-1-9-207,02:56:31.416702,cpu,wait
0,32.0,VM10-1-9-207,02:56:31.416703,cpu,nice
1,0.0,VM10-1-9-207,02:56:31.416708,cpu,nice
2,7516.0,VM10-1-9-207,02:56:31.416708,cpu,nice
3,0.0,VM10-1-9-207,02:56:31.416709,cpu,nice
0,0.0,VM10-1-9-207,02:56:31.416709,cpu,interrupt
1,0.0,VM10-1-9-207,02:56:31.416710,cpu,interrupt
2,0.0,VM10-1-9-207,02:56:31.416714,cpu,interrupt
3,0.0,VM10-1-9-207,02:56:31.416715,cpu,interrupt
0,289.0,VM10-1-9-207,02:56:31.416715,cpu,softirq
1,147.0,VM10-1-9-207,02:56:31.416716,cpu,softirq
2,261.0,VM10-1-9-207,02:56:31.416716,cpu,softirq
3,275.0,VM10-1-9-207,02:56:31.416720,cpu,softirq
0,88.0,VM10-1-9-207,02:56:31.416721,cpu,steal
1,100.0,VM10-1-9-207,02:56:31.416721,cpu,steal
2,267.0,VM10-1-9-207,02:56:31.416722,cpu,steal
3,225.0,VM10-1-9-207,02:56:31.416722,cpu,steal
0,6385819.0,VM10-1-9-207,02:56:31.416723,cpu,idle
1,6341994.0,VM10-1-9-207,02:56:31.416727,cpu,idle
2,6369910.0,VM10-1-9-207,02:56:31.416728,cpu,idle
3,6322996.0,VM10-1-9-207,02:56:31.416728,cpu,idle
